■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2021-07-23,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2011-01-01~2012-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
436,세상의 모든 계절,2011-03-24,"139,720,000",0.00%,"139,720,000","17,918","17,918",11,760,미국,미국,,(주)영화사 진진,12세이상관람가,"드라마,코미디",마이크 리,"짐 브로드벤트,레슬리 맨빌"
437,멜랑콜리아,2012-05-17,"131,975,800",0.00%,"131,975,800","17,856","17,856",21,764,덴마크,"덴마크,스웨덴,이탈리아,독일,프랑스",,"(주)엣나인필름,(주)팝엔터테인먼트",15세이상관람가,"드라마,SF,스릴러",라스 폰 트리에,"커스틴 던스트,샤를로뜨 갱스부르,키퍼 서덜랜드,샬롯 램플링"
438,거위도 난다,,"130,428,000",0.00%,"130,428,000","17,797","17,797",7,622,한국,한국,,,15세이상관람가,드라마,김형석,"김승열,황정영"
439,신과 인간,2012-01-19,"127,213,500",0.00%,"127,213,500","17,599","17,599",5,712,프랑스,프랑스,,㈜영화사 백두대간,15세이상관람가,드라마,자비에 보브와,"램버트 윌슨,미쉘 롱스달"
440,사랑을 카피하다,2011-05-05,"137,826,100",0.00%,"137,826,100","17,581","17,581",18,841,프랑스,프랑스,,주식회사 마운틴픽쳐스,15세이상관람가,드라마,압바스 키아로스타미,"윌리엄 쉬멜,줄리엣 비노쉬"
441,양과자점 코안도르,2011-07-28,"137,280,900",0.00%,"137,280,900","17,580","17,580",11,594,일본,일본,,(주)영화사 조제,전체관람가,드라마,후카가와 요시히로,"에구치 요스케,아오이 유우"
442,바보야,2011-04-21,"92,045,000",0.00%,"92,045,000","17,211","17,211",70,"1,706",한국,한국,"㈜포춘미디어,케이비에스미디어(주)",주식회사 마운틴픽쳐스,전체관람가,다큐멘터리,강성옥,안성기
443,런던 블러바드,2012-09-20,"117,341,000",0.00%,"117,341,000","16,959","16,959",131,"2,367",미국,미국,,(주)팝파트너스,15세이상관람가,"범죄,드라마",윌리엄 모나한,"콜린 파렐,키이라 나이틀리,레이 윈스톤,제이미 캠벨 바우어"
444,허블 3D,2011-05-05,"124,793,000",0.00%,"124,793,000","16,893","16,893",9,389,캐나다,캐나다,"워너브러더스사㈜,아이맥스스페이스",(주)씨제이이엔엠,전체관람가,다큐멘터리,토니 마이어스,레오나르도 디카프리오
445,하늘이 보내준 딸,2012-04-19,"113,583,500",0.00%,"113,583,500","16,875","16,875",107,"1,827",인도,인도,,(주)싸이더스,전체관람가,가족,비자이,치얀 비크람
446,비스트 앵콜 콘서트 3D,2012-02-29,"171,432,000",0.00%,"171,432,000","16,844","16,844",75,579,한국,한국,(주)에스비에스콘텐츠허브,(주)에스비에스콘텐츠허브,전체관람가,공연,손석,
447,볼츠와 블립,2012-02-23,"164,590,000",0.00%,"164,590,000","16,490","16,490",61,776,한국,한국,"(주)레드로버,툰박스 엔터테인먼트",(주)씨제이이엔엠,전체관람가,"애니메이션,코미디,어드벤처",피터 레페니오티스,"김일,최정호"
448,일루셔니스트,2011-06-16,"125,157,600",0.00%,"125,157,600","16,105","16,105",17,975,프랑스,프랑스,,(주)에스와이코마드,전체관람가,애니메이션,실뱅 쇼메,"에디스 란킨,장-클로드 돈다"
449,더 레이디,2012-09-06,"120,200,000",0.00%,"120,200,000","16,073","16,073",97,"1,609",프랑스,"프랑스,영국",,(주)씨제이이엔엠,15세이상관람가,드라마,뤽 베송,"양자경,데이빗 듈리스"
450,비우티풀,2011-10-13,"120,145,600",0.00%,"120,145,600","15,464","15,464",21,923,스페인,스페인,,필라멘트픽쳐스,청소년관람불가,드라마,알레한드로 곤잘레스 이냐리투,하비에르 바르뎀
451,스톤,2011-10-06,"118,007,000",0.00%,"118,007,000","15,455","15,455",77,"1,780",미국,미국,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),청소년관람불가,"드라마,스릴러",존 커랜,"로버트 드 니로,에드워드 노튼,밀라 요보비치"
452,아메리칸 파이: 19금 동창회,2012-08-09,"113,072,000",0.00%,"113,072,000","15,431","15,431",118,"1,754",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"코미디,멜로/로맨스","존 허위츠,헤이든 쉬로스버그","제이슨 빅스,크리스 클라인,숀 윌리엄 스코트,에디 케이 토마스,토마스 이안 니콜라스"
453,치코와 리타,2012-01-05,"123,032,100",0.00%,"123,032,100","15,428","15,428",17,673,스페인,"스페인,영국",,찬란,15세이상관람가,"애니메이션,멜로/로맨스","페르난도 트루에바,하비에르 마리스칼,토노 에란도","에만 소르 오냐,리마라 메니시스"
454,모차르트 락 오페라,2011-11-17,"236,726,000",0.00%,"236,726,000","15,407","15,407",21,511,한국,한국,에스케이플래닛(주),에스케이플래닛(주),전체관람가,뮤지컬,정성복,
455,블루 발렌타인,2012-05-31,"115,724,500",0.00%,"115,724,500","15,163","15,163",15,626,미국,미국,,(주)영화사 진진,청소년관람불가,"드라마,멜로/로맨스",데릭 시엔프랜스,"라이언 고슬링,미쉘 윌리엄스"
456,MB의 추억,2012-10-18,"112,375,100",0.00%,"112,375,100","14,954","14,954",14,765,한국,한국,(주)비투이,스튜디오느림보,15세이상관람가,다큐멘터리,김재환,"강수현,김명훈,박문진,안석환"
457,슈퍼쇼3 3D,2011-02-24,"158,670,000",0.00%,"158,670,000","14,601","14,601",24,340,한국,한국,(주)에스비에스 플러스,(주)에스비에스콘텐츠허브,전체관람가,공연,김혁,슈퍼주니어
458,헤이츠,2012-12-06,"98,671,000",0.00%,"98,671,000","14,334","14,334",75,"1,325",미국,"미국,캐나다",,(주)나이너스엔터테인먼트,15세이상관람가,"스릴러,공포(호러)",마크 톤데라이,"제니퍼 로렌스,엘리자베스 슈,맥스 티에리옷"
459,헤어드레서,2011-07-14,"107,268,500",0.00%,"107,268,500","13,697","13,697",17,713,독일,독일,,(주)영화사 진진,15세이상관람가,"드라마,코미디",도리스 되리에,가브리엘라 마리아 슈메이데
460,원피스 3D : 밀짚모자 체이스,2012-01-26,"91,648,500",0.00%,"91,648,500","13,475","13,475",111,"1,382",일본,일본,,(주)미디어데이,전체관람가,"애니메이션,어드벤처,액션",사토 히로유키,"타나카 마유미,오카무라 아케미,강수진,김승준"
461,나이트폴,2012-09-27,"99,076,000",0.00%,"99,076,000","13,307","13,307",108,"1,851",홍콩,"홍콩,중국",,(주)나이너스엔터테인먼트,청소년관람불가,"액션,스릴러,범죄",주현량,"장가휘,임달화"
462,파닥파닥,2012-07-25,"87,719,900",0.00%,"87,719,900","13,208","13,208",51,983,한국,한국,(주)이대희 애니메이션스튜디오,"(주)씨제이이엔엠,㈜인디스토리",12세이상관람가,애니메이션,이대희,"김현지,안영미,현경수,이호산,시영준,이서준"
463,여성다큐멘터리스트-반이다1,,"97,613,500",0.00%,"97,613,500","13,142","13,142",67,"1,096",한국,한국,,,,다큐멘터리,,
464,내가 사는 피부,2011-12-29,"103,927,500",0.00%,"103,927,500","13,090","13,090",19,682,스페인,스페인,,(주)영화사 조제,청소년관람불가,드라마,페드로 알모도바르,"안토니오 반데라스,엘레나 아나야,마리사 파레데스,바바라 레니"
465,원스 어게인,2012-01-12,"99,349,300",0.00%,"99,349,300","12,866","12,866",28,967,미국,"미국,체코,아일랜드",,(주)영화사 진진,12세이상관람가,"드라마,다큐멘터리","카를로 미라벨라 데이비스,크리스 답킨스,닉 어거스트 페르나","글렌 하사드,마르케타 이글로바"
466,내 슬픈 창녀들의 추억,2012-07-19,"77,177,500",0.00%,"77,177,500","12,827","12,827",15,449,멕시코,"멕시코,스페인,덴마크,미국",,CGV아트하우스,청소년관람불가,드라마,헨닝 칼슨,"에밀리오 에체바리아,제랄딘 채플린,안젤라 몰리나"
467,샤넬과 스트라빈스키,2011-08-25,"97,954,500",0.00%,"97,954,500","12,762","12,762",20,546,프랑스,"프랑스,일본,스위스",,주식회사 마운틴픽쳐스,청소년관람불가,"드라마,멜로/로맨스",얀 쿠넹,"안나 무글라리스,매드 미켈슨"
468,서유기 리턴즈,2011-02-17,"80,194,000",0.00%,"80,194,000","12,696","12,696",59,"1,133",한국,한국,(주)서울무비웍스,(주)영화사 조제,전체관람가,"코미디,액션,어드벤처",신동엽,"김병만,한민관,류담,박준용,조은주,백송이,최영우,정영우,최윤수,김용래,최홍일,한이진"
469,럼 다이어리,2012-09-20,"91,844,000",0.00%,"91,844,000","12,685","12,685",126,"2,092",미국,미국,,(주)마인스 엔터테인먼트,청소년관람불가,"코미디,멜로/로맨스",브루스 로빈슨,"조니 뎁,아론 에크하트,앰버 허드"
470,플레이,2011-06-23,"91,077,000",0.00%,"91,077,000","12,583","12,583",33,"1,030",한국,한국,"시네마달,(주)잉크스팟",(주)영화사 진진,전체관람가,드라마,남다정,"정준일,임헌일,이현재,정은채,수현,강경민,강경호,송우진(스윗소로우),김래영,안호진,안석범,박철우,방지영,정주홍,모그,최경식,최고요,최성우,임유현,김지민,김종수,김서연"
471,코파카바나,2011-05-26,"98,734,500",0.00%,"100,446,500","12,513","12,750",8,473,프랑스,프랑스,,(주)티캐스트,15세이상관람가,드라마,마르끄 피투시,"이자벨 위페르,롤리타 샤마,오레 아티카"
472,고양이 춤,2011-11-17,"92,058,300",0.00%,"92,058,300","12,471","12,471",26,"1,037",한국,한국,고양이구름 필름,㈜인디스토리,전체관람가,다큐멘터리,윤기형,이용한
473,사라의 열쇠,2011-08-11,"94,187,900",0.00%,"94,187,900","12,460","12,460",15,666,프랑스,프랑스,,(주)미디어데이,12세이상관람가,드라마,질스 파겟-브레너,크리스틴 스콧 토마스
474,익스트림 No.13,2012-10-03,"88,072,516",0.00%,"88,072,516","12,408","12,408",108,"2,033",미국,미국,,(주)팝파트너스,청소년관람불가,스릴러,겔라 바블루아니,"제이슨 스타뎀,알렉산더 스카스가드,미키 루크,50 센트,레이 윈스톤,샘 라일리"
475,트루맛쇼,2011-06-02,"93,868,000",0.00%,"93,868,000","12,324","12,324",22,"1,064",한국,한국,(주)비투이,(주)더 피플,12세이상관람가,다큐멘터리,김재환,"박나림,강병욱,홍현기,황재웅,서정민,김동건,예민정,이용택,김종필"
476,시스터,2012-08-09,"90,311,000",0.00%,"90,311,000","12,122","12,122",22,598,프랑스,"프랑스,스위스",,그린나래미디어(주),12세이상관람가,드라마,우슬라 마이어,"레아 세이두,캐시 모텟 클레인,질리언 앤더슨,마틴 콤스턴"
477,극장판 메이저 : 우정의 강속구,2011-10-20,"76,298,000",0.00%,"76,298,000","12,050","12,050",105,967,일본,일본,,에이원엔터테인먼트,전체관람가,애니메이션,카토 타카오,"쿠마이 모토코,모리쿠보 쇼타로"
478,2010 빅뱅라이브콘서트 BIGSHOW 3D,2011-02-02,"127,441,000",0.00%,"127,441,000","11,948","11,948",27,619,한국,한국,"(주)와이지엔터테인먼트,(주)에스비에스콘텐츠허브",(주)에스비에스콘텐츠허브,전체관람가,공연,손석,"승리,권지용,대성,태양,T.O.P"
479,래빗 홀,2011-12-22,"93,087,400",0.00%,"93,087,400","11,939","11,939",17,628,미국,미국,,프리비젼엔터테인먼트,15세이상관람가,드라마,존 카메론 밋첼,"니콜 키드먼,아론 에크하트"
480,씨민과 나데르의 별거,2011-10-13,"89,343,500",0.00%,"89,343,500","11,895","11,895",17,699,이란,이란,,(주)영화사 진진,12세이상관람가,드라마,아쉬가르 파라디,레일라 하타미
481,윈터스 본,2011-01-20,"93,716,700",0.00%,"93,716,700","11,857","11,857",16,584,미국,미국,,"CJ ENM,씨제이 씨지브이(CJ CGV)(주)",청소년관람불가,"스릴러,미스터리",데브라 그래닉,제니퍼 로렌스
482,범죄소년,2012-11-22,"81,831,800",0.00%,"81,831,800","11,798","11,798",56,"1,292",한국,한국,"국가인권위원회,쏠라픽처스 주식회사",타임스토리그룹(주),15세이상관람가,드라마,강이관,"이정현,김근영,서영주,이헌기,인승만,임명진,임종인,임태섭,장민웅,전영철,전예진,정미현,정태욱,최영식,김성무,최준경,이병석,이성민,이성택,박성훈,배종대,서준혁,신홍섭,배성우,정석용,서영화,지대한,강혁일,김경룡,한사명,손희순"
483,해피 해피 브레드,2012-06-28,"86,651,500",0.00%,"86,651,500","11,773","11,773",13,526,일본,일본,,씨네21아이(주),전체관람가,드라마,미시마 유키코,"하라다 토모요,오오이즈미 요,히라오카 유타,미츠이시 켄"
484,야곱 신부의 편지,2012-05-10,"80,819,000",0.00%,"80,819,000","11,666","11,666",33,873,핀란드,핀란드,,뉴원시네마,12세이상관람가,드라마,클라우스 해로,"카리나 하자드,헤이키 노우시아이넨,카이자 파카리넨"
485,최종병기 활 감독확장판,2011-10-20,"86,374,000",0.00%,"86,374,000","11,547","11,547",52,836,한국,한국,"(주)디씨지플러스,(주)다세포클럽",롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"사극,액션",김한민,"박해일,류승룡,김무열,문채원,오타니 료헤이"
486,내가 고백을 하면,2012-11-15,"87,624,000",0.00%,"87,624,000","11,515","11,515",37,949,한국,한국,"(주)영화사 조제,(주)스폰지이엔티",(주)마인스 엔터테인먼트,15세이상관람가,"멜로/로맨스,드라마",조성규,"김태우,예지원,장민관,한성근,이인경,박지홍,안지혜,윤혜리,류승수,이은채"
487,황제펭귄 펭이와 솜이,2012-08-08,"81,590,500",0.00%,"81,590,500","11,418","11,418",55,976,한국,한국,(주)MBC,주식회사 마운틴픽쳐스,전체관람가,다큐멘터리,"김진만,김재영",송중기
488,"혜화, 동",2011-02-17,"84,499,000",0.00%,"85,171,000","11,253","11,365",23,944,한국,한국,비밀의화원,㈜인디스토리,15세이상관람가,드라마,민용근,"유다인,유연석,박혁권,신지민,박진수,안유미,김나연,김대중,정경희,김태인,최성준,박성준,이진숙,김주연,이현주,이성은,길해연,조덕제,장리우,리우진,한인미,박성연"
489,엔드 오브 왓치,2012-12-06,"82,712,500",0.00%,"82,712,500","11,199","11,199",54,"1,077",미국,미국,,(주)인벤트스톤,청소년관람불가,"범죄,드라마,미스터리,스릴러,액션",데이비드 에이어,"제이크 질렌할,마이클 페나"
490,무산일기,2011-04-14,"83,247,900",0.00%,"83,799,900","11,132","11,224",21,"1,021",한국,한국,세컨드윈드 필름,(주)영화사 진진,15세이상관람가,드라마,박정범,"박정범,진용욱,강은진,서호영,성시흡,홍수동,황성록,황혜영,노정욱,라광요,문준영,이미랑,최명식,이효린,이석술,권귀덕,서진원,이현화,이종연,박영덕"
491,밤의 이야기,2012-11-29,"84,418,500",0.00%,"84,418,500","11,125","11,125",21,642,프랑스,프랑스,,데이지엔터테인먼트,전체관람가,"애니메이션,판타지",미셸 오슬로,"줄리엔 베라미스,마리엔 그리셋"
492,말리,2012-08-02,"82,679,500",0.00%,"82,679,500","11,073","11,073",13,389,미국,"미국,영국",,CGV아트하우스,12세이상관람가,"드라마,다큐멘터리",케빈 맥도널드,
493,미래는 고양이처럼,2012-05-17,"89,893,500",0.00%,"89,893,500","11,058","11,058",17,509,미국,"미국,독일",,(주)티캐스트,청소년관람불가,드라마,미란다 줄리,"미란다 줄리,해미쉬 링클레이터,데이빗 워숍스키,캐슬린 가티"
494,손오공: 돌원숭이의 탄생,2012-09-13,"69,621,000",0.00%,"69,621,000","10,965","10,965",83,495,일본,일본,,에이원엔터테인먼트,전체관람가,애니메이션,"스기노 아키오,후미히로 요시무라","안현서,유카"
495,비지터,2012-11-08,"83,619,100",0.00%,"88,322,600","10,930","11,419",10,318,미국,미국,,프리비젼엔터테인먼트,전체관람가,"드라마,코미디",토마스 맥카시,"리차드 젠킨스,하즈 슬레이만,다네이 거라이라,히암 압바스"
496,심플 라이프,2012-11-22,"80,010,500",0.00%,"80,010,500","10,709","10,709",21,506,홍콩,홍콩,,(주)미로비젼,전체관람가,드라마,허안화,"유덕화,엽덕한"
497,르 아브르,2011-12-08,"81,914,000",0.00%,"81,914,000","10,623","10,623",12,452,핀란드,"핀란드,프랑스,독일",,찬란,전체관람가,드라마,아키 카우리스마키,"안드레 윔즈,카티 오우티넨,장 피에르 레오"
498,량강도 아이들,2011-11-17,"70,547,000",0.00%,"70,547,000","10,480","10,480",34,"1,338",한국,한국,(주)영화사샘,(주)영화사샘,전체관람가,"코미디,가족,드라마","김성훈,정성산","김환영,장남열,주혜리,이충훈,신민규,주민수,류종화,유윤상,조영호,조은아,이석민,최승철,임대희,이한승,유순철,이칸희,김정영"
499,세 번째 사랑,2012-01-12,"82,559,000",0.00%,"82,559,000","10,456","10,456",15,549,캐나다,"캐나다,이탈리아",,주식회사 마운틴픽쳐스,청소년관람불가,"멜로/로맨스,드라마",리처드 J. 루이스,"폴 지아마티,로자문드 파이크,더스틴 호프만"
500,타이페이 카페 스토리,2011-07-07,"78,250,900",0.00%,"78,250,900","10,256","10,256",11,511,대만,대만,,찬란,전체관람가,"드라마,멜로/로맨스",샤오 야 췐,"임진희,계륜미"
501,최후의 툰드라-극장판,2011-02-17,"67,279,500",0.00%,"67,279,500","10,203","10,203",39,945,한국,한국,㈜에스비에스,(주)에스비에스콘텐츠허브,전체관람가,다큐멘터리,"장경수,김종일,이승재",고현정
502,"미안해, 고마워",2011-05-26,"73,935,000",0.00%,"73,935,000","10,011","10,011",21,913,한국,한국,(주)보리픽쳐스,(주)키노아이디엠씨,12세이상관람가,드라마,"송일곤,오점균,박흥식,임순례","남명렬,최정인,서태화,전국환,문정희,김수안,김학선,안서현,천보근,고준,김영민"
503,루르드,2011-02-17,"64,531,500",0.00%,"64,531,500","9,979","9,979",18,725,오스트리아,"오스트리아 ,프랑스,독일",,프리비젼엔터테인먼트,전체관람가,드라마,예시카 하우스너,"실비 테스튀,레아 세이두"
504,재스퍼,2011-08-17,"65,333,500",0.00%,"65,333,500","9,753","9,753",86,950,독일,"독일,프랑스,루마니아",,(주)시너지하우스 (시너지),전체관람가,애니메이션,"에카르트 핑베르크,카이 델벤탈",
505,디어 한나,2012-03-29,"72,668,800",0.00%,"72,668,800","9,675","9,675",13,491,영국,영국,,(주)영화사 진진,청소년관람불가,드라마,패디 콘시딘,"피터 뮬란,올리비아 콜맨,에디 마산"
506,용서,2010-12-05,"65,706,500",0.00%,"95,367,500","9,503","13,496",28,477,한국,한국,"㈜스토리셋,(주)더피셔엔터테인먼트",씨너스엔터테인먼트(주),12세이상관람가,다큐멘터리,김종철,오미희
507,고래를 찾는 자전거,2011-09-22,"56,972,000",0.00%,"56,972,000","9,488","9,488",20,382,한국,한국,"달이엔티(ENT),(주)필마픽쳐스",(주)필마픽쳐스,전체관람가,드라마,김영로,"이채영,이슬기,이문식,박지빈,한혜영,최주현,김유화,심보라,김병태,김병태,한재훈,문성호,유승우,최성민,박민철,김창현,정연호,정준영,오석준,이창민,이윤희,권범택"
508,법정스님의 의자,2011-05-12,"66,298,500",0.00%,"66,298,500","9,438","9,438",19,887,한국,한국,"㈜포춘미디어,케이비에스미디어(주)",(주)키노아이디엠씨,전체관람가,다큐멘터리,임성구,최불암
509,고양이를 빌려드립니다,2012-12-13,"72,488,800",0.00%,"72,488,800","9,351","9,351",14,359,일본,일본,,(주)영화사 조제,12세이상관람가,"드라마,코미디",오기가미 나오코,"이치카와 미카코,쿠사무라 레이코,미츠이시 켄,타나카 케이"
510,아기 거북 토토의 바다 대모험,2012-10-18,"61,158,000",0.00%,"61,158,000","9,346","9,346",90,670,영국,"영국,오스트리아 ,독일",,예지림엔터테인먼트,전체관람가,다큐멘터리,닉 스트링거,
511,닥터 지바고,1978-01-01,"19,437,000",0.00%,"19,437,000","9,345","9,345",1,57,미국,미국,메트로-골드윈-마이어,,중학생이상관람가,"드라마,멜로/로맨스",데이빗 린,"오마 샤리프,줄리 크리스티,제랄딘 채플린"
512,타이머,2011-03-10,"69,101,000",0.00%,"69,101,000","9,101","9,101",40,"1,097",미국,미국,,프리비젼엔터테인먼트,15세이상관람가,"코미디,드라마,판타지",잭 쉐퍼,"엠마 콜필드,존 패트릭 아메도리,미첼 보스,데스몬드 해링턴"
513,쓰리,2011-09-29,"71,501,000",0.00%,"71,501,000","8,938","8,938",12,460,독일,독일,,(주)티캐스트,청소년관람불가,"코미디,드라마,멜로/로맨스",톰 티크베어,"데비드 스트리에소브,세바스티안 쉬페,소피 로이스"
514,사물의 비밀,2011-11-17,"67,954,000",0.00%,"67,954,000","8,757","8,757",32,979,한국,한국,필름프론트,예지림엔터테인먼트,청소년관람불가,멜로/로맨스,이영미,"심이영,정석원,장서희,이필모,천현진,최명경,윤다현,임마누엘,오지훈,정태성,윤다경,이장유,지찬"
515,사운드 오브 노이즈,2011-09-29,"64,078,000",0.00%,"64,078,000","8,739","8,739",35,821,스웨덴,"스웨덴,프랑스",,㈜씨에이엔,12세이상관람가,"코미디,범죄,멜로/로맨스,스릴러","올라 시몬손,요하네스 슈테르네 닐슨",벵트 닐슨
516,엔딩노트,2012-11-29,"61,121,500",0.00%,"61,121,500","8,685","8,685",14,438,일본,일본,,(주)영화사 진진,전체관람가,"드라마,다큐멘터리",마미 스나다,
517,금의위 : 14 검의 비밀,2012-06-14,"59,263,000",0.00%,"59,263,000","8,589","8,589",42,639,홍콩,"홍콩,중국",,(주)팝파트너스,15세이상관람가,"액션,드라마",이인항,"견자단,조미,홍금보,오존"
518,티파니에서 아침을,2011-08-26,"34,696,000",0.00%,"34,696,000","8,435","8,435",9,253,미국,미국,,주식회사 마운틴픽쳐스,12세이상관람가,"드라마,멜로/로맨스",블레이크 에드워즈,"조지 페파드,오드리 헵번"
519,톨스토이의 마지막 인생,2010-12-15,"62,189,500",0.00%,"450,607,000","8,351","61,902",4,354,영국,"영국,미국,러시아,독일","에고리토셀필름,제피르필름",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"드라마,멜로/로맨스",마이클 호프만,"헬렌 미렌,크리스토퍼 플러머,폴 지아마티,앤-마리 듀프,케리 콘든"
520,마더 앤 차일드,2011-04-28,"64,875,500",0.00%,"64,875,500","8,339","8,339",15,479,미국,미국,,(주)바른손이앤에이,청소년관람불가,드라마,로드리고 가르시아,"사무엘 L. 잭슨,나오미 왓츠,아네트 베닝"
521,위대한 비행,2012-10-18,"47,993,500",0.00%,"47,993,500","8,321","8,321",33,771,한국,한국,"부산경남대표방송,롯데쇼핑㈜롯데엔터테인먼트",롯데쇼핑㈜롯데엔터테인먼트,전체관람가,다큐멘터리,진재운,
522,아이언 스카이,2012-10-25,"60,738,500",0.00%,"60,738,500","8,308","8,308",48,788,핀란드,핀란드,,(주)팝파트너스,15세이상관람가,SF,티모 부오렌솔라,"줄리아 디에체,페타 서긴트,우도 키에르"
523,"러블리, 스틸",2010-12-23,"65,840,000",0.00%,"123,046,000","8,298","15,683",9,257,미국,미국,노스씨필름,(주)에스와이코마드,12세이상관람가,"드라마,멜로/로맨스",니콜라스 패클러,"마틴 랜도,엘렌 버스틴,아담 스콧,엘리자베스 뱅크스"
524,닌자보이 란타로 극장판 : 시끌벅적 방학숙제 대소동,2012-02-23,"52,785,500",0.00%,"52,785,500","8,185","8,185",64,651,일본,일본,,팝엔터테인먼트,전체관람가,"애니메이션,액션,코미디",후지모리 마사야,타카야마 미나미
525,9월이 오면,,"16,467,000",0.00%,"16,467,000","8,183","8,183",1,56,미국,미국,,,,"코미디,멜로/로맨스",로버트 멀리건,"록 허드슨,지나 롤로브리지다"
526,이티,1984-06-23,"61,315,500",0.00%,"61,315,500","8,039","8,039",11,434,미국,미국,,UIP코리아,"연소자관람가,전체관람가","SF,가족,어드벤처,판타지",스티븐 스필버그,"헨리 토마스,드류 베리모어"
527,퍼스트 포지션,2012-10-25,"59,970,500",0.00%,"59,970,500","7,978","7,978",17,432,미국,미국,,골든타이드픽처스(주),전체관람가,"다큐멘터리,코미디,드라마",베스 카그맨,"아란 벨,가야 봄메르 야미니,신하균"
528,멋진 악몽,2012-04-19,"59,007,000",0.00%,"59,007,000","7,936","7,936",20,623,일본,일본,,주식회사 마운틴픽쳐스,전체관람가,"코미디,드라마",미타니 코키,"후카츠 에리,니시다 토시유키,나카이 키이치,다케우치 유코,아베 히로시"
529,내 친구의 소원,2011-01-06,"58,905,000",0.00%,"65,449,000","7,818","8,636",22,635,영국,영국,,프리비젼엔터테인먼트,15세이상관람가,"코미디,드라마",브루스 웹,"조시 볼트,유진 번"
530,클라라,2010-12-16,"56,182,000",0.00%,"103,853,600","7,687","14,117",9,403,독일,독일,헬마샌더스브람스 필름,(주)영화사 진진,15세이상관람가,드라마,헬마 잔더스-브람스,"마르티나 게덱,파스칼 그레고리,맬릭 지디"
531,서태지 모아이 : 더 필름,2011-08-26,"76,396,000",0.00%,"76,396,000","7,680","7,680",1,37,한국,한국,(주)서태지컴퍼니,(주)서태지컴퍼니,전체관람가,다큐멘터리,서태지,서태지
532,나비효과: 레버레이션,2011-03-10,"60,330,000",0.00%,"60,330,000","7,667","7,667",30,904,미국,미국,,퍼즐엔터테인먼트,청소년관람불가,"드라마,판타지,공포(호러),SF,스릴러",세스 그로스먼,"크리스 카맥,레이첼 마이너"
533,마음의 행로,,"15,305,000",0.00%,"15,305,000","7,580","7,580",1,62,미국,미국,,,,"드라마,멜로/로맨스",머빈 르로이,그리어 가슨
534,위대한 계시,2011-11-24,"48,775,500",0.00%,"48,775,500","7,535","7,535",17,579,독일,"독일,프랑스",,프리비젼엔터테인먼트,전체관람가,드라마,마가레테 폰 트로타,"헤이노 페르치,바바라 수코바"
535,메튜 본의 백조의 호수 3D,2012-08-02,"138,224,000",0.00%,"138,224,000","7,359","7,359",15,351,영국,영국,,(주) 인스터 글로벌,전체관람가,공연,매튜 본,"리처드 윈저,니나 골드만,도미닉 노스"
536,버니드롭,2012-05-10,"55,046,000",0.00%,"55,046,000","7,305","7,305",52,815,일본,일본,,(주)팝엔터테인먼트,전체관람가,"드라마,코미디",사부,"마츠야마 켄이치,아시다 마나,카리나"
537,나루토 질풍전 극장판: 블러드 프리즌,2012-02-23,"48,171,000",0.00%,"48,171,000","7,273","7,273",43,501,일본,일본,,씨너스엔터테인먼트(주),12세이상관람가,"애니메이션,어드벤처",무라타 마사히코,타케우치 준코
538,네모난원,2012-12-06,"48,312,000",0.00%,"48,312,000","7,173","7,173",16,209,한국,한국,영화사 랑,(주)팝엔터테인먼트,15세이상관람가,"드라마,멜로/로맨스",김성훈,"김정학,정욱,안미나,장석우,조영택,최영덕,박석희,배성현"
539,빠삐용,1974-09-07,"14,541,000",0.00%,"14,541,000","7,126","7,126",1,51,미국,"미국,프랑스",,(주)에이앤비픽쳐스,청소년관람불가,"드라마,어드벤처",프랭크린 J. 샤프너,"더스틴 호프만,안소니 저브,스티브 맥퀸"
540,피파 리의 특별한 로맨스,2011-02-01,"56,799,500",0.00%,"56,799,500","7,116","7,116",17,628,미국,미국,,주식회사 마운틴픽쳐스,청소년관람불가,드라마,레베카 밀러,"로빈 라이트,마리아 벨로"
541,모정,1972-12-09,"14,298,000",0.00%,"14,298,000","7,109","7,109",1,64,미국,미국,이십세기폭스필름코퍼레이션,,12세관람가,"드라마,전쟁",헨리 킹,"윌리엄 홀든,제니퍼 존스"
