영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
러브액츄얼리: 크리스마스 에디션,2013-12-18,597000,250177647,65,32740,1,4,미국,(주)팝엔터테인먼트,청소년관람불가,멜로/로맨스,리차드 커티스,"휴 그랜트,콜린 퍼스,리암 니슨,키이라 나이틀리,엠마 톰슨"
러브 액츄얼리,2003-12-05,169413610,-1980829978,18863,326183,232,2853,미국,"(주)제이앤씨미디어그룹,와이드 릴리즈(주),UIP코리아,(유)조이앤시네마","15세관람가,15세이상관람가",멜로/로맨스,리차드 커티스,"휴 그랜트,콜린 퍼스,알란 릭맨,엠마 톰슨,리암 니슨,로라 린니,키이라 나이틀리,마틴 맥커천,빌 나이히"
어바웃 타임,2013-12-05,240337000,-514329976,45344,3441657,138,4012,영국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,멜로/로맨스,리차드 커티스,"레이첼 맥아담스,도널 글리슨,빌 나이"
사장의 여비서,,2418000,2418000,1209,1209,1,23,미국,,,코미디,리차드 퀴니,"주디 할리데이,폴 더글라스"
수지윙의 세계,,3102000,3102000,1546,1546,1,32,영국,,,드라마,리차드 퀴니,"윌리엄 홀든,낸시 콴"
사랑의 비약,,893000,4359000,444,2172,1,17,미국,,,코미디,리차드 퀴니,"제임스 스튜어트,킴 노박,잭 레먼"
만날때는 언제나 타인,,3062000,5468000,1526,2724,1,44,미국,,,멜로/로맨스,리차드 퀴니,"커크 더글라스,킴 노박"
새 모이,,19000,19000,39,39,1,3,아일랜드,,,애니메이션,리차드 킨,
불량탐정: 먹이사슬,2020-01-22,1000,1000,1,1,1,1,한국,(주)액티버스엔터테인먼트,청소년관람불가,성인물(에로),리차드 킴,
스토커 1/2,2019-12-18,1000,1000,1,1,1,1,한국,영화사 산들바람,청소년관람불가,성인물(에로),리차드 킴,
스토커 : 페르소나,2019-12-18,1000,1000,1,1,1,1,한국,영화사 산들바람,청소년관람불가,성인물(에로),리차드 킴,
자매전쟁,2020-01-22,1000,1000,1,1,1,1,한국,(주)액티버스엔터테인먼트,청소년관람불가,성인물(에로),리차드 킴,
19금 어린아내,2020-08-05,2000,2000,1,1,1,1,한국,(주)액티버스엔터테인먼트,청소년관람불가,성인물(에로),리차드 킴,
예비며느리,2020-08-05,2000,2000,1,1,1,1,한국,(주)액티버스엔터테인먼트,청소년관람불가,성인물(에로),리차드 킴,
예쁜식모 감독판,2020-08-05,2000,2000,1,1,1,1,한국,영화사 산들바람,청소년관람불가,성인물(에로),리차드 킴,
위험한 과외,2020-09-11,2000,2000,1,1,1,1,한국,(주)액티버스엔터테인먼트,청소년관람불가,성인물(에로),리차드 킴,
자매의 은밀한 동거 감독판,2020-08-05,2000,2000,1,1,1,1,한국,(주)액티버스엔터테인먼트,청소년관람불가,성인물(에로),리차드 킴,
해풍 : 바람난 여자,2020-09-11,2000,2000,1,1,1,1,한국,(주)액티버스엔터테인먼트,청소년관람불가,성인물(에로),리차드 킴,
애인공유,2020-12-18,6000,6000,1,1,1,1,한국,(주)액티버스엔터테인먼트,청소년관람불가,성인물(에로),리차드 킴,
애첩,2020-12-24,6000,6000,1,1,1,1,한국,(주)액티버스엔터테인먼트,청소년관람불가,성인물(에로),리차드 킴,
페이섹스,2020-10-29,6000,6000,1,1,1,1,한국,(주)룬컴퍼니,청소년관람불가,성인물(에로),리차드 킴,채승하
여린여동생,2020-05-01,6000,6000,5,5,4,5,한국,(주)액티버스엔터테인먼트,청소년관람불가,성인물(에로),리차드 킴,
하이에나,2020-07-30,6000,6000,5,5,5,5,한국,(주)액티버스엔터테인먼트,청소년관람불가,성인물(에로),리차드 킴,
불량탐정 : 리로드 무삭제판,2020-02-05,10000,10000,5,5,1,1,한국,(주)액티버스엔터테인먼트,청소년관람불가,성인물(에로),리차드 킴,
사우스사이드 위드 유,2018-09-06,1278000,1278000,224,224,4,34,미국,주식회사 마운틴픽쳐스,12세이상관람가,드라마,리차드 탠,"티카 섬터,파커 소여"
라스트 런,,387000,387000,72,72,1,3,미국,,청소년관람불가,장르없음,리차드 플레이셔,조지 C. 스콧
"도라,도라,도라",1971-06-18,99000,238000,33,78,1,1,미국,,,액션,리차드 플레이셔,"조셉 코튼,마틴 발삼"
만딩고,1980-08-30,62000,216000,20,79,1,1,미국,,연소자관람불가,드라마,리차드 플레이셔,"제임스 매드슨,켄 노턴,수잔 조지,페리 킹"
난폭한 토요일,,469000,469000,88,88,1,3,미국,,청소년관람불가,장르없음,리차드 플레이셔,"리처드 이간,리 마빈"
두목은 죽었다,,504000,504000,93,93,1,4,미국,,청소년관람불가,장르없음,리차드 플레이셔,안소니 퀸
릴링턴 가의 살인,,644000,644000,115,115,1,3,영국,,청소년관람불가,장르없음,리차드 플레이셔,존 허트
레드 소냐,1985-07-17,420000,420000,177,177,1,6,네덜란드,,연소자관람가,액션,리차드 플레이셔,"아놀드 슈왈제네거,브리지트 닐슨,폴 L. 스미스,어니 리에스 주니어"
소일렌트 그린,,104000,1081000,13,189,1,1,미국,,청소년관람불가,장르없음,리차드 플레이셔,리 테일러 영
강박충동,,186000,1155000,40,238,1,3,미국,,,범죄,리차드 플레이셔,"오손 웰즈,다이안 바르시,딘 스톡웰"
보스턴 교살자,,2324000,3456000,373,582,1,7,미국,,,범죄,리차드 플레이셔,"조지 케네디,헨리 폰다,토니 커티스"
천국과 지옥,,649000,1223000,361,664,1,9,미국,,12세관람가,드라마,리차드 플레이셔,"로버트 와그너,테리 무어,브로데릭 크로포드"
바라바,,1553000,11117000,763,5563,1,13,이탈리아,,,어드벤처,리차드 플레이셔,앤소니 퀸
해저 2만리,,5620000,27615000,2795,13354,1,66,미국,,전체관람가,SF,리차드 플레이셔,"커크 더글라스,제임스 메이슨"
더블유엠디: 대량살상무기,2017-03-02,2000,2000,1,1,1,1,미국,(주)시네마리퍼블릭,청소년관람불가,전쟁,리차드 핼펀,
세 번째 사랑,2012-01-12,1715000,84274000,569,11025,1,12,캐나다,주식회사 마운틴픽쳐스,청소년관람불가,멜로/로맨스,리처드 J. 루이스,"폴 지아마티,로자문드 파이크,더스틴 호프만"
나도 숟가락 살인마다,,32000,32000,32,32,1,1,미국,,,공포(호러),리처드 게일,
너도 숟가락 살인마가 될 수 있다,,32000,32000,32,32,1,1,미국,,,공포(호러),리처드 게일,
살인의 막장,,32000,32000,32,32,1,1,미국,,,코미디,리처드 게일,
세계최초공개: 또 다른 대작,,32000,32000,32,32,1,1,미국,,,공포(호러),리처드 게일,
숟가락 vs 숟가락,,32000,32000,32,32,1,1,미국,,,공포(호러),리처드 게일,
잭에게 물어봐,,32000,32000,32,32,1,1,미국,,,공포(호러),리처드 게일,
잭을 구해줘,,32000,32000,32,32,1,1,미국,,,공포(호러),리처드 게일,
평론가 죽이기,,32128,32128,32,32,1,1,미국,,,공포(호러),리처드 게일,
스틸 앨리스,2015-04-29,277000,871951546,43,113020,1,5,미국,그린나래미디어(주),12세이상관람가,드라마,"리처드 글랫저,워시 웨스트모어랜드","줄리안 무어,알렉 볼드윈,크리스틴 스튜어트,케이트 보스워스"
캡틴 스터비,2018-11-01,180511600,180511600,24788,24788,276,1557,미국,(주)디스테이션,전체관람가,애니메이션,리처드 라니,"로건 레먼,제라르 드빠르디유,헬레나 본햄 카터"
왕과 나,,640000,5456000,331,2672,1,6,미국,이십세기폭스홈엔터테인먼트,,애니메이션,리처드 리치,대럴 하몬드
트래쉬 파이어,2018-02-14,6000,6000,1,1,1,1,미국,주식회사 플릭스코,청소년관람불가,공포(호러),리처드 베이츠 주니어,"아드리언 그레니어,피오눌라 플래너건"
익시젼,,780000,780000,45,45,1,3,미국,,,공포(호러),리처드 베이츠 주니어,"애너린 맥코드,트레이시 로즈"
주디와 데이트,,1236000,1236000,412,412,1,15,미국,,,멜로/로맨스,리처드 소프,"윌레스 비어리,엘리자베스 테일러"
걸한트,,1558000,1558000,779,779,1,20,미국,,,코미디,리처드 소프,스티브 맥퀸
혈투의 게곡,,1392000,3568000,696,1478,1,22,미국,,,서부극(웨스턴),리처드 소프,"버트 랭커스터,로버트 워커,조안나 드루,샐리 포레스트"
풍운의 젠다성,,38000,3071000,19,1505,1,1,미국,,,어드벤처,리처드 소프,"스튜어트 그랜저,데보라 카"
고성의 검호,,4277000,4277000,2136,2136,1,35,미국,,,액션,리처드 소프,
위대한 카루소,,276000,5360000,138,2645,1,10,미국,,,드라마,리처드 소프,"마리오 란자,앤 블리스"
형제는 용감하였다,,3456000,9079000,1723,4517,1,31,미국,,,멜로/로맨스,리처드 소프,"로버트 테일러,앤 블리스"
원탁의 기사,,3678000,16877000,1839,8099,1,39,미국,,,드라마,리처드 소프,"로버트 테일러,에바 가드너"
황태자의 첫사랑,,42000,25515000,21,11797,1,4,미국,,,드라마,리처드 소프,"앤 블리스,에드몬드 퍼돔"
바이킹족의 혈투,,2664000,2664000,1327,1327,1,20,이탈리아,,,액션,"리처드 소프,페르디난도 발디",빅토르 머쳐
더블: 달콤한 악몽,2014-09-25,464000,66602718,54,8558,1,2,영국,(주)엣나인필름,15세이상관람가,미스터리,리처드 아요데,"제시 아이젠버그,미아 와시코브스카"
베르테르,2014-07-12,2782000,18258000,210,964,1,9,미국,(주) 인스터 글로벌,전체관람가,공연,리처드 이어,
더 박스,2012-04-19,23544000,23544000,3276,3276,15,362,미국,(주)시너지하우스 (시너지),15세이상관람가,스릴러,리처드 켈리,"카메론 디아즈,제임스 마스던,프랭크 란젤라,제임스 레브혼,홈즈 오스본,질리안 제이콥스,셀리아 웨스턴"
리틀 뱀파이어,2018-01-18,164278600,164278600,23014,23014,213,1552,독일,(주)이수C&E,전체관람가,애니메이션,"리처드 클라우스,카스텐 킬러리치","짐 카터,라스무스 하디커,앨리스 크리지,팀 피곳 스미스"
숀더쉽 더 무비: 꼬마 외계인 룰라!,2020-02-19,98830340,98830340,13046,13046,270,2264,영국,TCO(주)더콘텐츠온,전체관람가,애니메이션,"리처드 펠런,윌 베처",
첩보원: 독일군 잠입작전,2017-02-16,388000,388000,76,76,5,23,스웨덴,(주)소나무픽쳐스,15세이상관람가,액션,리처드 홀름,
고스트 하우스,,5000,5000,1,1,1,1,미국,(주)영화사오원,,공포(호러),리치 랙스데일,스카우트 테일러 콤프튼
과거를 찾아서,,66000,66000,22,22,1,3,캐나다,,15세이상관람가,미스터리,리치 메타,"할리 조엘 오스먼트,질리언 앤더슨,루퍼스 스웰"
주먹왕 랄프,2012-12-19,4634400,-1991765692,576,919202,3,21,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),전체관람가,애니메이션,리치 무어,"존 C. 레일리,잭 맥브레이어,제인 린치"
주먹왕 랄프 2: 인터넷 속으로,2019-01-03,992127835,1034522835,1754375,1758891,1453,56412,미국,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,리치 무어,"존 C. 라일리,사라 실버맨,맨디 무어,크리스틴 벨"
타임 체인저,2016-12-29,3000,3000,1,1,1,1,미국,(주)시네마리퍼블릭,12세이상관람가,SF,리치 크리스티아노,"D. 데이빗 모린,가빈 맥레오드,할 린덴,제니퍼 오닐,폴 로드리게즈,리차드 리엘,에반 엘링슨"
블랙 아웃,2017-08-10,300000,300000,60,60,1,1,미국,(주)재원엔터테인먼트,청소년관람불가,다큐멘터리,리치 폭스,
돈과 사랑,,223500,243500,35,39,2,11,태국,(주)영화사 진진,12세이상관람가,다큐멘터리,리칭휘,
라보엠,2014-04-19,20567000,20567000,811,811,5,89,독일,(주)쓰리캣프로덕션,전체관람가,공연,리카르도 샤이,
슈퍼 버드,2017-04-06,183154100,183154100,25964,25964,288,1858,멕시코,와이드 릴리즈(주),전체관람가,애니메이션,"리카르도 아나이즈,마이크 컨켈,라울 가르시아","에드워드 제임스 올모스,치치 마린,케이트 델 카스틸로"
런치박스,2014-04-10,0,110635000,0,14771,1,2,인도,(주)팝엔터테인먼트,12세이상관람가,멜로/로맨스,리테쉬 바트라,"이르판 칸,님랏 카우르"
예감은 틀리지 않는다,2017-08-10,328530900,328530900,42010,42010,85,1647,영국,CGV아트하우스,15세이상관람가,드라마,리테쉬 바트라,"짐 브로드벤트,샬롯 램플링,에밀리 모티머"
구름에가린별,,164000,164000,36,36,1,3,인도,,,장르없음,리트윅 가탁,
겨울방학,,108000,108000,27,27,1,1,중국,,,드라마,리홍치,
매드하우스 베이징 로큰롤,,640000,640000,128,128,1,4,중국,,,다큐멘터리,리홍치,
샷 콜러,2018-05-04,21625100,21625100,3147,3147,59,271,미국,(주)스톰픽쳐스코리아,청소년관람불가,범죄,릭 로먼 워,"니콜라이 코스터 왈도,존 번탈"
스니치,2013-05-09,288292500,288292500,41480,41480,153,3273,미국,(주)마인스 엔터테인먼트,15세이상관람가,액션,릭 로먼 워,"드웨인 존슨,수잔 서랜든"
엔젤 해즈 폴른,2019-11-13,1479789022,1479789022,181400,181400,601,14367,미국,메가박스중앙(주)플러스엠,15세이상관람가,액션,릭 로먼 워,"제라드 버틀러,모건 프리먼,대니 휴스턴,프레드릭 슈미트,로시 윌리엄스,파이퍼 페라보"
그린랜드,2020-09-29,-1517242776,-1517242776,325869,325869,779,26421,미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",12세이상관람가,액션,릭 로먼 워,"제라드 버틀러,모레나 바카린"
1945: 포인트 오브 노 리턴,2020-06-24,9344180,9344180,1369,1369,47,280,영국,(주)박수엔터테인먼트,15세이상관람가,전쟁,릭 로버츠,
드론: 미래전쟁,2017-09-07,2000,2000,1,1,1,1,미국,(주)시네마리퍼블릭,12세이상관람가,전쟁,릭 로젠탈,맷 오리어리
5쿼터,2012-08-23,13905500,13905500,1909,1909,19,250,미국,(주)토러스엔터테인먼트,전체관람가,드라마,릭 바이버,"라이언 메리먼,앤디 맥도웰,에이단 퀸"
크레이지,2017-01-19,5000,5000,1,1,1,1,미국,(주)시네마리퍼블릭,청소년관람불가,드라마,릭 비버,"웨이론 페인,알리 라터,레인 게리슨,스콧 마이클 캠벨,데이빗 콘래드,브렌트 브리스코,데이빗 아그라노프,드위어 브라운,크리스 엘리스,압둘 살람 엘 라잭,제랄드 에머릭,브래드 호킨스,브라이언 존스,캐서린 맥피"
트레킹: 저주의 숲,2019-07-04,69284680,69284680,23034,23034,3,98,독일,제인앤유,15세이상관람가,어드벤처,릭 오스터만,
비치 슬랩,2011-06-16,22000,22000,6,6,1,3,미국,(주)소나무픽쳐스,청소년관람불가,액션,릭 자코브슨,
도프,,1328000,1328000,135,135,1,3,미국,,,코미디,릭 파미아,"샤메익 무어,토니 레볼로리"
너클볼!,,156000,156000,39,39,1,2,미국,,,다큐멘터리,"릭키 스턴,앤 선드버그",
캐논 인버스,2001-03-31,120000,120000,60,60,1,1,이탈리아,,18세관람가,드라마,릭키 토나치,"한스 매디슨,멜라니 티에리"
너는 여기에 없었다,2018-10-04,363000,129205450,55,14542,1,2,프랑스,(주)팝엔터테인먼트,15세이상관람가,드라마,린 램지,"호아킨 피닉스,예카테리나 삼소노프,알렉산드로 니볼라"
케빈에 대하여,2012-07-26,823000,373605000,107,47313,1,7,영국,(주)티캐스트,청소년관람불가,드라마,린 램지,"틸다 스윈튼,이즈라 밀러,존 C. 레일리"
신데렐라:마법 반지의 비밀,2019-02-20,2114475240,2114475240,284922,284922,575,9977,미국,예지림엔터테인먼트,전체관람가,애니메이션,린 사우더랜드,"사문영,김혜성,남도형,시영준,김경희,민아,탁원정"
유어 시스터스 시스터,,300000,300000,60,60,1,1,미국,주식회사 풍경소리,청소년관람불가,멜로/로맨스,린 쉘튼,"에밀리 블런트,로즈마리 드윗,마크 듀플라스"
사랑이 필요할 때,2014-03-20,1910000,1910000,324,324,5,14,미국,(주)미디어데이,15세이상관람가,드라마,린 쉘튼,"엘렌 페이지,로즈마리 드윗,조쉬 파이스"
오늘의 수프,,25185,25185,32,32,1,3,캐나다,,,애니메이션,린 스미스,
브레이븐,2018-09-13,16147600,16147600,2063,2063,56,509,캐나다,글뫼 주식회사,15세이상관람가,액션,린 오딩,"제이슨 모모아,스티븐 랭,가렛 딜라헌트"
