■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2021-08-06,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2003-01-01~2004-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
280,써클,2003-11-14,"1,604,500",0.0%,"1,604,500",242,242,3,18,한국,한국,㈜무비캠,비엠,18세관람가,스릴러,박승배,"강수연,정웅인,최정윤,신동수,윤민수,박재현,안성애,안정무,김기욱,최영태,이은진,윤주상"
281,베로니카 게린,2004-02-27,"1,466,500",0.0%,"1,466,500",223,223,1,13,아일랜드,아일랜드,터치스톤 픽처스,한국소니픽쳐스릴리징브에나비스타영화㈜,15세관람가,드라마,조엘 슈마허,케이트 블란쳇
282,우작,2004-11-05,"1,343,000",0.0%,"1,343,000",208,208,1,37,터키,터키,엔비시 스튜디오즈,(주)문필름코리아,15세관람가,드라마,누리 빌제 세일란,"무자페르 오즈데미르,에민 토프락"
283,케이트 앤 레오폴드,2003-10-31,"1,591,000",0.0%,"1,591,000",195,195,1,6,미국,미국,,이십세기폭스코리아(주),12세관람가,"멜로/로맨스,판타지",제임스 맨골드,"맥 라이언,휴 잭맨"
284,우리의 릴리,2003-12-05,"763,500",0.0%,"763,500",177,177,1,27,프랑스,"프랑스,캐나다",,판씨네마(주),18세관람가,드라마,끌로드 밀러,"루디빈 사니에,로벵송 스테브넹,버나드 지라드"
285,굿바이 레닌,2003-10-24,"767,000",0.0%,"767,000",155,155,1,6,독일,독일,,(주)동숭아트센터,12세관람가,"드라마,코미디",볼프강 벡커,"다니엘 브륄,카트린 사브"
286,알게 될거야,2004-02-13,"572,000",0.0%,"572,000",136,136,1,6,프랑스,"프랑스,이탈리아,독일",스튜디오 카날,(주)스폰지이엔티,15세관람가,"드라마,코미디,멜로/로맨스",자크 리베트,"세르지오 카스텔리토,마리안느 바슬레르,엘렌 드 푸제롤레,잔느 발리바"
287,인터스테이트,2003-11-14,"1,007,500",0.0%,"1,007,500",135,135,1,8,미국,"미국,캐나다",,프라임픽쳐스,12세관람가,"어드벤처,판타지,드라마",밥 게일,"제임스 마스던,게리 올드만"
288,욕망,2004-02-20,"870,000",0.0%,"870,000",125,125,2,44,한국,한국,(주)명필름,,18세관람가,드라마,김응수,"안내상,이수아,이동규,송영근,주미진,오성훈,최영재,장소연,최정인"
289,엘시드 - 전설의 영웅,2004-02-13,"695,000",0.0%,"695,000",122,122,1,6,스페인,스페인,,아우라엔터테인먼트,전체관람가,사극,호셉 포조,"나탈리아 버베크,산초 가르시아,마넬 프엔티스"
289,카란디루,2004-09-10,"853,000",0.0%,"853,000",122,122,1,13,아르헨티나,아르헨티나,,한국소니픽쳐스릴리징브에나비스타영화㈜,15세관람가,드라마,헥터 바벤코,"루이즈 카를로스 바스콘셀로스,밀헴 코타즈"
291,아들,2004-02-20,"533,500",0.0%,"533,500",109,109,1,6,프랑스,"프랑스,벨기에",,(주)동숭아트센터,18세관람가,드라마,"장 피에르 다르덴,뤽 다르덴","올리비에 구르메,나심 하사이니"
292,깝스,2003-11-05,"969,000",0.0%,"969,000",103,103,1,5,스웨덴,"스웨덴,덴마크",,인터비스앤파트너스(주),12세관람가,"코미디,액션",요제프 파레스,"토켈 페터슨,파레스 파레스"
293,동갑내기 과외하기,2003-02-07,"633,500",0.0%,"633,500",102,102,1,1,한국,한국,코리아 엔터테인먼트,CJ ENM,12세관람가,코미디,김경형,"김하늘,권상우,공유,김지우,백일섭,김혜옥,김자옥,오승근,이성진,손영민,송병철,신지현,박정률,박종일,박지선,나수원,지길웅,김대근,김광열,정광재,채성진,정우,서범식,박효준,서동원,정희태"
294,달은...해가 꾸는 꿈,1992-02-29,"594,000",0.0%,"594,000",99,99,1,2,한국,한국,,,고등학생이상관람가,"드라마,멜로/로맨스,범죄",박찬욱,"이승철,나현희,송승환,이기열"
295,봄 여름 가을 겨울 그리고 봄,2003-09-19,"475,000",0.0%,"475,000",95,95,1,3,한국,한국,"(주)엘제이필름,판도라 필름프로덕션",코리아픽쳐스(주),15세관람가,드라마,김기덕,"오영수,김기덕,김영민,서재경,차수아,지대한,김종호,송민영,김정영"
296,도그빌,2003-08-01,"332,000",0.0%,"332,000",67,67,1,4,덴마크,덴마크,,,18세관람가,"범죄,드라마",라스 폰 트리에,"니콜 키드먼,해리엇 안데르손"
297,카우보이 비밥-천국의문,2003-10-03,"228,000",0.0%,"228,000",57,57,1,5,일본,일본,,콜럼비아트라이스타㈜,12세관람가,"애니메이션,액션",와타나베 신이치로,"이시즈카 운쇼,야마데라 코이치"
298,복수는 나의 것,2002-03-28,"312,000",0.0%,"312,000",52,52,1,4,한국,한국,(주)스튜디오박스,CJ ENM,18세관람가,"범죄,스릴러",박찬욱,"신하균,송강호,배두나,최아라,한보배,문금영,윤명오,이윤미,이정욱,이대연,신정근,기주봉,이금희,지대한,이칸희"
299,반지의 제왕 : 두개의 탑,2002-12-19,"84,000",0.0%,"84,000",42,42,1,4,미국,미국,,"워너브러더스 코리아(주),(주)시네마서비스",12세관람가,"액션,어드벤처,판타지",피터 잭슨,"일라이저 우드,이안 맥켈런,비고 모텐슨,숀 애스틴,리브 타일러,올랜도 블룸,숀 빈,빌리 보이드,케이트 블란쳇,휴고 위빙"
300,정사2,,"218,500",0.0%,"218,500",39,39,1,21,핀란드,핀란드,솔라 필름,,18세관람가,멜로/로맨스,미나 비르타넨,"미 그론룬드,닉케 리그넬"
301,선택,2003-10-24,"128,000",0.0%,"128,000",32,32,1,13,한국,한국,"영필름,(주)신씨네",영화사청어람(주),15세관람가,드라마,홍기선,"김종철,김중기,안석환,신범수,조용득,조우영,김동진,박형진,이정희,한남규,강성삼,최백락,김태민,정철호,이지상,이현주,손병호,최일화,박충선,장희철,권태원,주부진,우광훈"
302,여섯 개의 시선,2003-11-14,"186,000",0.0%,"186,000",31,31,1,3,한국,한국,국가인권위원회,영화사청어람(주),12세관람가,드라마,"여균동,정재은,임순례,박찬욱,박진표","이설희,백종학,변정수,김보현,주진모,지진희,한은지,오달수,강경윤,김현수,길해연,정인겸"
302,음양사2,2004-06-25,"201,500",0.0%,"201,500",31,31,1,1,일본,일본,"도호쿠신샤,티비에스",(주)아펙스 엔터테인먼트,15세관람가,사극,타키타 요지로,"후카다 쿄코,노무라 만사이"
304,미소,2004-02-13,"128,000",0.0%,"128,000",26,26,1,3,한국,한국,"미소필름,(주)가을엔터테인먼트",미소필름,15세관람가,드라마,박경희,"추상미,조성하,송일곤,김수진,김은영,진경,손원평,송상석,김효정,최형락,유혜숙,오승욱,양희정,이찬호,이일호,장민호,손병호,이찬호,최정열,김수진"
305,스페니쉬 아파트먼트,2004-01-01,"100,000",0.0%,"100,000",25,25,1,3,스페인,스페인,,이십세기폭스필름코퍼레이션,15세관람가,코미디,세드릭 클래피쉬,"주디스 고드레쉬,로맹 뒤리스"
306,3인조,1997-05-24,"120,000",0.0%,"120,000",20,20,1,4,한국,한국,(주)씨네이천,,연소자관람불가,"액션,코미디",박찬욱,"이경영,김민종,정선경,도금봉,김부선,김성미,이인철,이기열,안길강"
307,반지의 제왕 : 반지원정대,2001-12-31,"38,000",0.0%,"38,000",19,19,1,8,미국,미국,,"워너브러더스 코리아(주),(주)시네마서비스",12세관람가,드라마,피터 잭슨,"일라이저 우드,이안 맥켈런,비고 모텐슨,숀 애스틴,리브 타일러,올랜도 블룸,숀 빈,빌리 보이드,케이트 블란쳇,휴고 위빙"
308,미로,2004-11-26,"105,000",0.0%,"105,000",18,18,1,9,프랑스,프랑스,알렉시스필름즈,(주)씨네진,15세관람가,스릴러,르네 망조르,"실비 테스튀,램버트 윌슨"
309,영매-산자와 죽은자의 화해,2003-09-05,"56,000",0.0%,"56,000",14,14,1,3,한국,한국,(주)엠엔에프씨,(주)엠엔에프씨,12세관람가,다큐멘터리,박기복,"설경구,박영자,채정례,채둔굴,김두남,박진섭,이해경"
310,살인의 추억,2003-04-25,"13,000",0.0%,"13,000",13,13,1,1,한국,한국,(주)싸이더스,CJ ENM,15세관람가,스릴러,봉준호,"송강호,김상경,김뢰하,정인선,한충환,김효성,이강산,김민철,최현기,심성보,김희진,한성근,서민수,김경래,강진희,이상욱,윤박지,박상우,박소현,김철용,김영관,류태호,박노식,박진우,변희봉,서영화,신현종,조덕제,이재응,유승목,손진호,신동환,최종률,손강국,박현영,권병길,신문성,염혜란,전미선,최교식,곽수정,천명재"
310,펀치 드렁크 러브,2003-05-08,"52,000",0.0%,"52,000",13,13,1,3,미국,미국,콜럼비아트라이스타,콜럼비아트라이스타,15세관람가,"멜로/로맨스,코미디",폴 토마스 앤더슨,"아담 샌들러,에밀리 왓슨"
312,웰컴 프레지던트,,"76,000",0.0%,"76,000",11,11,1,5,미국,미국,인터미디어필름,,12세관람가,코미디,도널드 페트리,레이 로마노
313,로드무비,2002-10-17,"70,000",0.0%,"70,000",10,10,1,5,한국,한국,(주)싸이더스,"(주)시네마서비스,영화사청어람(주)",18세관람가,드라마,김인식,"황정민,정찬,서린,최현석,박경환,김윤미,정석원,김광태,정석원,이재응,한기중,손진호,김기천"
313,햄릿 2000,,"70,000",0.0%,"70,000",10,10,1,2,미국,미국,더블 A 필름,,15세관람가,드라마,케네스 브래너,"에단 호크,케네스 브래너,카일 맥라클란,빌 머레이"
315,킬러들의 수다,2001-10-12,"35,000",0.0%,"35,000",7,7,1,2,한국,한국,(주)시네마서비스,(주)시네마서비스,15세관람가,코미디,장진,"정진영,원빈,신현준,정재영,신하균,공효진,김민교,김준석,김지영,호산,김형중,한용수,민윤정,류승범,양동재,김영웅,이정환,조덕현,김학철,윤주상"
316,디 아더스,2002-01-10,"30,000",0.0%,"30,000",6,6,1,2,미국,미국,,"와이드 릴리즈(주),(주)씨네월드","12세이상관람가,전체관람가","미스터리,공포(호러)",알레한드로 아메나바르,"니콜 키드먼,알라키나 만,제임스 벤틀리"
317,아저씨 우리 결혼할까요?,2004-10-15,"21,000",0.0%,"21,000",4,4,1,3,홍콩,홍콩,,씨네파크,12세관람가,코미디,완세생,"채탁연,정이건,오요한"
318,기브 잇 올,2004-10-14,"19,500",0.0%,"19,500",3,3,1,2,일본,일본,"알타미라픽쳐스,후지텔레비젼네트웍",,전체관람가,드라마,이소무라 이츠미치,"시미즈 마미,타나카 레나"
318,어머! 물고기가 됐어요,2002-07-26,"15,000",0.0%,"15,000",3,3,1,2,덴마크,덴마크,,시나브로엔터테인먼트(주),전체관람가,"가족,어드벤처",마이클 헤그너,"테리 존스,알란 릭맨"
320,블루베리,,"13,000",0.0%,"13,000",2,2,1,1,프랑스,"프랑스,멕시코,영국",,,18세관람가,액션,얀 쿠넹,"뱅상 카셀,줄리엣 루이스,마이클 매드슨"
320,수취인불명,2001-06-02,"10,000",0.0%,"10,000",2,2,1,1,한국,한국,"(주)엘제이필름,(주)김기덕 필름",(주)튜브엔터테인먼트,18세관람가,드라마,김기덕,"조재현,김영민,김진만,양동근,반민정,나혜미,김상원,전성애,이민옥,이흥욱,권남희,김정호,김준용,오정세"
320,천지영웅,2004-12-10,"6,000",0.0%,"6,000",2,2,1,3,홍콩,홍콩,,한국소니픽쳐스릴리징브에나비스타영화㈜,15세관람가,드라마,하평,"조미,쟝 웬(강문),왕학기,강문"
323,공공의 적,2002-01-24,"6,500",0.0%,"6,500",1,1,1,1,한국,한국,(주)시네마서비스,(주)시네마서비스,18세관람가,"범죄,액션",강우석,"설경구,이성재,강신일,안내상,이문식,성지루,유해진,허명행,조규성,조영민,조용수,김병인,금종택,서범식,명영호,김다은,김경은,서지오,전재홍,정기성,양재성,이충희,안석환,기주봉,윤문식,김강일,이도겸,권병길,이칸희,권태원,김경룡"
323,공동경비구역 JSA,2000-09-08,"6,000",0.0%,"6,000",1,1,1,2,한국,한국,(주)명필름,CJ ENM,15세관람가,"드라마,미스터리",박찬욱,"송강호,이병헌,이영애,신하균,김태우,김광일,이종용,이대연,김명수,이한위,기주봉,원근희"
325,금발이 너무해 2,2003-10-02,0,0.0%,0,0,0,1,1,미국,미국,,이십세기폭스필름코퍼레이션,12세관람가,코미디,찰스 허먼-움펠드,"리즈 위더스푼,루크 윌슨"
325,"나를 책임져, 알피",2005-01-21,0,0.0%,0,0,0,1,3,미국,미국,파라마운트 픽쳐스,UIP코리아,18세관람가,코미디,찰스 샤이어,"주드 로,마리사 토메이"
325,듀엣,,0,0.0%,0,0,0,1,1,중국,중국,,,,드라마,진려,
325,스왈로우테일 버터플라이,2005-06-23,0,0.0%,0,0,0,1,5,일본,일본,록웰아이즈 (ロックウェルアイズ),(주)튜브엔터테인먼트,18세관람가,드라마,이와이 슌지,"미카미 히로시,차라,이토 아유미"
325,위험한 유혹,2002-11-14,0,0.0%,0,0,0,1,1,미국,미국,,이십세기폭스필름코퍼레이션,15세관람가,스릴러,존 폴슨,"제시 브래포드,에리카 크리스틴슨"
325,주온,2003-06-27,0,0.0%,0,0,0,1,2,일본,일본,,프라임픽쳐스,12세관람가,공포(호러),시미즈 다카시,"이토 미사키,오키나 메구미"
325,춤추는 대수사선,2000-07-22,0,0.0%,0,0,0,1,4,일본,일본,후지텔레비젼네트웍,,12세관람가,"범죄,액션,코미디",모토히로 카츠유키,오다 유지
325,캐리비안의 해적 : 블랙펄의 저주,2003-09-05,0,0.0%,0,0,0,1,1,미국,미국,"월트 디즈니 픽쳐스,제리 브룩하이머 필름,터치스톤 픽쳐스",월트디즈니코리아㈜,12세관람가,"어드벤처,액션,코미디",고어 버빈스키,"조니 뎁,제프리 러쉬"
325,콜래트럴 데미지,2002-02-07,0,0.0%,0,0,0,3,3,미국,미국,,워너브러더스 코리아(주),15세관람가,액션,앤드류 데이비스,아놀드 슈왈제네거
325,클래식,2003-01-30,0,0.0%,0,0,0,1,2,한국,한국,(주)에그필름,(주)시네마서비스,12세관람가,드라마,곽재용,"손예진,조승우,조인성,이기우,서영희,김미진,이성훈,추현경,송윤회,신승수,한규태,김병옥,한정근,김성증,이서,이승철,이주열,안호완"
325,투 터프 가이즈,2004-12-31,0,0.0%,0,0,0,1,1,스페인,스페인,임파라,씨네파크,18세관람가,코미디,후안 마르티네즈 모레노,"엘레나 아나야,안토니오 레시네스"
325,플라스틱 트리,2003-08-29,0,0.0%,0,0,0,1,1,한국,한국,알지프린스필름(주),무비즈엔터테인먼트㈜,18세관람가,스릴러,어일선,"김인권,조은숙,김정현,김무진,김윤식,박정호,박주복,임헌표,변두환,강지은,박성호,김영태,김도영"
325,환생,2003-10-31,0,0.0%,0,0,0,1,1,일본,일본,,시나브로엔터테인먼트(주),전체관람가,"멜로/로맨스,드라마",시오타 아키히코,"쿠사나기 츠요시,다케우치 유코"
합계,,,"449,658,580,706",,"449,658,580,706","70,641,827","70,641,827","13,096","1,170,453",,,,,,,,
