■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2021-08-06,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2003-01-01~2004-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
80,나두야 간다,2004-06-25,"1,215,167,500",0.3%,"1,215,167,500","193,554","193,554",60,"5,005",한국,한국,화이트리시네마,롯데쇼핑㈜롯데시네마,15세관람가,코미디,정연원,"권용운,안관수(추천),손창민,정준호,오유미,정소영,임동문,신현탁,서범식,강성필,서동수,금보라,장태성,전미선"
81,캣우먼,2004-09-24,"1,211,731,000",0.3%,"1,211,731,000","184,929","184,929",79,"6,023",미국,미국,워너브러더스사㈜,워너브러더스 코리아(주),12세관람가,액션,피토프,"할리 베리,벤자민 브랫"
82,첫키스만 50번째,2004-04-15,"1,199,579,500",0.3%,"1,199,579,500","182,614","182,614",37,"4,066",미국,미국,콜럼비아 픽쳐스 필름 프로덕션,"팝엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜","15세관람가,15세이상관람가",코미디,피터 시걸,"아담 샌들러,드류 베리모어"
83,어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장,2004-03-12,"1,158,210,500",0.3%,"1,158,210,500","181,510","181,510",28,"3,570",한국,한국,㈜제니스엔터테인먼트,(주)시네마서비스,12세관람가,코미디,강석범,"김주혁,엄정화,김가연,기주봉,손재곤,김두찬,김준성,조성재,조은희,박지현,이복희,김영숙,허기호,노승범,이주리,강성필"
84,에이리언 VS 프레데터,2004-09-03,"1,151,500,000",0.3%,"1,151,500,000","180,626","180,626",79,"5,788",미국,미국,데이비스 엔터테인먼트 필름웍스,이십세기폭스필름코퍼레이션,15세관람가,SF,폴 W.S. 앤더슨,"라울 보바,산나 라단,랜스 헨릭슨"
85,쓰리 몬스터,2004-08-20,"1,161,290,500",0.3%,"1,161,290,500","180,377","180,377",60,"3,970",한국,"한국,홍콩,일본","(주)영화사봄,어플로즈픽쳐스,가도카와헤럴드픽쳐스",CJ ENM,18세관람가,공포(호러),"박찬욱,미이케 다카시,프루트 챈","강혜정,하세가와 쿄코,이병헌,임원희,와타베 아츠로,양천화"
86,화씨 911,2004-07-22,"1,162,115,500",0.3%,"1,162,115,500","177,255","177,255",48,"2,896",미국,미국,"도그 잇 도그 필름,라이온스 게이트 필름즈",스튜디오플러스(주),15세관람가,다큐멘터리,마이클 무어,"마이클 무어,조지 W. 부시,벤 애플렉,바바라 부쉬,오사마 빈 라덴,앨 고어"
87,스텝포드 와이프,2004-10-01,"1,139,648,500",0.3%,"1,139,648,500","171,805","171,805",39,"4,377",미국,미국,스캇 루딘 프로덕션,CJ ENM,15세관람가,코미디,프랭크 오즈,"니콜 키드먼,매튜 브로데릭,베트 미들러,글렌 클로즈"
88,동해물과 백두산이,2003-12-31,"1,041,877,500",0.2%,"1,041,877,500","163,194","163,194",21,"2,067",한국,한국,"(주)영화사샘,(주)쇼박스",(주)쇼박스,15세관람가,코미디,안진우,"정준호,공형진,류현경,박정우,김유신,문성현,박상욱,윤지영,정지영,양지은,이혜미,신현탁,정경순,김광규,오지혜,한재영,한창현,박윤호"
89,까불지마,2004-12-03,"999,160,000",0.2%,"999,160,000","155,308","155,308",90,"6,418",한국,한국,제이유프로덕션(주),영화사청어람(주),15세관람가,드라마,오지명,"오지명,최불암,노주현,김정훈,임유진,박영아,조윤진,나재욱,권창범,서명석,최길호,유희연,윤은정,정유신,이재경,김학철,정호빈,정다빈,윤서현"
90,디 아이2,2004-05-26,"964,130,500",0.2%,"964,130,500","150,477","150,477",68,"4,454",홍콩,홍콩,어플러스엔터테인먼트,쇼이스트(주),15세관람가,공포(호러),"대니 팽,옥사이드 팽 천","원려기,서기"
91,옹박 - 무에타이의 후예,2004-05-26,"947,199,300",0.2%,"947,199,300","147,900","147,900",57,"4,790",태국,태국,사하몽콜 필름 인터내셔널,(주)쇼박스,15세관람가,액션,프라챠 핀카엡,토니 자
92,피터 팬,2004-01-16,"850,564,000",0.2%,"850,564,000","141,716","141,716",15,"1,668",미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"어드벤처,가족,판타지",P.J. 호건,"레이첼 허드-우드,제이슨 아이삭스,제레미 섬터"
93,사랑할 때 버려야 할 아까운 것들,2004-02-13,"908,155,000",0.2%,"908,155,000","138,609","138,609",20,"1,579",미국,미국,,워너브러더스 코리아(주),15세관람가,코미디,낸시 마이어스,
94,킬 빌2,2004-05-14,"920,536,500",0.2%,"920,536,500","138,031","138,031",41,"2,964",미국,미국,"미라맥스 필름즈,어맨드어파트",CJ ENM,18세관람가,액션,쿠엔틴 타란티노,"우마 서먼,데이빗 캐러딘"
95,내셔널 트레져,2004-12-31,"876,114,500",0.2%,"876,114,500","137,663","137,663",128,"1,485",미국,미국,"터치스톤 픽처스,제리 브룩하이머 필름",한국소니픽쳐스릴리징브에나비스타영화㈜,12세관람가,액션,존 터틀타웁,"다이앤 크루거,니콜라스 케이지"
96,택시: 더 멕시멈,2004-11-17,"849,676,500",0.2%,"849,676,500","134,885","134,885",57,"4,455",미국,미국,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,12세관람가,액션,팀 스토리,"지젤 번천,지미 펄론"
97,페이첵,2004-01-22,"840,196,500",0.2%,"840,196,500","131,390","131,390",17,"1,688",미국,미국,,CJ ENM,15세관람가,액션,오우삼,"벤 애플렉,우마 서먼,아론 에크하트"
98,프린세스 다이어리 2,2004-10-29,"792,040,500",0.2%,"792,040,500","128,615","128,615",70,"4,540",미국,미국,월트디즈니컴퍼니코리아(주),한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,멜로/로맨스,게리 마샬,"줄리 앤드류스,앤 해서웨이"
99,2046,2004-10-15,"795,840,500",0.2%,"795,840,500","122,913","122,913",69,"4,339",홍콩,홍콩,"아르떼,콜럼비아 픽쳐스 코포레이션,프랑스3시네마,젯톤프로덕션,제2 독일 텔레비젼 협회,포르티시모 필름","(주)디스테이션,이십세기폭스필름코퍼레이션","18세관람가,청소년관람불가",드라마,왕가위,"양조위,공리,왕비,기무라 다쿠야,장쯔이,유가령,장첸,장만옥"
100,어깨동무,2004-03-12,"753,985,500",0.2%,"753,985,500","119,884","119,884",26,"3,015",한국,한국,(주)씨케이픽쳐스,CJ ENM,15세관람가,코미디,조진규,"김아중,최령,이성진,이문식,유동근,박예리,박정률,배정아,강호동,김경용,최철호,김무생"
101,여자는 남자의 미래다,2004-05-05,"778,685,500",0.2%,"778,685,500","116,639","116,639",34,"3,520",한국,한국,"미라신코리아(주),유니코리아문예투자(주)",CJ ENM,18세관람가,드라마,홍상수,"유지태,성현아,김태우,오유진,엄수정,김호정,박정환,오달수,김방선,허영진,박희은,김대훈,전은미,박승배,서하나,김태훈,박희은"
102,헬보이,2004-08-20,"729,643,000",0.2%,"729,643,000","113,785","113,785",59,"3,471",미국,미국,레볼루션 스튜디오,한국소니픽쳐스릴리징브에나비스타영화㈜,15세관람가,SF,길예르모 델 토로,"셀마 블레어,론 펄먼"
103,라이어,2004-04-23,"706,033,000",0.2%,"706,033,000","108,156","108,156",51,"3,092",한국,한국,씨앤필름(주),CJ ENM,18세관람가,"코미디,멜로/로맨스",김경형,"주진모,공형진,서영희,손현주,정우철,송선미,오만석,기주봉,정희태"
104,새벽의 저주,2004-05-14,"694,533,500",0.2%,"694,533,500","106,515","106,515",27,"2,415",미국,"미국,캐나다,일본,프랑스",유니버셜 픽쳐스,UIP코리아,18세관람가,"공포(호러),스릴러",잭 스나이더,"사라 폴리,빙 라메스,제이크 웨버"
105,비포 선셋,2004-10-22,"702,130,500",0.2%,"702,130,500","104,699","104,699",42,"3,733",미국,미국,"캐슬 락 엔터테인먼트,디투어 필름프로덕션","THE 픽쳐스,워너브러더스 코리아(주)","15세관람가,15세이상관람가",드라마,리차드 링클레이터,"줄리 델피,에단 호크"
106,"DMZ, 비무장지대",2004-11-26,"659,079,000",0.1%,"659,079,000","102,233","102,233",65,"4,649",한국,한국,이규형시네마(주),영화사청어람(주),18세관람가,"드라마,전쟁",이규형,"김정훈,정채경,박건형,김종환,조경진,조대영,박현욱,박현주,노장식,장광익,박상현,최수안,이영종,이영호,김종학,김종환,이지수,박휘순,이대연,정은표,리우진,이계형"
107,바람의 전설,2004-04-09,"636,285,500",0.1%,"636,285,500","97,925","97,925",42,"2,889",한국,한국,필름매니아(주),(주)시네마서비스,15세관람가,드라마,박정우,"이성재,박솔미,김수로,문정희,김동영,김미경,정종훈,최정우,이정인,이칸희,유해진,정현철,조미경,홍성원,신현중,김의석,최현우,최혜진,허문영,백수미,한송이,백정현,권태훈,류정은,서원영,김도경,채영,최선희,오지연,정진영,김양수,김영복,이현우,이혜림,오현수,이필모,신현종,황석정,김병춘"
108,"[통합]회고전, 기획전 등",,"449,723,300",0.1%,"449,723,300","95,296","95,296",7,"1,793",,,,,,,,
109,하나와 앨리스,2004-11-17,"582,787,000",0.1%,"582,787,000","91,993","91,993",71,"3,659",일본,일본,록웰아이즈 (ロックウェルアイズ),"(주)미디어캐슬,(주)팝엔터테인먼트,쇼이스트(주)",12세관람가,드라마,이와이 슌지,"아오이 유우,스즈키 안"
110,저지 걸,2004-04-09,"582,966,500",0.1%,"582,966,500","91,127","91,127",35,"2,592",미국,미국,,CJ ENM,12세관람가,멜로/로맨스,케빈 스미스,"벤 애플렉,리브 타일러"
111,모터사이클 다이어리,2004-11-12,"579,249,500",0.1%,"579,249,500","89,331","89,331",33,"2,181",영국,영국,,UIP코리아,15세관람가,드라마,월터 살레스,"가엘 가르시아 베르날,로드리고 드 라 세르나,미아 마에스트로"
112,퀸카로 살아남는 법,2004-09-03,"575,148,500",0.1%,"575,148,500","88,261","88,261",49,"2,469",미국,미국,파라마운트 픽쳐스,UIP코리아,15세관람가,코미디,마크 S. 워터스,"린제이 로한,레이첼 맥아덤즈"
113,발레 교습소,2004-12-03,"531,000,000",0.1%,"531,000,000","87,380","87,380",83,"3,551",한국,한국,좋은영화,CJ ENM,15세관람가,드라마,변영주,"윤계상,김민정,이준기,온주완,박윤영,도지원,백종현,김일형,전정호,김태균,이은경,이종원,이미도,윤택,곽민호,최정인,남정희"
114,데스티네이션 2,2004-06-11,"576,664,000",0.1%,"576,664,000","87,267","87,267",55,"2,771",미국,미국,"뉴라인 시네마,자이드-페리 프로덕션",UIP코리아,18세관람가,공포(호러),데이비드 R. 엘리스,"마이클 랜디스,A.J. 쿡,알리 라터"
115,아홉살 인생,2004-03-26,"527,412,000",0.1%,"527,412,000","85,312","85,312",27,"2,492",한국,한국,"(주)황기성 사단,(주)조이슈즈",(주)시네마서비스,전체관람가,드라마,윤인호,"윤범호,김석,최성,이세영,나아현,김명재,정선경,안내상,송수근,송현석,노현정,이동혁,김경수,최덕문,신정근,지대한"
116,쉘 위 댄스,2004-11-12,"549,961,000",0.1%,"549,961,000","82,926","82,926",87,"3,971",미국,미국,미라맥스 필름즈,한국소니픽쳐스릴리징브에나비스타영화㈜,12세관람가,드라마,피터 첼섬,"제니퍼 로페즈,리차드 기어,수잔 서랜든"
117,화이트 칙스,2004-11-17,"497,455,500",0.1%,"497,455,500","79,181","79,181",53,"3,200",미국,미국,레볼루션 스튜디오,한국소니픽쳐스릴리징브에나비스타영화㈜,15세관람가,코미디,키넌 아이보리 웨이언스,"숀 웨이언스,마론 웨이언스"
118,엑소시스트: 더 비기닝,2004-11-17,"506,528,500",0.1%,"506,528,500","77,126","77,126",67,"3,329",미국,미국,모건 크릭 프로덕션즈,워너브러더스 코리아(주),18세관람가,공포(호러),레니 할린,"이자벨라 스코럽코,스텔란 스카스가드"
119,빅 피쉬,2004-03-05,"476,625,000",0.1%,"476,625,000","72,239","72,239",14,"1,154",미국,미국,"더 자눅 컴퍼니,콜럼비아트라이스타픽쳐스,코헨 프로덕션","(주)팝엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜","12세이상관람가,12세관람가",판타지,팀 버튼,"이완 맥그리거,알버트 피니,빌리 크루덥,제시카 랭,헬레나 본햄 카터,알리슨 로먼,마리옹 꼬띠아르"
120,해피 에로 크리스마스,2003-12-17,"459,220,000",0.1%,"459,220,000","71,441","71,441",11,884,한국,한국,(주)튜브엔터테인먼트,(주)튜브엔터테인먼트,15세관람가,드라마,이건동,"김선아,차태현,박영규,김지영,송윤희,조미영,홍성규,조상렬,신영운,박윤미,최창우,김현두,박창호,김경란,김동규,고현용,천승철,김선용,윤동원,박성범,최영두,김형범,정석용,오태경,손진호,김중기,박충선,염동헌,이청아,오창경"
121,빈집,2004-10-15,"455,157,000",0.1%,"455,157,000","71,342","71,342",60,"4,104",한국,한국,"(주)김기덕 필름,씨네클릭 아시아(팬텀)",영화사청어람(주),15세관람가,드라마,김기덕,"이승연,재희,권혁호,주진모,이의수,신태석,박남민,박동진,이홍석,박세진,이종섭"
122,사랑에 빠지는 아주 특별한 법칙,2004-11-12,"428,449,500",0.1%,"428,449,500","65,383","65,383",76,"3,073",아일랜드,아일랜드,"아이리시드림타임,이니티얼엔터테인먼트그룹",코리아픽쳐스(주),15세관람가,멜로/로맨스,피터 호윗,"피어스 브로스넌,줄리안 무어"
123,21 그램,2004-10-23,"420,278,500",0.1%,"420,278,500","63,811","63,811",59,"3,092",미국,미국,,(주)영화사한결,18세관람가,드라마,알레한드로 곤잘레스 이냐리투,"숀 펜,나오미 왓츠"
124,거미숲,2004-09-03,"412,069,500",0.1%,"412,069,500","63,270","63,270",61,"2,368",한국,한국,(주)오크필름,영화사청어람(주),18세관람가,"미스터리,범죄",송일곤,"감우성,이은주,김영재,강경헌,서정,장현성,김의정,유주현,윤영,이용주,김희정,손병호,조성하,윤주상,정승길,지우"
125,노 브레인 레이스,2004-09-24,"382,766,500",0.1%,"382,766,500","62,026","62,026",40,"2,187",미국,미국,"알파빌필름즈,파라마운트 픽쳐스",롯데쇼핑㈜롯데시네마,12세관람가,코미디,제리 주커,"로완 앳킨슨,존 클리즈,라네이 채프만,우피 골드버그,쿠바 구딩 주니어"
126,몬스터,2004-06-18,"384,667,000",0.1%,"384,667,000","58,659","58,659",30,"1,368",독일,독일,,무비즈엔터테인먼트㈜,18세관람가,드라마,팻티 젠킨스,"샤를리즈 테론,크리스티나 리치"
127,빙우,2004-01-16,"363,240,500",0.1%,"363,240,500","55,656","55,656",18,"1,015",한국,한국,쿠앤필름(주),(주)쇼박스,12세관람가,드라마,김은숙,"김하늘,이성재,송승헌,이상윤,김지연,유해진,조경래,추천호,이승준"
128,무간도3 - 종극무간,2004-07-02,"363,105,000",0.1%,"363,105,000","54,307","54,307",29,"1,663",홍콩,홍콩,미디어 아시아 필름즈,이십세기폭스코리아(주),18세관람가,드라마,"유위강,맥조휘","양조위,유덕화,여명"
129,블러디 선데이,2004-06-18,"331,392,500",0.1%,"331,392,500","53,738","53,738",13,"1,226",영국,영국,보드스캐넌에이린,㈜영화사 백두대간,12세관람가,드라마,폴 그린그래스,"팀 피곳 스미스,제임스 네스빗"
130,엘프,2004-12-15,"328,584,000",0.1%,"328,584,000","53,690","53,690",63,"2,679",미국,미국,뉴라인 시네마,이십세기폭스코리아(주),전체관람가,코미디,존 파브로,"윌 페렐,제임스 칸,밥 뉴하트,에드워드 애스너,주이 디샤넬"
131,콜드 마운틴,2004-02-20,"342,775,000",0.1%,"342,775,000","53,667","53,667",17,955,미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,15세관람가,전쟁,안소니 밍겔라,"니콜 키드먼,주드 로,르네 젤위거"
132,여고생 시집가기,2004-12-23,"323,778,500",0.1%,"323,778,500","52,356","52,356",51,"1,888",한국,한국,(주)더존필름,무비즈엔터테인먼트㈜,15세관람가,코미디,오덕환,"은지원,임은경,황재석,김희성,박정율,신효진,김경환,민성주,정다빈,김철준,윤기원,이칸희,김동효,심이영"
133,내 남자 친구는 왕자님,2004-06-18,"344,008,000",0.1%,"344,008,000","52,225","52,225",40,"1,754",미국,미국,"파라마운트 픽쳐스,라이온스 게이트 필름즈",한국소니픽쳐스릴리징브에나비스타영화㈜,12세관람가,멜로/로맨스,마사 쿨리지,"줄리아 스타일즈,루크 마블리"
134,귀여워,2004-11-26,"325,502,500",0.1%,"325,502,500","50,874","50,874",89,"3,316",한국,한국,튜브픽쳐스(주),(주)튜브엔터테인먼트,18세관람가,"드라마,코미디",김수현,"김석훈,정재영,예지원,박희순,장선우,박재영,박혜성,노진성,문성준,장석훈,윤일랑,김승식,이준원,김희정,김준배,박선우,김규남,이수빈"
135,매트릭스3 레볼루션,2003-11-05,"357,720,500",0.1%,"357,720,500","50,543","50,543",19,920,미국,미국,,워너브러더스 코리아(주),15세관람가,"SF,액션,범죄","릴리 워쇼스키,라나 워쇼스키","키아누 리브스,로렌스 피쉬번,캐리 앤 모스"
136,진주 귀걸이를 한 소녀,2004-09-03,"330,772,000",0.1%,"330,772,000","49,378","49,378",18,"1,116",영국,영국,아처엔터테인먼트,"(주)영화사 진진,필름뱅크(주)","15세관람가,15세이상관람가","드라마,멜로/로맨스",피터 웨버,"스칼렛 요한슨,콜린 퍼스,톰 윌킨슨,킬리언 머피"
137,신석기 블루스,2004-12-30,"303,966,500",0.1%,"303,966,500","48,907","48,907",85,"1,118",한국,한국,㈜팝콘필름,(주)쇼박스,15세관람가,코미디,김도혁,"김현주,이종혁,이민아,이성재,남현,허정규,김인태,박보영,김지성,최진호,김창완,옥지영,이승호,신이,성기윤,원애리,정민성,김기천,남정희"
138,낭만자객,2003-12-05,"312,851,500",0.1%,"312,851,500","48,744","48,744",8,600,한국,한국,(주)두사부필름,CJ ENM,18세관람가,코미디,윤제균,"김민종,최성국,진재영,신이,허태구,김미미,신정선,최영훈,권성환,강성필,전국환,김태곤,진구,왕빛나"
139,마지막 늑대,2004-04-01,"303,851,500",0.1%,"303,851,500","47,731","47,731",26,"1,646",한국,한국,제네시스픽쳐스(주),"(주)쇼박스,영화사풍년상회(주)",15세관람가,코미디,구자홍,"황정민,양동근,김경란,김현정,오달수,장항선,신동호,최가연,이화룡,최승호,이혜영,김준성,김준하,손호승,황석정,김기현,유승목,이봉규,조희봉,정인겸"
140,프레디 대 제이슨-13일의 금요일11,2004-08-27,"304,298,500",0.1%,"304,298,500","47,430","47,430",58,"2,631",미국,미국,뉴라인 시네마,(주)영화사한결,18세관람가,공포(호러),우인태,"켈리 로랜드,모니카 키나"
141,마스터 앤드 커맨더: 위대한 정복자,2003-11-28,"289,780,500",0.1%,"289,780,500","45,523","45,523",11,571,미국,미국,,이십세기폭스필름코퍼레이션,12세관람가,"전쟁,드라마,액션,어드벤처",피터 위어,"러셀 크로우,폴 베타니"
142,사마리아,2004-03-05,"285,452,000",0.1%,"285,452,000","44,856","44,856",23,"1,674",한국,한국,(주)김기덕 필름,쇼이스트(주),18세관람가,드라마,김기덕,"곽지민,이얼,서민정,한여름,권현민,최서진,임병조,김재영,정윤수,한창현,김기두,정인기"
143,완벽한 그녀에게 딱 한가지 없는 것,2004-11-05,"283,599,500",0.1%,"283,599,500","44,359","44,359",43,"2,133",미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,15세관람가,코미디,게리 위닉,"제니퍼 가너,마크 러팔로"
144,돌려차기,2004-07-23,"253,837,000",0.1%,"253,837,000","41,295","41,295",53,"1,804",한국,한국,(주)씨네이천,(주)시네마서비스,12세관람가,코미디,남상국,"박지연,현빈,진태현,김영호,김동완,신민철,신재민,정세인,최진우,조은희,나현,박철훈,남은영,노봉서,한용준,김갑동,김경모,서원진,김경욱,민성주,이상령,유재경,태인호,정민규,김태상,최세영,오선화,임대경,정유진,정철우,우성,김진섭,이창준,정우,이기우,문지윤"
145,신암행어사,2004-11-26,"247,353,500",0.1%,"247,353,500","40,728","40,728",66,"2,547",한국,"한국,일본",캐릭터플랜(주),(주)시네마서비스,15세관람가,"애니메이션,판타지,SF","안태근,조지 시무라","구자형,지성,엄상현,배정미,송준석,배정민,김승준"
146,안녕! 유에프오,2004-01-30,"250,534,000",0.1%,"250,534,000","40,361","40,361",17,864,한국,한국,우리영화(주),(주)튜브엔터테인먼트,전체관람가,드라마,김진민,"김응수,변희봉,봉태규,이범수,이은주,정인선,홍윤정,박정수,배태종,류주현,정석원,이무룡,서용준,박근수,이힘찬,정금자,박상현,박상현,임선애,김진,이규섭,김종옥,조재윤,김영재,주부진,박성호"
147,"조제, 호랑이 그리고 물고기들",2004-10-29,"257,541,500",0.1%,"257,541,500","40,155","40,155",11,"1,192",일본,일본,아스믹에이스엔터테인먼트,"(주)디스테이션,(주)프레인글로벌,(주)스폰지이엔티","15세관람가,15세이상관람가",드라마,이누도 잇신,"츠마부키 사토시,이케와키 치즈루"
148,테이킹 라이브즈,2004-04-15,"249,467,500",0.1%,"249,467,500","38,736","38,736",19,"1,551",미국,미국,워너브러더스사㈜,워너브러더스 코리아(주),18세관람가,스릴러,D.J. 카루소,"에단 호크,안젤리나 졸리,키퍼 서덜랜드"
149,킬빌,2003-11-21,"255,769,000",0.1%,"255,769,000","38,442","38,442",6,600,미국,미국,,CJ ENM,18세관람가,액션,쿠엔틴 타란티노,"우마 서먼,루시 루"
150,폴리와 함께,2004-04-02,"252,615,500",0.1%,"252,615,500","37,807","37,807",25,"1,253",미국,미국,,UIP코리아,15세관람가,멜로/로맨스,존 햄버그,"제니퍼 애니스턴,벤 스틸러,필립 세이모어 호프만,알렉 볼드윈"
151,모나리자 스마일,2004-03-19,"238,920,500",0.1%,"238,920,500","37,280","37,280",18,"1,153",미국,미국,레볼루션 스튜디오,한국소니픽쳐스릴리징브에나비스타영화㈜,12세관람가,드라마,마이크 뉴웰,"매기 질렌할,커스틴 던스트,줄리아 스타일즈,줄리아 로버츠"
152,[통합]영화패키지상영,,"306,097,000",0.1%,"306,097,000","34,932","34,932",23,533,,,,,,,,
153,망치,2004-08-06,"209,407,500",0.0%,"209,407,500","34,805","34,805",32,"1,103",한국,한국,캐릭터플랜(주),스폰지,전체관람가,애니메이션,안태근,"김용준,표영재,최석필"
154,...ing,2003-11-28,"217,269,000",0.0%,"217,269,000","34,264","34,264",7,594,한국,한국,드림맥스(주),(주)튜브엔터테인먼트,12세관람가,"드라마,멜로/로맨스",이언희,"임수정,김래원,이미숙,김지영,김현수,박혜연,장미,이성경,박소연,김순애,최덕문,김인문,양주호"
155,사랑도 통역이 되나요?,2004-02-20,"221,802,000",0.0%,"221,802,000","33,668","33,668",15,880,미국,미국,아메리칸조이트로프,CJ ENM,15세관람가,"멜로/로맨스,액션",소피아 코폴라,"빌 머레이,스칼렛 요한슨,지오바니 리비시"
156,갓센드,2004-09-03,"217,199,000",0.0%,"217,199,000","33,405","33,405",47,"1,645",미국,미국,,(주)시네마서비스,15세관람가,공포(호러),닉 햄,"그렉 키니어,레베카 로메인,로버트 드 니로,카메론 브라이트"
157,더 캣,2003-12-31,"199,609,500",0.0%,"199,609,500","32,784","32,784",12,695,미국,미국,,CJ ENM,전체관람가,"판타지,어드벤처",보 웰치,"마이크 마이어스,알렉 볼드윈"
158,사토라레,2003-11-21,"198,034,500",0.0%,"198,034,500","30,598","30,598",4,332,일본,일본,,(주)시네마서비스,전체관람가,드라마,모토히로 카츠유키,"안도 마사노부,스즈키 쿄카"
159,그녀를 모르면 간첩,2004-01-30,"187,798,000",0.0%,"187,798,000","30,435","30,435",22,822,한국,한국,(주)엠쓰리엔터테인먼트,(주)쇼박스,15세관람가,코미디,박한준,"공유,김정화,백일섭,김애경,남상미,김경섭,송혁재,홍승현,박경환,심재원,박한준,서동욱,강현,문진호,정영준,이재혁,유순철,김명국,조달환,이승연,유인영"
160,히달고,2004-03-19,"188,771,000",0.0%,"188,771,000","29,703","29,703",15,940,미국,미국,터치스톤 픽처스,한국소니픽쳐스릴리징브에나비스타영화㈜,12세관람가,액션,조 존스톤,"줄레이카 로빈슨,비고 모텐슨,오마 샤리프"
161,팜므 파탈,2004-11-17,"191,690,000",0.0%,"191,690,000","29,489","29,489",42,"1,779",프랑스,프랑스,워너 브러더스 픽쳐스,(주)시네마서비스,18세관람가,범죄,브라이언 드 팔마,안토니오 반데라스
162,헌티드,2004-03-12,"183,508,500",0.0%,"183,508,500","28,708","28,708",15,"1,041",미국,미국,알파빌필름즈,(주)튜브엔터테인먼트,18세관람가,액션,윌리엄 프리드킨,"베니치오 델 토로,토미 리 존스"
163,스쿨 오브 락,2004-02-27,"178,647,500",0.0%,"178,647,500","28,186","28,186",19,733,영국,영국,,"윤스,UIP코리아","12세이상관람가,전체관람가",코미디,리차드 링클레이터,"잭 블랙,조앤 쿠삭,마이크 화이트,사라 실버맨"
164,허니,2004-03-26,"179,520,000",0.0%,"179,520,000","27,330","27,330",13,762,미국,미국,유니버셜 픽쳐스,UIP코리아,15세관람가,드라마,빌 우드러프,"릴 로메오,제시카 알바,메키 파이퍼"
165,서바이빙 크리스마스,2004-12-24,"174,371,500",0.0%,"174,371,500","27,082","27,082",35,886,미국,미국,드림웍스픽쳐스,CJ ENM,12세관람가,코미디,마이크 미첼,"제임스 갠돌피니,벤 애플렉,캐서린 오하라"
166,인 더 컷,2004-04-30,"177,743,000",0.0%,"177,743,000","26,973","26,973",24,804,미국,미국,"Pathe Cinema,레드 터틀",CJ ENM,18세관람가,스릴러,제인 캠피온,"마크 러팔로,제니퍼 제이슨 리,맥 라이언"
167,프리다,2003-11-21,"175,523,500",0.0%,"175,523,500","26,418","26,418",4,333,미국,"미국,캐나다,멕시코",,코리아픽쳐스(주),18세관람가,드라마,줄리 테이머,"셀마 헤이엑,알프리드 몰리나"
168,이노센스,2004-10-08,"169,824,500",0.0%,"169,824,500","25,751","25,751",56,"2,143",일본,일본,,(주)시네마서비스,12세관람가,"애니메이션,SF",오시이 마모루,"타나카 아츠코,오츠카 아키오,야마데라 코이치,타케나카 나오토"
169,천년호,2003-11-28,"159,310,500",0.0%,"159,310,500","25,292","25,292",6,579,한국,한국,한맥영화(주),(주)시네마서비스,15세관람가,"멜로/로맨스,액션,판타지",이광훈,"정준호,김효진,김혜리,최원석,강신일,박동빈"
170,레이디킬러,2004-06-04,"167,859,500",0.0%,"167,859,500","25,005","25,005",22,"1,086",미국,미국,터치스톤 픽처스,한국소니픽쳐스릴리징브에나비스타영화㈜,15세관람가,코미디,"조엘 코엔,에단 코엔","톰 행크스,일마 P. 홀"
171,더티 댄싱 - 하바나 나이트,2004-04-23,"160,507,000",0.0%,"160,507,000","24,876","24,876",22,"1,100",미국,미국,"라이온스 게이트 필름즈,미라맥스 필름즈",아우라엔터테인먼트,15세관람가,멜로/로맨스,가이 퍼랜드,"로몰라 가레이,디에고 루나"
172,위대한 유산,2003-10-24,"163,449,000",0.0%,"163,449,000","24,703","24,703",6,537,한국,한국,CJ ENM,CJ ENM,15세관람가,코미디,오상훈,"김선아,임창정,최무인,송은정,홍금봉,신성아,김대중,오유진,유순철,신이,모지은,김기천,정희태"
173,자토이치,2004-01-30,"157,286,500",0.0%,"157,286,500","24,381","24,381",13,532,일본,일본,,"(주)영화사 진진,인터비스앤파트너스(주)",15세관람가,액션,기타노 다케시,"기타노 다케시,아사노 타다노부,오쿠스 미치요"
