■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2021-08-06,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2007-01-01~2008-12-31   영화구분: 일반영화   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
,,,,점유율 ,,,,,,,,,,,,,
1252,그리고 삶은 계속된다,1998-03-14,"393,500",0.0%,"393,500",58,58,1,6,이란,이란,,,12세 미만인 자는 관람할 수 없는 등급,다큐멘터리,압바스 키아로스타미,"부바 바이야르,파하드 케라만드"
1252,미카엘과 진희,,"261,000",0.0%,"261,000",58,58,1,2,독일,독일,,,,드라마,마티아스 카일리히,"김일영,리사 크루저"
1252,에덴의 악마들,,"116,000",0.0%,"116,000",58,58,1,2,멕시코,멕시코,,,,다큐멘터리,알레한드라 이슬라스,
1252,유러피언 애니_페스티벌 인 서울_폴란드 슬로바키아 애니스페셜,2008-09-05,"138,000",0.0%,"138,000",58,58,1,7,기타,기타,,,,,,
1252,전국노래자랑,,"275,000",0.0%,"275,000",58,58,1,11,일본,일본,,,,"드라마,코미디",이즈츠 카즈유키,"무로이 시게루,코바야시 넨지,이토 아유미,미츠이시 켄"
1252,중앙대학교졸업작품전-섹션2,,"174,000",0.0%,"174,000",58,58,1,6,한국,한국,,,,기타,,
1252,천사,,"241,000",0.0%,"241,000",58,58,1,4,일본,일본,,,12세이상관람가,"멜로/로맨스,판타지",미야사카 마유미,"후카다 쿄코,나가세 마사토시,나가사쿠 히로미"
1261,8월의 크리스마스(일본판),2007-03-08,"389,000",0.0%,"389,000",57,57,1,18,일본,일본,,(주)코랄픽쳐스,12세이상관람가,"멜로/로맨스,드라마",나가사키 슌이치,"야마자키 마사요시,세키 메구미"
1261,SIFF2008-단편경쟁3,,"273,000",0.0%,"273,000",57,57,1,2,한국,한국,,,,기타,,
1261,SIFF2008_해외초청1,2008-12-12,"256,000",0.0%,"256,000",57,57,1,2,기타,기타,,,,드라마,,
1261,디 아이2,2004-05-26,"370,500",0.0%,"964,501,000",57,"150,534",1,8,홍콩,홍콩,어플러스엔터테인먼트,쇼이스트(주),15세관람가,공포(호러),"대니 팽,옥사이드 팽 천","원려기,서기"
1261,알렉산더 클루게 특별전-단편모음,2008-05-13,"312,000",0.0%,"312,000",57,57,1,2,독일,독일,,,,드라마,,
1266,"10,000BC+연을 쫓는 아이+마이 블루베리 나이츠",2008-03-20,"614,000",0.0%,"614,000",56,56,1,3,기타,기타,,,,기타,,
1266,경쟁 TV3,,"274,000",0.0%,"274,000",56,56,1,2,기타,기타,,,전체관람가,애니메이션,,
1266,불안한 동거,,"258,000",0.0%,"258,000",56,56,1,2,칠레,칠레,,,,드라마,크리스토발 발데라마,
1266,앨리스,,"279,000",0.0%,"279,000",56,56,1,1,잉글랜드,잉글랜드,,,,어드벤처,얀 슈반크마이에르,
1266,엄마 찾아 삼만리,1981-01-05,"279,000",0.0%,"279,000",56,56,1,2,한국,한국,(주)선우프로덕션,(주)선우프로덕션,,애니메이션,"정수용,강한영",
1266,유노미,2008-11-01,"280,000",0.0%,"280,000",56,56,1,12,일본,일본,,,,성인물(에로),,
1266,잘돼가? 무엇이든 외 1편,2007-07-02,"112,000",0.0%,"112,000",56,56,1,2,기타,기타,,,,기타,,
1266,캘커타 사막의 베니스라는 그의 이름,2008-10-18,"284,000",0.0%,"284,000",56,56,1,3,프랑스,프랑스,,,,드라마,,
1274,꿈,1990-09-29,"285,000",0.0%,"285,000",55,55,1,2,한국,한국,태흥영화(주),,연소자관람불가,"멜로/로맨스,사극",배창호,"안성기,황신혜,최종원,정보석,윤문식"
1274,새로운 신,,"266,500",0.0%,"266,500",55,55,1,4,일본,일본,,,,다큐멘터리,츠치야 유타카,츠치야 유타카
1274,작가를 만나다-양해훈1,2008-03-22,"263,000",0.0%,"263,000",55,55,1,1,한국,한국,,,,드라마,,
1274,중앙대학교졸업작품전-섹션8,2008-12-12,"165,000",0.0%,"165,000",55,55,1,2,한국,한국,,,,드라마,,
1278,EX-Choice 3 소비극,2008-09-04,"239,000",0.0%,"239,000",54,54,1,2,기타,기타,,,,기타,,
1278,EX-Retro 에비게일 차일드 3,2008-09-04,"268,000",0.0%,"268,000",54,54,1,2,미국,미국,,,,기타,,
1278,SIFF2008_단편초청-사랑+영화+독립,,"257,000",0.0%,"257,000",54,54,1,2,한국,한국,,,,"다큐멘터리,드라마",,
1278,"박스터, 베라 박스터",2008-10-19,"278,000",0.0%,"278,000",54,54,1,3,프랑스,프랑스,,,,드라마,,
1278,비바 이탈리아_2,2008-05-22,"247,000",0.0%,"247,000",54,54,1,1,이탈리아,이탈리아,,,,,,
1278,조난 프리타,,"270,000",0.0%,"270,000",54,54,1,3,일본,일본,,,,다큐멘터리,이와부치 히로키,이와부치 히로키
1284,미각혁명론서설,2008-04-22,"281,000",0.0%,"281,000",53,53,1,3,일본,일본,신프로덕션,,,다큐멘터리,,
1284,시네프랑스-디바,2008-03-18,"309,000",0.0%,"309,000",53,53,1,2,프랑스,프랑스,,,,드라마,,
1284,원 나잇 위드 더 킹,,"312,000",0.0%,"312,000",53,53,10,10,미국,미국,,,,드라마,마이클 O. 사이벨,"티파니 듀폰트,루크 고스"
1284,인디포럼2008-국내신작 8,2008-05-30,"265,000",0.0%,"265,000",53,53,1,2,한국,한국,,,,드라마,,
1288,EX-Now 경쟁 1,2008-09-04,"260,000",0.0%,"260,000",52,52,1,2,기타,기타,,,,기타,,
1288,SIFF2008_해외초청4,2008-12-13,"242,000",0.0%,"242,000",52,52,1,2,필리핀,"필리핀,프랑스",,,,드라마,,
1288,린다 린다 린다,2006-04-13,"156,000",0.0%,"51,021,000",52,"8,550",1,3,일본,일본,,프리비젼엔터테인먼트,12세관람가,"코미디,드라마",야마시타 노부히로,"배두나,마에다 아이"
1288,비키 상영 묶음11,,"207,200",0.0%,"207,200",52,52,1,2,한국,한국,,,,기타,,
1288,씨너스 애니충격전 8월 매니아섹션 3,2007-08-23,"248,000",0.0%,"248,000",52,52,2,4,기타,기타,,,,기타,,
1288,씨너스애니임팩트 MANIA2,2007-06-28,"251,000",0.0%,"251,000",52,52,1,2,기타,기타,,,,기타,,
1294,CQN 할로윈 무비 파티,2007-10-29,"345,000",0.0%,"345,000",51,51,1,12,기타,기타,,,,기타,,
1294,스카이 마스터,,"204,000",0.0%,"204,000",51,51,1,2,덴마크,덴마크,,,,"가족,뮤지컬","스틴 라스뮤센,마이클 위크",
1294,초록물고기,1997-02-07,"280,000",0.0%,"280,000",51,51,1,2,한국,한국,"(주)이스트필름,(주)시네마서비스",(주)시네마서비스,연소자관람불가,"드라마,멜로/로맨스,액션",이창동,"한석규,심혜진,문성근,송강호,이병철,정진영,정재영,오지혜,권태원,손영순"
1294,헌팅 파티,,"284,000",0.0%,"284,000",51,51,10,14,미국,"미국,크로아티아,보스니아",,,,"어드벤처,코미디",리차드 쉐퍼드,"리차드 기어,테렌스 하워드,제시 아이젠버그"
1298,눈부신 하루,2006-02-23,"230,000",0.0%,"11,085,000",50,"1,680",1,4,한국,한국,㈜인디스토리,"영화진흥위원회,아트플러스시네마네트워크",15세관람가,드라마,"김성호,김종관,민동현","김현아,모리 유키에,서영화,이소연,정대훈,한받,시오타 사다하루,조희봉"
1298,델고,,"237,000",0.0%,"237,000",50,50,1,2,미국,미국,,,,"어드벤처,멜로/로맨스,판타지,애니메이션","마크 F. 애들러,제이슨 마우러","프레디 프린즈 주니어,크리스 커턴"
1298,밤비 내리는 목소리,,"254,000",0.0%,"254,000",50,50,1,11,일본,일본,,,,드라마,이가라시 코헤이,
1298,살아남은 자의 송가,,"253,000",0.0%,"253,000",50,50,1,10,중국,중국,,,,다큐멘터리,우광의,
1298,씨너스애니임팩트 FAMILY3,2007-06-28,"225,000",0.0%,"225,000",50,50,1,3,기타,기타,,,,기타,,
1298,아마추어의 반란,,"247,500",0.0%,"247,500",50,50,1,4,일본,일본,,,,다큐멘터리,나카무라 유키,
1298,열두 살의 기억들,,"239,000",0.0%,"239,000",50,50,1,8,미국,미국,,,,드라마,마이클 쿠에스타,"코너 도노반,제시 카마초,조 웨이젠바움"
1298,점프 보이즈,,"275,000",0.0%,"275,000",50,50,1,3,대만,대만,,(유)마스엔터테인먼트코리아,전체관람가,다큐멘터리,린 유쉰,
1306,경쟁단편_학생2,,"245,000",0.0%,"245,000",49,49,1,2,벨기에,벨기에,,,15세이상관람가,애니메이션,,
1306,들고양이,2008-04-17,"426,000",0.0%,"426,000",49,49,1,1,독일,독일,,,12세이상관람가,코미디,에른스트 루비치,
1306,인디포럼2008-국내신작 9,2008-05-30,"245,000",0.0%,"245,000",49,49,1,2,한국,한국,,,,드라마,,
1309,EX-Choice 1 소_극,2008-09-04,"236,000",0.0%,"236,000",48,48,1,2,기타,기타,,,,기타,,
1309,SIFF2008_장편경쟁9,,"226,000",0.0%,"226,000",48,48,1,2,한국,한국,,,,드라마,,
1309,댄 인 러브 + 데스 디파잉 + 연을 쫓는 아이,2008-04-03,"518,000",0.0%,"518,000",48,48,1,3,기타,기타,,,,기타,,
1309,비키 상영 묶음7,2008-08-17,"191,600",0.0%,"191,600",48,48,1,2,기타,기타,,,,기타,,
1309,비키 상영 묶음8,2008-08-17,"192,000",0.0%,"192,000",48,48,1,2,기타,기타,,,,기타,,
1309,오렐리아 스타이너 멜버른+밴쿠버,2008-10-17,"254,000",0.0%,"254,000",48,48,1,3,프랑스,프랑스,,,,드라마,,
1309,조지 슈비츠게벨 특별전,2008-05-21,"238,000",0.0%,"238,000",48,48,1,2,스위스,스위스,(주)동아수출공사,,,가족,,
1309,클럽 M2,,"240,000",0.0%,"240,000",48,48,1,2,태국,태국,,,,코미디,안놉 아나와치,
1309,키카와 밥,,"192,000",0.0%,"192,000",48,48,1,2,네덜란드,네덜란드,,,,애니메이션,"콜레테 보토프,빈센트 발",
1309,트레버의 선택,,"240,000",0.0%,"240,000",48,48,1,1,미국,미국,,,,"드라마,멜로/로맨스",로저 굿맨,"브렌트 고스키,제이 브래넌"
1319,SIFF2008_장편초청8,,"228,000",0.0%,"228,000",47,47,1,2,한국,한국,,,,다큐멘터리,,
1319,오타와 애니메이션 영화제 역대 수상작 모음,2008-08-24,"318,000",0.0%,"318,000",47,47,1,4,일본,일본,,,,,,
1321,"RH+, 세비야의 뱀파이어",2008-05-21,"218,000",0.0%,"218,000",46,46,1,2,스페인,스페인,,,,,,
1321,SICAF 2008 수상작 모음1,2008-08-23,"296,000",0.0%,"296,000",46,46,1,5,기타,기타,,,,,,
1321,가야코를 위하여,,"332,000",0.0%,"332,000",46,46,1,4,일본,일본,,,,드라마,오구리 코헤이,히다리 토키에
1321,가족을 위한 단편선,,"230,000",0.0%,"230,000",46,46,2,6,기타,기타,,,,기타,,
1321,마음이...,2006-10-26,"230,000",0.0%,"4,639,709,300",46,"817,939",1,1,한국,한국,(주)화인웍스,(주)쇼박스,전체관람가,드라마,"오달균,박은형","유승호,김향기,김동영,백승도,허창,형성석,김라민,최상훈,임요한,정민아,김영진,안길강,서영화,조덕제"
1321,블라인드 디렉터,2008-05-13,"252,000",0.0%,"252,000",46,46,1,2,독일,독일,,,,드라마,,
1321,원격 접속,,"218,000",0.0%,"218,000",46,46,1,2,러시아,러시아,,,,드라마,스베틀라나 프로슈리나,"데이너 아기쉐바,블라디미르 아일린"
1321,콘스탄트 가드너,2006-05-04,"325,000",0.0%,"168,587,700",46,"25,838",1,7,영국,영국,,스폰지,15세관람가,"스릴러,드라마",페르난도 메이렐레스,"랄프 파인즈,레이 와이즈"
1329,경쟁단편_일반2,,"220,000",0.0%,"220,000",45,45,1,2,이탈리아,이탈리아,,,전체관람가,애니메이션,,
1329,맨인 더 체어,2007-07-19,"104,000",0.0%,"104,000",45,45,1,1,미국,미국,,,,"드라마,코미디",,
1329,반짝이는 순간들 셕션 4,,"106,000",0.0%,"106,000",45,45,1,2,한국,한국,,,,드라마,,
1329,비키 상영 묶음6,,"180,000",0.0%,"180,000",45,45,1,2,기타,기타,,,전체관람가,기타,,
1329,아름다운 결혼,,"308,000",0.0%,"308,000",45,45,1,5,프랑스,프랑스,,,,드라마,에릭 로메르,
1329,유러피언 애니_페스티벌 인 서울_레 뉘 마지끄 스페셜 2,2008-09-05,"124,000",0.0%,"124,000",45,45,1,6,프랑스,프랑스,,,,,,
1329,유희왕,2010-01-28,"225,000",0.0%,"623,299,000",45,"126,519",1,8,일본,일본,"포키즈엔터테인먼트,스튜디오 갸룹,TV 토쿄,니콘 광고 시스템 (NAS),토호 컴퍼니",에이원엔터테인먼트,전체관람가,"애니메이션,액션,어드벤처",츠지 하츠키,"마이크 폴락,웨인 그레이슨,에릭 스튜어트,카자마 슌스케,구자형"
1329,인디포럼2008-국내초청1,2008-05-30,"225,000",0.0%,"225,000",45,45,1,2,한국,한국,,,,다큐멘터리,,
1329,존 케이지 스페셜 2,2008-09-04,"217,000",0.0%,"217,000",45,45,1,1,기타,기타,,,,기타,,
1329,중앙대학교졸업작품전-섹션7,2008-12-12,"135,000",0.0%,"135,000",45,45,1,2,한국,한국,,,,드라마,,
1339,8월 금요단편극장-한국 인디 퀴어 걸작선,,"210,000",0.0%,"210,000",44,44,1,1,한국,한국,,,,기타,,
1339,EX-Now 경쟁 5,2008-09-04,"216,000",0.0%,"216,000",44,44,1,2,기타,기타,,,,기타,,
1339,SIFF2008_장편경쟁11,,"214,000",0.0%,"214,000",44,44,1,2,한국,한국,,,,드라마,,
1339,단편수상작2,,"207,000",0.0%,"207,000",44,44,1,9,기타,기타,,,,기타,,
1339,리벤지45,2008-02-28,"298,000",0.0%,"298,000",44,44,1,13,미국,미국,,(주)코랄픽쳐스,청소년관람불가,드라마,게리 레논,"밀라 요보비치,앤거스 맥파디언"
1339,미운오리새끼,,"218,000",0.0%,"218,000",44,44,1,3,일본,일본,,,,다큐멘터리,오노 사야카,
1339,박창수 루비치를 연주하다-남자가 되기 싫어요,2008-04-16,"364,000",0.0%,"364,000",44,44,1,1,독일,독일,,,,드라마,,
1339,서울아트시네마 애니충격 감독열전 3월,,"252,000",0.0%,"252,000",44,44,1,4,한국,한국,,,,기타,,
1339,안시 애니메이션 영화제 역대 수상작 모음,2008-08-21,"310,000",0.0%,"310,000",44,44,1,5,기타,기타,,,,,,
1339,인디포럼2007,,"221,000",0.0%,"221,000",44,44,1,15,한국,한국,,,,기타,,
1339,천국의 계단,1992-02-15,"220,000",0.0%,"220,000",44,44,1,2,한국,한국,(주)동아수출공사,,고등학생이상관람가,"드라마,멜로/로맨스",배창호,"이아로,안성기,박찬환,최종원,윤예희"
1350,EX-Retro 에비게일 차일드 1,2008-09-04,"209,000",0.0%,"209,000",43,43,1,2,미국,미국,,,,기타,,
1350,그들도 우리처럼,1990-11-10,"218,000",0.0%,"218,000",43,43,1,2,한국,한국,(주)동아수출공사,,연소자관람불가,드라마,박광수,"김민희,문성근,최재호,심혜진,박중훈"
1350,"애니메이션모음-무지개성냥,블루카르마타이거,벌거벗은히치하이커",2007-07-02,"86,000",0.0%,"86,000",43,43,1,2,기타,기타,,,,기타,,
1350,앤디 워홀,,"202,000",0.0%,"202,000",43,43,1,1,미국,미국,,,,다큐멘터리,릭 번스,로리 앤더슨
1350,인디다큐페스티발2008-길,2008-03-28,"214,000",0.0%,"214,000",43,43,1,5,한국,한국,,,,다큐멘터리,,
1350,철인들,1983-09-04,"211,000",0.0%,"211,000",43,43,1,2,한국,한국,한진흥업주식회사,,연소자관람가,드라마,배창호,"김희라,황해,안성기,박근영,김일우,조상건"
1350,코러스,2005-03-03,"248,000",0.0%,"628,318,000",43,"98,163",1,2,프랑스,프랑스,"가라티필름,노보 아투로 필름즈,프랑스2시네마",(주)영화사한결,전체관람가,드라마,크리스토퍼 파라티에,제라르 쥐노
1350,트레이시:파편들,2008-06-05,"192,000",0.0%,"192,000",43,43,1,2,캐나다,캐나다,,,,드라마,브루스 맥도널드,
1358,경쟁단편_학생3,,"210,000",0.0%,"210,000",42,42,1,2,독일,독일,,,전체관람가,애니메이션,,
1358,괴물,2006-07-27,"168,000",0.0%,"66,715,881,300",42,"10,917,195",1,21,한국,한국,영화사청어람(주),(주)쇼박스,12세관람가,"SF,가족,드라마",봉준호,"송강호,변희봉,박해일,배두나,고아성,오달수,박노식,라미란,고수희,윤제문,김뢰하,고창석,박진우,김학선,신현종,신승리,조덕제,조진영,김창렬,김병훈,이재응,이훈진,정강희,김대근,김효선,김종준,김다영,이왕우,유승목,손진호,권병길,손영순,정인기,최교식,이종윤,김비비,조영규"
1358,그림자+벚꽃편지,2008-05-30,"252,000",0.0%,"252,000",42,42,1,3,일본,일본,,,,드라마,,
1358,손뼉 치고 주먹 쿵쿵,,"209,000",0.0%,"209,000",42,42,1,11,일본,일본,,,,드라마,타카하시 이즈미,히로스에 히로마사
1358,중앙대학교졸업작품전-섹션9,2008-12-12,"126,000",0.0%,"126,000",42,42,1,2,한국,한국,,,,드라마,,
1363,2005 [통합]영화제/기획전/회고전 등,,"268,000",0.0%,"411,337,500",41,"75,312",1,11,,,,,,,,
1363,EIDF-심사위원 특별상 수상작,2008-09-11,"82,000",0.0%,"82,000",41,41,1,2,기타,기타,,,,다큐멘터리,,
1363,EX-Live 2 존 케이지 스페셜 : 퍼포먼스,2008-09-04,"199,000",0.0%,"199,000",41,41,1,1,기타,기타,,,,기타,,
1363,SICAF 2008 수상작 모음2,2008-08-21,"272,000",0.0%,"272,000",41,41,1,5,기타,기타,,,,,,
1363,부채,,"175,000",0.0%,"175,000",41,41,1,3,이스라엘,이스라엘,,,,스릴러,아사프 베른슈타인,"길라 알마고,네타 가르티"
1363,비키 상영 묶음1,,"164,000",0.0%,"164,000",41,41,1,2,한국,한국,,,,기타,,
1363,싸움의 기술,2006-01-05,"148,000",0.0%,"7,331,140,000",41,"1,146,463",1,2,한국,한국,코리아 엔터테인먼트,CJ ENM,15세관람가,코미디,신한솔,"백윤식,재희,김응수,허종수,송승현,김무유,최여진,박종하,이동진,변승현,한정훈,장성현,박성준,신현탁,길해연,조상건,장준녕,권병길,조성하,박기웅,오창경,손병욱"
1363,애니충격 감독열전- 라스코 시릭 편,2008-11-28,"227,000",0.0%,"227,000",41,41,1,5,기타,기타,,,,,,
1363,예술가와 수단 쌍둥이,,"82,000",0.0%,"82,000",41,41,2,3,뉴질랜드,뉴질랜드,,,,다큐멘터리,피에트라 브렛켈리,
1363,인디포럼2008-국내신작 1,2008-05-30,"202,000",0.0%,"202,000",41,41,1,2,한국,한국,,,,드라마,,
1363,작가를 만나다-양해훈2,2008-03-22,"199,000",0.0%,"199,000",41,41,1,1,한국,한국,,,,드라마,,
1363,접속,1997-09-13,"246,000",0.0%,"246,000",41,41,1,11,한국,한국,(주)명필름,,고등학생이상관람가,"멜로/로맨스,드라마",장윤현,"한석규,전도연,추상미,김태우,이범수,이장욱,최철호,박용수"
1375,11월 단편상상극장-기억과 상실의 영화관,,"240,000",0.0%,"240,000",40,40,1,4,한국,한국,,,,드라마,,
1375,그라인드 하우스,,"160,000",0.0%,"160,000",40,40,1,8,미국,미국,,,,"공포(호러),액션","로버트 로드리게즈,쿠엔틴 타란티노,일라이 로스,에드가 라이트,롭 좀비","로즈 맥고완,커트 러셀,프레디 로드리게스,말리 쉘튼"
1375,미로스페이스 - 살아있는 컬트의 밤,2007-07-13,"480,000",0.0%,"480,000",40,40,1,1,기타,기타,,,,기타,,
1375,씨너스애니임팩트 MANIA4,2007-06-28,"196,000",0.0%,"196,000",40,40,1,2,기타,기타,,,,기타,,
1375,영국인 외과 의사,,"80,000",0.0%,"80,000",40,40,1,2,영국,영국,,,,다큐멘터리,제프리 스미스,
1375,왓 위민 원트,2001-01-13,"200,000",0.0%,"200,000",40,40,1,4,영국,영국,,,15세관람가,"멜로/로맨스,코미디",낸시 마이어스,"헬렌 헌트,멜 깁슨"
1375,인디포럼2008-국내신작 2,2008-05-30,"200,000",0.0%,"200,000",40,40,1,2,한국,한국,,,,드라마,,
1382,家家호호,,"143,000",0.0%,"143,000",39,39,1,1,한국,한국,,,,,,
1382,씨너스 애니충격전 8월 매니아섹션 4,2007-08-23,"190,000",0.0%,"190,000",39,39,2,4,기타,기타,,,,기타,,
1382,우리 부모가 휴가를 떠난 해,,"285,000",0.0%,"285,000",39,39,1,6,브라질,브라질,,,,드라마,까우 앙부르게르,"미셀 조엘사스,게르마노 하이웃"
1382,흑수선,2001-11-15,"202,000",0.0%,"202,000",39,39,1,2,한국,한국,(주)태원엔터테인먼트,(주)시네마서비스,12세관람가,액션,배창호,"이미연,김서현,이정재,김윤태,안성기,정준호,최지혜,이화진,윤상현,임현균,임병동,김진애,이현경,이대연,김준배,이기영,유재명,강성진,김상호,전원주,신문성"
1382,힐링 히스토리-이반검열 1+2,2008-03-06,"188,000",0.0%,"188,000",39,39,1,3,한국,한국,,,,다큐멘터리,,
1387,AISFF2008 폐막작-국제경쟁 수상작,,"266,000",0.0%,"266,000",38,38,1,1,기타,기타,,,,기타,,
1387,SIFF2008-단편경쟁4,,"188,000",0.0%,"188,000",38,38,1,2,한국,한국,,,,기타,,
1387,SIFF2008_장편초청2,,"184,000",0.0%,"184,000",38,38,1,2,한국,한국,,,,드라마,,
1387,경마장 가는 길,1991-12-21,"184,000",0.0%,"184,000",38,38,1,2,한국,한국,태흥영화(주),,연소자관람불가,"드라마,멜로/로맨스",장선우,"강수연,문성근,김보연"
1387,고래사냥2,1985-12-21,"187,000",0.0%,"187,000",38,38,1,2,한국,한국,(주)황기성 사단,,고등학생이상관람가,드라마,배창호,"강수연,김지영,최재호,안성기,손창민"
1387,그 섬에 가고 싶다,1993-12-24,"196,000",0.0%,"196,000",38,38,1,2,한국,한국,박광수필름,,고등학생이상관람가,"드라마,전쟁",박광수,"안성기,문성근,심혜진,최우혁,안소영,허석도,유순철,김일우,이용녀,권태원,강선숙"
1387,"나의 사랑, 나의 신부",1990-12-29,"196,000",0.0%,"196,000",38,38,1,2,한국,한국,(주)삼호필림,,고등학생이상관람가,"드라마,코미디",이명세,"박중훈,최진실,최종원,김보연,윤문식,권병길"
1387,"베르나데트처럼 행복한, 영혼의 울림, 비디오 팜므를 소개합니다",,"152,000",0.0%,"152,000",38,38,1,1,,,,,,,,
1387,앤드류 부자스키 스페셜-뮤추얼 어프리시에이션,2008-03-25,"226,000",0.0%,"226,000",38,38,1,2,미국,미국,,,,드라마,,
1387,올드 플레이스+21세기의 기원,2008-08-22,"262,000",0.0%,"262,000",38,38,1,5,프랑스,프랑스,,,,다큐멘터리,,
1387,핑크 리본,,"186,000",0.0%,"186,000",38,38,1,2,일본,일본,,,,다큐멘터리,후지이 겐지로,"아다치 마사오,구로사와 기요시,와카마츠 코지"
1398,After 2000_단편 애니 걸작선,,"216,000",0.0%,"216,000",37,37,1,2,한국,한국,,,,,,
1398,SIFF2008_촛불영상,,"179,000",0.0%,"179,000",37,37,1,2,한국,한국,,,,다큐멘터리,,
1398,[통합]영화패키지상영,,"218,000",0.0%,"308,437,000",37,"35,186",1,18,,,,,,,,
1398,단편영화 감독 특별전_유지태,,"211,400",0.0%,"211,400",37,37,1,2,한국,한국,,,,드라마,,
1398,"배우열전2-임지규, 서영주",2007-12-13,"259,000",0.0%,"259,000",37,37,1,1,기타,기타,,,,기타,,
1398,야나기마치 미츠오 스페셜,2008-01-19,"218,000",0.0%,"218,000",37,37,1,2,일본,일본,,,,기타,,
1398,오토 프레민저 스페셜-워싱턴 정가,2008-02-15,"240,000",0.0%,"240,000",37,37,1,3,미국,미국,,,,드라마,,
1398,컨벤셔니어즈,,"187,000",0.0%,"187,000",37,37,1,7,미국,미국,,,,"드라마,멜로/로맨스",모라 스티븐스,"매튜 마베,우드윈 쿤스"
1406,2008 인디애니페스트-경쟁2 일반,,"133,000",0.0%,"133,000",36,36,1,2,한국,한국,,,,,,
1406,내 남자 친구는 왕자님,2004-06-18,"179,000",0.0%,"344,187,000",36,"52,261",1,2,미국,미국,"파라마운트 픽쳐스,라이온스 게이트 필름즈",한국소니픽쳐스릴리징브에나비스타영화㈜,12세관람가,멜로/로맨스,마사 쿨리지,"줄리아 스타일즈,루크 마블리"
1406,달이 찰 때까지,,"178,000",0.0%,"178,000",36,36,1,2,일본,일본,,,,드라마,이리,이마이즈미 코이치
1406,보다 멀리 2,,"180,000",0.0%,"180,000",36,36,1,3,한국,한국,,,,드라마,,
1406,불편한 진실,2006-09-14,"252,000",0.0%,"19,295,500",36,"3,106",1,12,미국,미국,,UIP코리아,전체관람가,다큐멘터리,데이비드 구겐하임,"조지 부시,앨 고어"
1406,빌보드 레코드,,"175,000",0.0%,"175,000",36,36,1,1,한국,한국,,,,다큐멘터리,배찬동,
1406,슈리 인 더 스카이,,"163,000",0.0%,"163,000",36,36,1,2,브라질,"브라질,독일,포르투갈",,,,드라마,카림 아이노우즈,"헤르밀라 구에데스,호아오 미구엘"
1406,시녀들,,"169,000",0.0%,"169,000",36,36,1,2,기타,기타,,,,드라마,이보르 포돌착,
1406,치즈와 구더기,,"174,000",0.0%,"174,000",36,36,1,4,일본,일본,,,,다큐멘터리,카토 하루요,
1415,2007 [통합]단편영화,,"208,000",0.0%,"208,000",35,35,1,7,기타,기타,,,,기타,,
1415,봄바람을 만난 발칙한 여인들,,"175,000",0.0%,"175,000",35,35,1,1,한국,한국,,,,,,
1415,시그라프 07 BEST AT,,"171,000",0.0%,"171,000",35,35,1,2,기타,기타,,,,,,
1415,인디밴드공연+너를보내는숲,2008-04-24,"206,000",0.0%,"206,000",35,35,1,1,일본,일본,,,,드라마,,
1415,존 케이지 스페셜 1,2008-09-04,"172,000",0.0%,"172,000",35,35,1,2,기타,기타,,,,기타,,
1415,파이란,2001-04-28,"165,000",0.0%,"675,000",35,137,1,10,한국,한국,튜브픽쳐스(주),(주)튜브엔터테인먼트,15세관람가,드라마,송해성,"최민식,장백지,김수현,김지영,손병호,송현영,김해곤,김민희,정종현,공형진,지대한,손진호,김수현"
1421,EX-Live 1-무비 콘서트 III,2008-09-04,"151,000",0.0%,"151,000",34,34,1,1,기타,기타,,,,기타,,
1421,SIFF2008_다큐멘터리 특별초청,2008-12-13,"170,000",0.0%,"170,000",34,34,1,2,기타,기타,,,,다큐멘터리,,
1421,SIFF2008_장편경쟁2,,"164,000",0.0%,"164,000",34,34,1,2,한국,한국,,,,드라마,,
1421,그들만의 러브 매치,2007-01-05,"200,000",0.0%,"200,000",34,34,1,1,스페인,스페인,,시네마밸리,청소년관람불가,코미디,벤트라 폰즈,"켄타나 길런 쿠에보,샌티 밀란"
1421,금요단편극장-나비날다,,"158,000",0.0%,"158,000",34,34,1,1,한국,한국,,,,,,
1421,네온 속으로 노을지다,1995-02-25,"186,000",0.0%,"186,000",34,34,1,2,한국,한국,(주)우림영화,,연소자관람불가,드라마,이현승,"문성근,이미경,채시라,이병준,김의성"
1421,대학로에서 매춘하다가 토막살해당한 여고생 아직 대학로에 있다,2000-12-30,"174,000",0.0%,"174,000",34,34,1,7,한국,한국,잡종강세필름,,18세관람가,"SF,공포(호러),판타지",남기웅,"이소윤,김대통,배수백,황필수,정은경,김아람"
1421,란포지옥,,"219,500",0.0%,"219,500",34,34,1,6,일본,일본,,,,공포(호러),"타케우치 스구루,짓소지 아키오,사토 히사야스,카네코 아츠시","아사노 타다노부,나리미야 히로키,마츠다 류헤이"
