,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
805,머니백,2018-04-12,417495600,417495600,53610,53610,472,6878,한국,(주)리틀빅픽쳐스,15세이상관람가,액션,허준형,"김무열,박희순,이경영,전광렬,임원희,오정세,김민교,이익준,이소희,이신영,이윤희,이정수,이정현,김준아,김태환,문도선,장혁진,정준혁,정혜경,최원영,한대훈,현봉식,양주호,김대곤,손영희,한대훈,박성민,이동진"
806,내 생각엔,,2204,2204,7,7,1,2,대만,,,,허지언,
807,졸업,,795000,962000,120,155,2,8,한국,,,드라마,허지예,"이태경,김소라,최희승"
808,MSFF2017 허진호 단편 특별전,,746000,746000,125,125,1,2,한국,,,,허진호,
809,봄날은 간다,2001-09-28,42280500,56714000,7719,10167,62,1421,한국,(주)시네마서비스,15세관람가,드라마,허진호,"유지태,이영애,김태진,김명인,권희영,이범수,민현선,임승민,박성희,이숙영,김정,이영옥,박인환,엄효섭,신신애,손영순"
810,8월의 크리스마스,1998-01-24,17788600,191948100,3168,28146,21,136,한국,"한국영상투자개발(주),(주)싸이더스",15세 미만인 자는 관람할 수 없는 등급,멜로/로맨스,허진호,"한석규,심은하,신구,이한위,전미선,오지혜,이용녀,김기천"
811,호우시절,2009-10-08,2553000,2144458500,324,288440,6,58,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,멜로/로맨스,허진호,"정우성,고원원,이봉화,이서영,김상호"
812,위험한 관계,2012-10-11,2122666230,2122666230,298086,298086,334,17886,한국,(주)씨제이이엔엠,청소년관람불가,멜로/로맨스,허진호,"장동건,장쯔이,장백지"
813,천문: 하늘에 묻는다,2019-12-26,-676378164,-676378164,2000648,2000648,1198,68980,한국,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,사극,허진호,"최민식,한석규,신구,김홍파,허준호,김태우,김원해,임원희,오광록,박성훈,전여빈,김승훈,박기륭,김병남,안문주,윤제문,민경진,이동용,김승태,최재섭,이서환,류지훈,김성강,현봉식,이중옥,조진결,김형묵,설도희,강한샘,김동현,이한솔,오세영,강성하,김준범,최일순,오희준,배제기,배준수,조원재,김진희,이승훈,오지영,김현창,황진호,성레이,이한성,송용환,황영수,홍현종,김용식,최순영,김병남,노현욱,박문재,정민,조준혁,유재윤,김길중,허도행,이광식,윤동주,김세정,김용,김홍기,배재완,김시우,임소현,한희림,문가희,이서연,김현선,왕나경,최진주,정보람,이나라,홍달표,문정혁,이용호,안세진,김흥태,이해만,노승천,김태응,최태호,이현일,김유진,이승호,이한형,박민규,김경준,김용운,전동현,김학준,남준우,박기명,김영모,김민서,임정환,송재현,이시검,주민준,김기영,김학충,박규상"
814,덕혜옹주,2016-08-03,0,1447944649,0,5599995,1,2,한국,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,사극,허진호,"손예진,박해일,윤제문,라미란,정상훈,박수영,김소현,박주미,안내상,김재욱,김인우,백윤식,김대명,김정희,박윤식,박지수,박혜영,송민수,송창현,신동주,오세영,이경훈,이명규,이상진,이승진,최영빈,최일순,최정순,한동훈,함성원,홍은지,김무규,김기정,차지원,고수,금새록,김승훈,김기천,곽자형,김나연,신정섭,김용호"
815,영화판,2012-12-06,1110000,10353500,198,1561,5,52,한국,주식회사 마운틴픽쳐스,12세이상관람가,다큐멘터리,허철,"정지영,윤진서,임권택,안성기,이진훈,이두용"
816,미라클 여행기,2015-01-15,20562500,21417500,3228,3399,12,320,한국,미라클필름,전체관람가,다큐멘터리,허철,"최미라,김영민,김정민"
817,돌아온다,2017-12-07,89996300,89996300,14037,14037,58,1009,한국,(주)더블앤조이픽쳐스,12세이상관람가,드라마,허철,"김유석,손수현,리우진,박병은,허상진"
818,홍역괴물,,8335,8335,5,5,1,2,한국,,,다큐멘터리,허철녕,
819,옥화의 집,,545000,611000,109,120,1,3,한국,,,한국,허철녕,
820,말해의 사계절,,1181500,1181500,206,206,1,6,한국,,,다큐멘터리,허철녕,
821,불은 시작되었다,,41500,41500,22,22,1,3,영국,,,,험프리 제닝스,
822,티모시를 위한 일기,,41500,41500,22,22,1,3,영국,,,,험프리 제닝스,
823,오션스: 문어구출대작전,2019-10-03,83373580,83373580,11055,11055,191,915,중국,와이드 릴리즈(주),전체관람가,애니메이션,헤 질리,"남도형,김소희,강은애,김경희,민아,김보나,서반석,이창민"
824,꼬마잠수함 올리,2014-10-16,196511300,196511300,29114,29114,232,1921,중국,예지림엔터테인먼트,전체관람가,애니메이션,헤 질리,"김경희,최윤정,김자연,홍진욱"
825,빅샤크: 매직체인지,2018-06-27,166000,1012627700,24,138764,1,2,중국,와이드 릴리즈(주),전체관람가,애니메이션,헤 질리,"이제인,장병관,김사라,김한나,윤세웅,홍후백"
826,병사는 만들어진다,,32000,32000,8,8,1,1,미국,,,다큐멘터리,헤더 코트니,
827,50번의 콘서트,,315000,315000,69,69,1,2,네덜란드,,,다큐멘터리,헤디 허니그만,
828,"아르헨티나 건축의 거장, 아만시오 윌리암스",,564000,564000,94,94,1,2,아르헨티나,,[국내] 전체 관람가,다큐멘터리,헤라르도 파네로,
829,일곱난쟁이,2014-12-24,304278800,1622195700,42925,227586,92,1027,독일,,,,헤랄드 지페르만,
830,레전더리 콘서트: 헤르베르트 폰 카라얀,2020-11-01,20976000,20976000,730,730,15,122,독일,케빈앤컴퍼니,[국내] 전체 관람가,공연실황,헤르베르트 폰 카라얀,헤르베르트 폰 카라얀
831,플립,2016-02-25,5000,5000,1,1,1,1,미국,라인트리엔터테인먼트,청소년관람불가,드라마,헤리스 데멜,"마이클 매드슨,스텔라 매브"
832,붉은 사원의 순종자들,,27500,27500,8,8,1,3,미국,,,다큐멘터리,"헤말 트라이베디,모하메드 알리 나크비",
833,리바운스,,31000,31000,9,9,1,2,덴마크,,,드라마,헤이디 마리아 파이스트,"키르스텐 올레슨,니엘스 스코슨,다 살림"
834,델라웨어 12번가,,242000,242000,46,46,1,3,미국,,,다큐멘터리,"헤이디 에윙,레이첼 그레디",
835,"낯선 남편, 익숙한 X",2019-10-02,1000,1000,1,1,1,1,일본,(주)빅콘미디어,청소년관람불가,멜로/로맨스,헤이키 치로,하츠미 사키
836,유부남의 미소녀 사육기,2019-10-02,1000,1000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,헤이키 치로,
837,직장의 맛,,1000,1000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,헤이키 치로,
838,가정교사의 참교육,2020-08-31,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,헤이키 치로,
839,그녀와 남사친들,,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,헤이키 치로,
840,넘치는 욕정의 그녀,,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,헤이키 치로,
841,몸으로 응원하는 귀여운 메이,,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,헤이키 치로,
842,몸으로 응원하는 여자,,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,헤이키 치로,
843,적극적인 G컵 접대녀,2020-09-25,6000,6000,1,1,1,1,일본,(주)빅콘미디어,청소년관람불가,성인물(에로),헤이키 치로,호시노 나미
844,써드 스타,2015-08-13,4050000,4050000,810,810,5,18,영국,(주)수키픽쳐스,15세이상관람가,드라마,헤이티 달튼,"베네딕트 컴버배치,톰 버크,JJ 페일드,애덤 로버트슨"
845,거미여인의 키스,,394000,394000,77,77,1,2,미국,,청소년 관람불가 ,드라마,헥터 바벤코,"윌리엄 허트,라울 줄리아,소냐 브라가"
846,그녀가 죽은 밤,2016-01-28,5000,5000,1,1,1,1,스페인,(주)영화사 빅,청소년관람불가,스릴러,헥터 헤르난데즈 비센스,"알버트 칼보,알바 리바스"
847,시체들의 새벽: 컨테이젼,2020-04-09,7651860,7651860,875,875,52,323,불가리아,제이앤씨미디어그룹,청소년 관람불가 ,공포,헥터 헤르난데즈 비센스,"소피 스켈톤,조나단 스캐치,제프 검"
848,내 슬픈 창녀들의 추억,2012-07-19,77177500,77177500,12827,12827,15,449,멕시코,CGV아트하우스,청소년관람불가,드라마,헨닝 칼슨,"에밀리오 에체바리아,제랄딘 채플린,안젤라 몰리나"
849,감염: 지구 최후의 날,2019-08-22,5000,5000,1,1,1,1,영국,,[국내] 15세 관람가,드라마,헨드릭 팔러,"톰 밀러,아냐 코르준,줄리엔 카플런"
850,오프 비트,,130000,130000,26,26,1,2,독일,,,드라마,헨드릭 홀즈만,"마치아스 슈와바이어퍼,제시카 슈바르츠,플로리안 루카스"
851,보이헌트,,913000,913000,454,454,1,21,미국,,,,헨리 레빈,
852,하우스 오브 다크,2015-06-25,50000,50000,10,10,1,1,스페인,(유)영화사 화수분,15세이상관람가,공포(호러),헨리 벳웰,"주리아 베가,애드리에나 루비어"
853,바운티 킬러,2014-10-08,250000,250000,50,50,1,1,미국,주식회사 루믹스미디어,청소년관람불가,액션,헨리 세인,크리스타나 로켄
854,코렐라인: 비밀의 문,2009-05-21,80000,1427440000,16,219307,1,2,미국,,전체 관람가 ,애니메이션,헨리 셀릭,"다코타 패닝,테리 해처,제니퍼 손더스"
855,디스커넥트,2013-11-07,161108704,161108704,23255,23255,113,1655,미국,(주)영화사 빅,청소년관람불가,드라마,헨리 알렉스 루빈,"제이슨 베이트먼,알렉산더 스카스가드,폴라 패튼,프랭크 그릴로"
856,너브,2017-01-11,239275800,239275800,29441,29441,151,2437,미국,(주)박수엔터테인먼트,15세이상관람가,어드벤처,"헨리 유스트,아리엘 슐만","엠마 로버츠,줄리엣 루이스"
857,파라노말 액티비티 3,2011-10-20,948704000,948704000,131437,131437,180,6147,미국,(주)씨제이이엔엠,12세이상관람가,공포(호러),"헨리 유스트,아리엘 슐만",케이티 피더스턴
858,미스터 홉스 휴가 가다,,408000,408000,204,204,1,9,미국,,,미국,헨리 코스터,"제임스 스튜어트,모린 오하라,파비안"
859,디데이,,652000,1378000,326,706,1,6,미국,,[국내] 15세 관람가,전쟁,헨리 코스터,"로버트 테일러,리처드 토드,데이너 윈터"
860,아름다운 추억,,2266000,2266000,754,754,1,12,미국,,,,헨리 코스터,
861,마야,,976000,2084000,488,1042,1,15,이탈리아,,,,헨리 코스터,
862,나폴레옹과 데지레,,3659000,8527000,1827,4248,1,38,미국,,,,헨리 코스터,
863,오케스트라의 소녀,,98000,8883000,49,4424,1,4,미국,,,코미디,헨리 코스터,"디나 더빈,아돌프 멘주,앨리스 브래디"
864,룻 이야기,,4701000,9659000,2343,4737,1,30,미국,,[국내] 전체 관람가,드라마,헨리 코스터,"스튜어트 휘트먼,톰 트라이언,페기 우드"
865,성의,1986-12-31,3394000,12587644,1692,7616,1,25,미국,,[국내] 전체 관람가,드라마,헨리 코스터,"리차드 버튼,진 시몬즈,빅터 머추어"
866,독수리는 다시난다,,86000,170000,43,77,1,1,미국,,,액션,헨리 킹,"타이론 파워,베티 그레이블,존 슈튼"
867,카이바 결사대,,36000,2144000,18,1072,1,2,미국,,,,헨리 킹,
868,밤은 돌아오지 않는다,,1067000,3693000,532,1408,1,12,미국,,,,헨리 킹,
869,야성녀,,266000,3417000,133,1702,1,15,미국,,,미국,헨리 킹,"타이론 파워,수잔 헤이워드,리처드 이간"
870,권총왕,,3206000,3799000,1620,1935,1,22,미국,,,,헨리 킹,
871,검은 백조,,63000,4207000,21,2093,1,1,미국,,,모험,헨리 킹,"타이론 파워,모린 오하라,레어드 크레거"
872,회전목마,,825000,4847000,410,2413,1,18,미국,,12세 관람가 ,드라마,헨리 킹,"고든 맥라,셜리 존스,캐머런 미첼"
873,비수,,390000,5125000,195,2434,1,7,미국,,,,헨리 킹,
874,인 올드 시카고,,1680000,5227000,840,2611,1,21,미국,,,액션,헨리 킹,"타이론 파워,알리스 페이,돈 아메체"
875,베르나데트의 노래,,621000,7750000,304,3571,1,16,미국,,[국내] 전체 관람가,드라마,헨리 킹,"제니퍼 존스,윌리엄 에이스,찰스 빅포드"
876,해는 또다시 뜬다,,1229000,7938000,612,3950,1,18,미국,,,,헨리 킹,
877,다윗과 밧세바,,2892000,12580000,1446,6323,1,22,미국,,,드라마,헨리 킹,"그레고리 펙,수잔 헤이워드,레이몬드 머시"
878,브라바도스,,4144000,12766000,2072,6558,1,48,미국,,,서부,헨리 킹,"그레고리 펙,조안 콜린스,스티븐 보이드"
879,킬리만자로의 눈,,1068000,19789000,534,9524,1,29,미국,,,모험,헨리 킹,"그레고리 펙,수잔 헤이워드,에바 가드너"
880,모정,1972-12-09,2278000,36522000,1159,17776,1,34,미국,,[국내] 12세 관람가,드라마,헨리 킹,"윌리엄 홀든,제니퍼 존스,토린 댓처"
881,이중노출,,378000,378000,61,61,1,3,미국,,,범죄,헨리 해서웨이,"빅터 머추어,브라이언 돈레비,콜린 그레이"
882,네바다 스미스,,51000,143000,17,63,1,1,미국,,,미국,헨리 해서웨이,"스티브 맥퀸,수잔 프레셔티,라프 발로네"
883,진정한 용기,,66000,201000,22,81,1,1,미국,,,모험,헨리 해서웨이,"존 웨인,글렌 캠벨,킴 다비"
884,해군과 숙녀,,752000,752000,376,376,1,23,,,,,헨리 해서웨이,
885,사막의 여우 롬멜,,599000,2157000,321,1136,1,6,미국,,12세 관람가 ,액션,헨리 해서웨이,"제임스 메이슨,제시카 탠디,세드릭 하드윅"
886,악의 화원,,1256000,3776000,628,1888,1,20,미국,,,,헨리 해서웨이,
887,황야의 역마차,,256000,4842000,125,2450,1,8,미국,,,미국,헨리 해서웨이,"타이론 파워,수잔 헤이워드,휴 말로우"
888,정염의 검사,,1852000,5015000,926,2505,1,40,미국,,,,헨리 해서웨이,
889,알래스카의 혼,,1777000,7842000,827,3415,1,29,미국,,12세 관람가 ,미국,헨리 해서웨이,"스튜어트 그레인저,존 웨인,어니 코박스"
890,나이아가라,,1455000,17292000,699,8392,1,19,미국,,,느와르,헨리 해서웨이,"마릴린 먼로,조셉 거튼,진 피터스"
891,인생의 종착역,,829000,829000,407,407,1,8,미국,,,,"헨리 해서웨이,하워드 혹스,헨리 킹,헨리 코스터,진 네글레스코",
892,어쌔신 리벤지,2017-04-11,3000,3000,1,1,1,1,미국,,,,헨리크 쿠토,
893,위자 악마소환게임,2020-10-15,300000,300000,60,60,1,1,헝가리,,,,헨리크 쿠토,
894,잔인한 이웃,,400000,400000,50,50,1,3,덴마크,,청소년 관람불가 ,드라마,헨릭 루벤 겐즈,"야곱 세데르그렌,킴 보드니아,라르스 브리그만"
895,1720 디네킬렌 해전,,23227000,23227000,8378,8378,3,28,덴마크,제인앤유,[국내] 청소년 관람불가,코미디,헨릭 루벤 겐즈,"제이콥 오프테브로,마틴 부쉬,다비드 덴칙"
896,베지터러블,,23660,23660,115,115,1,1,덴마크,,,애니메이션,"헨릭 소엔닉슨,벤야민 닐슨",
897,파비스씨의 마지막 날,,92000,92000,19,19,1,1,독일,,,드라마,헨릭 페셀,
898,그들만의 세상,,88000,88000,22,22,1,2,체코,,,다큐멘터리,헬레나 트레슈티코바,
899,더 스트레인지 컬러,,855000,855000,171,171,1,2,벨기에,,,스릴러,"헬렌 카테,브루노 포르자니","클라우스 탕게,장-미셸 보크,샘 루윅"
900,덴 쉬 파운드 미,2012-01-05,2459000,2459000,425,425,2,19,미국,(주)영화사 조제,청소년관람불가,코미디,헬렌 헌트,"헬렌 헌트,콜린 퍼스,베트 미들러"
901,라이드 : 나에게로의 여행,2015-07-16,0,125004700,0,15195,1,2,미국,(주)티캐스트,15세이상관람가,드라마,헬렌 헌트,"헬렌 헌트,루크 윌슨,브렌튼 스웨이츠"
902,클라라,2010-12-16,502000,104355600,90,14207,1,4,독일,(주)영화사 진진,15세이상관람가,드라마,헬마 잔더스-브람스,"마르티나 게덱,파스칼 그레고리,맬릭 지디"
903,저주의 산뗏,2018-12-06,5000,5000,1,1,1,1,인도네시아,라온아이(주),15세이상관람가,공포(호러),헬피 카르딧,켈리 브룩
904,최종면접,,168690,168690,157,157,1,8,한국,,,한국,현문섭,김대현
905,"남자, 화장을 하다 : 아이 원트 제로지",,647500,647500,130,130,1,6,한국,,,다큐멘터리,현영애,
906,서둘러 천천히,,536000,725000,108,147,2,4,한국,,,다큐멘터리,현영애,
907,오하마나,,377500,377500,63,63,1,3,한국,,,한국,현우민,김예나
908,나쁜 엄마,2018-04-26,1107000,1107000,201,201,18,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,현재훈,
909,헤븐,,28000,28000,4,4,1,2,한국,,,드라마,현종문,
910,바람커피로드,,387500,387500,81,81,1,2,한국,,,다큐멘터리,현진식,
911,나의 노래는 멀리멀리,2019-10-03,34527180,34527180,4243,4243,27,373,한국,영화사 풀,전체관람가,다큐멘터리,현진식,"김지희,이순도,김태식,김지민,김은성,하주현,송정연"
912,새벽의 끝,,40000,106000,8,17,1,2,말레이시아,,,드라마,호 유항,서천우
913,CFSC - 외계인 던컨,,4914,4914,30,30,1,2,중국,,,애니메이션,호 츠람,
914,돌고래와 소년,,23685,23685,100,100,1,2,중국,,,,호강,
915,몬스터 패밀리,2017-12-21,-1353783596,-1353783596,397633,397633,617,8183,독일,(주)키다리이엔티,전체관람가,애니메이션,호거 태프,"에밀리 왓슨,닉 프로스트"
916,협녀,,951000,2725000,473,720,1,6,대만,조이앤시네마,15세 관람가 ,액션,호금전,"서풍,석준,백응"
917,용문객잔,,1584000,1624000,792,798,1,15,대만,,15세 관람가 ,액션,호금전,"석준,백응,상관령봉"
918,애딕티드,2012-04-19,6000,6000,1,1,1,1,프랑스,(주)컴퍼니엘,청소년관람불가,멜로/로맨스,호르모즈,"휴버트 벤함딘,카롤린 뒤세"
919,마인드스케이프,2014-10-23,220476900,220476900,30257,30257,199,3311,스페인,오퍼스픽쳐스(유),15세이상관람가,스릴러,호르헤 도라도,"마크 스트롱,타이사 파미가"
920,"칠레의 노래패, 퀼라파윤",,26000,26000,26,26,1,2,칠레,,,다큐멘터리,호르헤 레이바,
921,빅 스카이,2016-10-13,5000,5000,1,1,1,1,미국,(주)스마일이엔티,15세이상관람가,스릴러,호르헤 미첼 그라우,"벨라 손,카이라 세드윅,프랭크 그릴로,아론 트베잇"
922,플래닛 51,2010-10-21,431000,288235500,67,45594,1,6,스페인,(주)쇼박스,전체관람가,애니메이션,"호르헤 블랑코,마르코스 마르티네즈,자비에르 아바드","드웨인 존슨,제시카 비엘,저스틴 롱,게리 올드만,숀 윌리암 스콧,존 클리즈"
923,18번의 식사,,192000,192000,24,24,1,1,스페인,,,코미디,호르헤 코이라,"루이스 토사,페데리코 페레즈 레이"
924,도시락집처녀,,30000,30000,6,6,1,1,일본,,,,호리 사다카즈,
925,색정단지부인,,75000,75000,15,15,1,1,일본,,,,호리 사다카즈,
926,새엄마는 동갑내기,,35000,735000,7,147,1,1,일본,,,,호리 사다카즈,
927,치명적 사랑애(愛) 문신2,,30000,30000,10,10,1,1,일본,(주)케이알씨지,청소년관람불가,드라마,호리에 케이,"이노우에 미코토,나미오카 카즈키"
928,섹스 콜렉터,,30000,30000,10,10,1,1,일본,,[국내] 청소년 관람불가,에로,호리우치 히로시,"사쿠라기 린,오자와 토오루,아라이 히데유키"
929,귀 파는 여자,2013-04-04,30000,30000,10,10,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),호리우치 히로시,"사쿠라기 리나,타나카 아키라"
930,스캔들: 세 남녀,2016-11-25,5000,5000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로/로맨스,호리이 아야,요시자와 아키호
931,내 아내의 친구,2018-04-03,6000,6000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,호리이 아야,요시다 치에
932,도쿄에 사는 맑은 슬림녀,2018-04-03,6000,6000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,호리이 아야,코이케 마나미
933,핑크 여친의 애집,2017-07-18,6000,6000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,호리이 아야,시지미
934,난교: 쾌락의 맛,2016-04-07,8000,8000,1,1,1,1,일본,(주)엘케이픽쳐스,청소년관람불가,멜로/로맨스,호리이 아야,카케루
935,스타 차일드: 서투른 오디션,2016-04-07,8000,8000,1,1,1,1,일본,(주)엘케이픽쳐스,청소년관람불가,멜로/로맨스,호리이 히카루,"타카키 코스케,아리모토 유키노"
936,웅덩이의 두 사람,2016-01-14,8000,8000,1,1,1,1,일본,(주)엘케이픽쳐스,청소년관람불가,멜로/로맨스,호리이 히카루,산단 토모아키
937,기둥서방의 여인,2017-01-10,8000,8000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,호리이 히카루,하세가와 치사
938,외사경찰,2012-11-08,15409000,15409000,2113,2113,20,210,일본,(주)마인스 엔터테인먼트,청소년관람불가,액션,호리키리조노 켄타로,"와타베 아츠로,김강우,마키 요코,오노 마치코,타나카 민,임형준,이시바시 료,김응수"
939,할머니가 간다!,,700000,700000,175,175,1,1,노르웨이,,,,호바르 부스트니스,
940,센티멘트 오브 더 플레시,2012-12-05,411000,411000,203,203,1,1,프랑스,(주)드림웨스트픽쳐스,청소년관람불가,스릴러,호베흐또 가흐제이휴,"띠볼트 뱅꽁,아나벨 에뜨앙"
941,이니스프리,,170000,170000,37,37,1,3,스페인,,,다큐멘터리,호세 루이스 게린,"바틀리 오피니,안나 리비아 라이언"
942,디지털 삼인삼색 2011: 어느 아침의 기억,,504000,504000,76,76,1,2,한국,,,,호세 루이스 게린,
943,게스트,,212000,574000,43,101,1,3,스페인,,,다큐멘터리,호세 루이스 게린,
944,공사 중,,166000,632000,34,107,1,3,스페인,,,다큐멘터리,호세 루이스 게린,
945,그림자 열차,,85000,775000,11,131,1,2,스페인,,,드라마,호세 루이스 게린,
946,뮤즈의 아카데미,,292000,1005000,70,177,1,5,스페인,,,드라마,호세 루이스 게린,
947,실비아의 도시에서,,500000,1647000,97,272,1,3,스페인,,,드라마,호세 루이스 게린,필라르 로페스 데 아얄라
948,리벤지,2018-07-13,282000,282000,141,141,1,2,미국,브릿지웍스 엔터테인먼트(주),청소년관람불가,공포(호러),호세 마누엘 크라비오토,"리차드 타이슨,티나 이브레프"
949,가라데 파이터,2016-07-01,5000,5000,1,1,1,1,미국,(주)케이알씨지,15세이상관람가,액션,호세 몬테시노스,"마르코 안토니오 알바레즈,데니스 루엘"
950,샤크프렌지,2019-07-18,5000,5000,1,1,1,1,미국,,[국내] 12세 관람가,액션,호세 몬테시노스,"오브리 레이놀즈,지나 비토리"
951,종이인형 도두 - 달풍선,,20293,20293,91,91,1,2,포르투갈,,,애니메이션,호세 미구엘 리베이로,
952,마약 전쟁,2017-11-02,67000,67000,26,26,5,26,기타,(주)케이알씨지,청소년관람불가,드라마,호세 이반 산티아고,"대디 양키,카티리아 소토"
953,세크레이드,2013-01-17,500000,500000,100,100,1,1,미국,,[국내] 청소년 관람불가,공포,호세 잠브라노 카셀라,"제시카 블랙모어,로렌 브라운,데이빗 맥키"
954,부메랑,1977-02-18,377000,377000,166,166,1,7,프랑스,,,드라마,호세 지오바니,"알랭 들롱,칼라 그라비나,도라 돌"
955,암흑가의 두 사람,1974-06-28,64000,1092000,32,296,1,1,프랑스,,,드라마,호세 지오바니,"장 가뱅,알랭 들롱,밈지 파머"
956,SICAF2016 경쟁 : 단편 1,,1490000,1490000,248,248,1,2,기타,,,,"호세 코랄,웅 림,김강민,델피니 프리-마에오,모하마드 레자 케라드만단,카메론 게이츠,요시미 이타츠",
957,스톤 부인의 로마의 봄,,1613000,8858000,787,4049,1,28,미국,,,,호세 쿠인테로,
958,엘리트 스쿼드 2,2011-11-24,7210500,7210500,1004,1004,14,177,브라질,팝엔터테인먼트,청소년관람불가,액션,호세 파딜라,"와그너 모라,앤드레 래미로"
959,엔테베 작전,2018-06-07,48130200,48130200,6000,6000,103,1108,미국,CGV아트하우스,12세이상관람가,범죄,호세 파딜라,"로자먼드 파이크,다니엘 브륄"
960,로보캅,2014-02-13,-1290292634,-1290292634,979509,979509,627,29686,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),12세이상관람가,액션,호세 파딜라,"조엘 키나만,사무엘 L. 잭슨,게리 올드만,애비 코니시,마이클 키튼"
961,버스 174,,926000,926000,165,165,1,4,브라질,,,다큐멘터리,"호세 파딜라,펠리페 라체르다",조시 엥리큐
962,고스트 오브 컨저링,2016-04-28,5000,5000,1,1,1,1,미국,(주) 케이알씨지,[국내] 15세 관람가,공포,호세 프렌데스,"알렉스 알레오,아리엘 브래치펠드,스테파니 그레코"
963,1월의 두 얼굴,2014-09-11,33706300,33706300,4715,4715,45,541,영국,(주)영화사 진진,15세이상관람가,스릴러,호세인 아미니,"비고 모텐슨,커스틴 던스트,오스카 아이삭"
964,동키호테,2008-09-25,37096700,437538200,5174,73743,151,639,스페인,(주)팝엔터테인먼트,[국내] 전체 관람가,애니메이션,호셉 포조,"호세 루이스 길,앤드류 부엔푸엔테,데이빗 페르난데즈"
965,샤부 야쿠자,,96000,96000,24,24,1,1,일본,,,일본,호소노 타츠오키,"야쿠쇼 코지,사오토메 아이,와타나베 마사유키"
966,시간을 달리는 소녀,2007-06-14,13086480,677912980,2495,98315,101,690,일본,"(주)얼리버드픽쳐스,THE 픽쳐스,CJ ENM",전체관람가,애니메이션,호소다 마모루,"이시다 타쿠야,나카 리이사"
967,미래의 미라이,2019-01-16,854227757,868952557,105657,107228,508,7762,일본,메가박스중앙(주)플러스엠,전체관람가,애니메이션,호소다 마모루,"쿠로키 하루,카미시라이시 모카,야쿠쇼 코지,후쿠야마 마사하루"
968,썸머 워즈,2009-08-13,4953580,944522780,939,133189,39,266,일본,CJ ENM,전체관람가,애니메이션,호소다 마모루,"사쿠라바 나나미,카미키 류노스케"
969,괴물의 아이,2015-11-25,6820800,1672311916,1146,226035,31,378,일본,"CGV아트하우스,(주)리틀빅픽쳐스",12세이상관람가,애니메이션,호소다 마모루,"야쿠쇼 코지,미야자키 아오이,소메타니 쇼타,히로세 스즈"
970,늑대아이,2012-09-13,14325640,-1941541695,2400,342252,60,702,일본,(주)미디어데이,전체관람가,애니메이션,호소다 마모루,"미야자키 아오이,오사와 타카오"
971,드래곤볼Z : 신들의 전쟁,2013-08-29,292117500,292117500,44231,44231,262,2828,일본,(주)인벤트스톤,전체관람가,애니메이션,호소다 마사히로,김환진
972,하마사키 마오의 은밀한 투잡,2020-12-23,6000,6000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로/로맨스,호소카와 켄,하마사키 마오
973,용을 찾아서,2017-02-22,63201800,63201800,8638,8638,60,460,중국,(주)머스트씨무비릴리징컴퍼니,[국내] 전체 관람가,애니메이션,호승충,
974,2015 최강애니전-BEST 4 전쟁과 평화,,78000,78000,13,13,1,2,기타,,,,"호시에 말리스,니콜라스 메나드,플로리안 그록릭,자벤 나야르,나가타 타케시,몬노 카즈에,김준기,파비안 드리호스트,프레드릭 슈드,도우베 디이크스트라",
975,알파마,,37180,37180,52,52,1,4,포르투갈,,,드라마,호아오 비안나,
976,데카당스: 섹스 중독 그녀,2018-01-04,807000,807000,147,147,22,22,멕시코,(주) 케이알씨지,[국내] 청소년 관람불가,멜로/로맨스,호아킨 로드리게즈,"나탈리 우마나,알레한드로 에스트라다"
977,세바스티앙의 의식,,1498,1498,7,7,1,1,미국,,,,호아킨 볼드윈,
978,옥보단2012 : 천하애정비법,2012-12-13,3227000,3227000,1511,1511,1,8,홍콩,(주)영화사폴,청소년관람불가,코미디,호요휘,"장건성,왕종요,장난아,다니엘라 왕"
979,모든 여자에게 거짓이 있다,2012-06-20,61000,61000,10,10,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,미스터리,"호우 라충소,호라이 타다아키","코토노,아사이 마도카"
980,7월에 들린 거짓말들,,28800,28800,123,123,1,3,브라질,,,,호제리오 빌렐라,
