,index,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
4340,6224,테러,,112500,112500,25,25,1,3,미국,0,등급없음,장르없음,"데이비드 펠릭스 셔트클리프,리릭 카브랄",0
4341,22016,웰컴 투 체첸,,290000,290000,29,29,1,1,미국,0,등급없음,다큐멘터리,데이비드 프랑스,0
4342,22885,마샤 존슨의 삶과 죽음,,860000,860000,88,88,1,1,미국,0,등급없음,다큐멘터리,데이비드 프랑스,0
4343,6225,리플레이,2020-12-16,91594370,91594370,11106,11106,242,2263,미국,(주)다자인소프트,12세이상관람가,드라마,데이비드 하인즈,"조 퍼디,앰버 루바스,크리샤 페어차일드"
4344,6226,백설공주,,844000,844000,122,122,2,9,미국,0,등급없음,장르없음,데이비드 핸드,0
4345,6227,울브스,2014-11-13,313204669,313204669,43613,43613,291,4117,미국,(주)프레인글로벌,15세이상관람가,판타지,데이비드 헤이터,"루카스 틸,메릿 패터슨,제이슨 모모아"
4346,6228,익스트림 타겟,2016-05-10,1122000,1122000,130,130,1,7,스페인,(주)버킷스튜디오,15세이상관람가,액션,데이비드R.L.,"우나이 가르시아,미리암 까베자"
4347,1499,그레이시 스토리,2008-03-27,85848000,85848000,13925,13925,90,2313,미국,(주)미로비젼,12세이상관람가,드라마,데이비스 구겐하임,"칼리 슈로더,엘리자베스 슈,더못 멀로니"
4348,6229,딥 스페이스: 외계접촉,2019-08-28,6000,6000,1,1,1,1,캐나다,(주)도키엔터테인먼트,15세이상관람가,SF,데이빈 렝겔,"미카 콜린스,타모 페니켓"
4349,6230,히든서스펙트,2013-05-23,11079000,11079000,1584,1584,5,16,미국,(주)미디어데이,청소년관람불가,범죄,데이빗 A. 암스트롱,"니키 리드,포레스트 휘테커,레이 리오타"
4350,6231,은혜의 빛,,246000,246000,69,69,1,2,미국,0,12세이상관람가,드라마,데이빗 G. 에반스,"마이클 조이너,마이크 히근보텀,루이스 고셋 주니어"
4351,2096,싸인 시커: 여섯 개의 빛을 찾아서,,39000,39000,9,9,1,1,미국,이십세기폭스코리아(주),12세이상관람가,어드벤처,데이빗 L. 커닝햄,"알렉산더 루드윅,크리스토퍼 에클리스턴,이안 맥쉐인"
4352,6232,야곱의 사다리,2019-09-19,26000,26000,19,19,5,19,미국,주식회사 풍경소리,15세이상관람가,스릴러,데이빗 M. 로젠탈,"마이클 엘리,제시 윌리엄스"
4353,6233,제이니 존스,2012-08-23,25580000,25580000,3794,3794,20,333,미국,프리비젼엔터테인먼트,15세이상관람가,드라마,데이빗 M. 로젠탈,"아비게일 브레스린,알렉산드로 니볼라,엘리자베스 슈"
4354,6234,엑시덴탈 러브,2015-05-07,73820847,73820847,9454,9454,86,1084,미국,(주)프레인글로벌,15세이상관람가,코미디,데이빗 O. 러셀,"제이크 질렌할,제시카 비엘"
4355,6235,실버라이닝 플레이북,2013-02-14,7330000,964058500,1460,129554,86,543,미국,(주)나이너스엔터테인먼트,청소년관람불가,멜로로맨스,데이빗 O. 러셀,"제니퍼 로렌스,브래들리 쿠퍼,로버트 드 니로"
4356,6236,파이터,2011-03-10,1033270000,1033270000,136946,136946,263,11217,미국,(주)시너지하우스 (시너지),15세이상관람가,드라마,데이빗 O. 러셀,"마크 월버그,크리스찬 베일"
4357,6237,아메리칸 허슬,2014-02-20,1216500,1198642670,141,155887,2,8,미국,(주)누리픽쳐스,청소년관람불가,범죄,데이빗 O. 러셀,"크리스찬 베일,돈 올리비에리,에이미 아담스,브래들리 쿠퍼,제니퍼 로렌스,제레미 레너,루이스 C.K.,알렉산드로 니볼라"
4358,6238,조이,2016-03-10,1378007200,1378007200,172253,172253,405,12860,미국,이십세기폭스코리아(주),12세이상관람가,코미디,데이빗 O. 러셀,"제니퍼 로렌스,브래들리 쿠퍼,로버트 드 니로"
4359,2374,언데드,2009-02-26,1427608500,1427608500,214638,214638,171,12028,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,공포,데이빗 S. 고이어,"오데뜨 유스트만,게리 올드만,메간 굿"
4360,638,블레이드 3,2004-12-15,408863000,-2147483648,62553,728229,72,2081,미국,(주)쇼박스,청소년관람불가,액션,데이빗 S. 고이어,"웨슬리 스나입스,라이언 레이놀즈"
4361,6239,스시 장인: 지로의 꿈,2012-09-27,183500,14744500,25,1977,1,2,미국,찬란,전체관람가,다큐멘터리,데이빗 겔브,오노 지로
4362,6240,라자루스,2015-07-02,215951800,215951800,27445,27445,89,1232,미국,(유)조이앤시네마,15세이상관람가,공포,데이빗 겔브,"올리비아 와일드,에반 피터스,마크 듀플라스"
4363,6241,프린스 아발란체,,710000,710000,142,142,1,2,미국,0,등급없음,코미디,데이빗 고든 그린,"폴 러드,에밀 허쉬,랜스 르걸트"
4364,6242,조,2014-07-03,9465500,9465500,1789,1789,20,71,미국,와이드 릴리즈(주),청소년관람불가,드라마,데이빗 고든 그린,"니콜라스 케이지,타이 쉐리던"
4365,6243,맹글혼,2015-11-26,18253500,18253500,2653,2653,42,350,미국,(주)영화사 빅,15세이상관람가,드라마,데이빗 고든 그린,"알 파치노,홀리 헌터"
4366,6244,스트롱거,2019-06-27,34853440,34853440,4603,4603,38,492,미국,(주)올스타엔터테인먼트,15세이상관람가,드라마,데이빗 고든 그린,"제이크 질렌할,타티아나 마스래니"
4367,6245,할로윈,2018-10-31,891158713,891158713,108780,108780,536,9836,미국,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,공포,데이빗 고든 그린,"제이미 리 커티스,주디 그리어,윌 패튼,닉 캐슬"
4368,6246,룸13,2014-11-13,4503500,4503500,565,565,8,80,미국,(주)팝엔터테인먼트,청소년관람불가,범죄,데이빗 그로빅,"존 쿠삭,로버트 드 니로,레베카 다 코스타"
4369,6247,아팟치,1990-12-22,180000,180000,90,90,1,3,미국,0,등급없음,장르없음,데이빗 그린,0
4370,23164,마을을 위한 레퀴엠,,801000,801000,125,125,1,3,영국,0,청소년관람불가,드라마,데이빗 글래드웰,"빅 스미스,앨리스 바커,클라이브 데이비스"
4371,6248,테이크 다운,2019-07-25,300000,300000,60,60,1,1,영국,0,15세이상관람가,액션,데이빗 뉴튼,"잭 자고카,코니 젠킨스-그레이그"
4372,6249,레터스 투 갓,2016-02-25,294000,432898300,147,66397,1,8,미국,(주)모멘텀엔터테인먼트,전체관람가,가족,데이빗 닉슨,"태너 맥과이어,제프리 존슨"
4373,1911,웨딩 크래셔,2006-03-01,300000,1679159200,60,265532,1,4,미국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,코미디,데이빗 돕킨,"오웬 윌슨,빈스 본"
4374,6250,데드풀 2: 순한맛,2019-01-03,44553400,44553400,5191,5191,17,223,미국,이십세기폭스코리아(주),12세이상관람가,액션,데이빗 레이치,"라이언 레이놀즈,프레드 새비지,조슈 브롤린,재지 비츠,모레나 바카린,브리아나 힐데브란드"
4375,6251,아토믹 블론드,2017-08-30,1814000,1179539658,319,155687,2,42,미국,(주)키다리이엔티,청소년관람불가,액션,데이빗 레이치,"샤를리즈 테론,제임스 맥어보이,소피아 부텔라,존 굿맨,토비 존스"
4376,6252,분노의 질주: 홉스&쇼,2019-08-14,-2117003575,-2117003575,3657627,3657627,1311,94904,미국,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,액션,데이빗 레이치,"드웨인 존슨,제이슨 스타뎀,이드리스 엘바,바네사 커비"
4377,6253,데드풀 2,2018-05-16,-174073729,-174073729,3784602,3784602,1576,113288,미국,이십세기폭스코리아(주),청소년관람불가,액션,데이빗 레이치,"라이언 레이놀즈,조슈 브롤린,재지 비츠,모레나 바카린,브리아나 힐데브란드"
4378,6254,존 윅: 특별판,2017-03-30,81292120,81322120,9228,9238,166,1411,미국,"(주)제이앤씨미디어그룹,(유)조이앤시네마",청소년관람불가,액션,"데이빗 레이치,채드 스타헬스키",키아누 리브스
4379,6255,존 윅,2015-01-21,33821581,961640718,5908,122310,116,1232,미국,"(주)제이앤씨미디어그룹,(주)나이너스엔터테인먼트",청소년관람불가,액션,"데이빗 레이치,채드 스타헬스키","키아누 리브스,애드리앤 팰리키,윌렘 데포"
4380,6256,네이키드 걸,2015-01-22,1322000,1322000,254,254,5,19,미국,스크린조이,청소년관람불가,액션,데이빗 렌,"제이슨 이,사만다 스트리츠"
4381,6257,언더 더 실버레이크,2019-09-19,26557152,26557152,3016,3016,33,333,미국,(주)팝엔터테인먼트,청소년관람불가,범죄,데이빗 로버트 밋첼,"앤드류 가필드,라일리 코프"
4382,6258,팔로우,2015-04-02,767000,278768143,90,33602,3,24,미국,"(주)영화사오원,(주)브리즈픽처스",청소년관람불가,공포,데이빗 로버트 밋첼,"마이카 먼로,키어 길크리스,다니엘 조바토,제이크 웨어리"
4383,6259,고스트 스토리,2017-12-28,972058,73445458,138,8637,1,6,미국,"(주)리틀빅픽쳐스,주식회사 더쿱",12세이상관람가,판타지,데이빗 로워리,"케이시 애플렉,루니 마라"
4384,6260,미스터 스마일,2018-12-27,103598500,181883300,13241,22379,48,958,미국,(주)티캐스트,15세이상관람가,드라마,데이빗 로워리,"로버트 레드포드,케이시 애플렉,씨씨 스페이식,대니 글로버,톰 웨이츠,티카 섬터,엘리자베스 모스"
4385,6261,피터와 드래곤,2016-09-28,60000,865660600,11,109148,1,3,미국,월트디즈니컴퍼니코리아(주),전체관람가,어드벤처,데이빗 로워리,"브라이스 달라스 하워드,오크스 페글리,웨스 벤틀리,칼 어번,로버트 레드포드,크레이그 홀,이시아 휘틀록 주니어"
4386,20342,스트라이크 원,2018-09-13,1000,1000,1,1,1,1,미국,(주)시네마리퍼블릭,청소년관람불가,액션,데이빗 로저 메이셀먼 ,"대니 트레조,조니 오르티즈"
4387,6262,로미오와 줄리엣,2014-10-23,1761000,3266000,142,252,1,7,미국,(주) 인스터 글로벌,전체관람가,공연,데이빗 리보스,올랜도 블룸
4388,20599,인 더 다크: 악령의 부활,2020-07-03,5000,5000,1,1,1,1,영국,(주)더그레이트컴퍼니,청소년관람불가,공포,데이빗 리안 케이스,"폴 플래너리,켄드라 카렐리"
4389,6263,인도로 가는길,1986-07-19,228000,228000,76,76,1,2,미국,0,15세이상관람가,드라마,데이빗 린,"주디 데이비스,페기 애쉬크로프트,빅터 배너지"
4390,6264,라이안의 처녀,1972-02-29,946000,946000,192,192,1,3,영국,0,등급없음,장르없음,데이빗 린,0
4391,6265,홉슨의 사위 고르기,,400000,400000,200,200,1,10,영국,0,등급없음,코미디,데이빗 린,"찰스 로튼,존 밀스,브렌다 드 밴지"
4392,6266,즐거운 영혼,,410000,410000,205,205,1,9,영국,0,15세이상관람가,코미디,데이빗 린,"렉스 해리슨,콘스탄스 커밍즈,케이 하몬드"
4393,6267,깁슨 가족 연대기,,1532000,4356000,766,2178,1,37,영국,0,등급없음,코미디,데이빗 린,"로버트 뉴턴,셀리아 존슨"
4394,6268,위대한 유산,,240000,5877000,106,2832,1,12,영국,0,등급없음,드라마,데이빗 린,"존 밀스,발레리 홉슨,버나드 마일즈"
4395,6269,올리버 트위스트,,488000,7033000,244,3446,1,15,영국,0,등급없음,모험,데이빗 린,"로버트 뉴턴,존 하워드 데이비스,알렉 기네스"
4396,6270,밀회,1949-04-20,94000,9700000,47,4789,1,13,영국,0,등급없음,멜로로맨스,데이빗 린,"셀리아 존슨,트레버 하워드,스탠리 할로웨이"
4397,6271,썸머타임,,3068000,15801000,1565,7486,1,47,영국,0,등급없음,장르없음,데이빗 린,0
4398,6272,아라비아의 로렌스,1998-10-24,4124500,25651500,1318,10887,1,16,영국,0,12세이상관람가,드라마,데이빗 린,"피터 오툴,알렉 기네스,안소니 퀸"
4399,6273,콰이강의 다리,1962-11-03,2029000,24611000,1012,12253,1,22,미국,0,등급없음,전쟁,데이빗 린,"윌리엄 홀든,잭 호킨스,알렉 기네스"
4400,6274,닥터 지바고,1978-01-01,6901500,36894500,2261,16835,1,40,미국,0,12세이상관람가,전쟁,데이빗 린,"오마 샤리프,제랄딘 채플린,줄리 크리스티"
4401,6275,스트레이트 스토리,2001-11-30,718000,1006000,145,289,1,4,프랑스,0,전체관람가,가족,데이빗 린치,"리차드 판스워스,씨씨 스페이식,해리 딘 스탠튼"
4402,6276,광란의 사랑,1991-03-16,1969000,3681000,326,571,1,6,미국,0,청소년관람불가,코미디,데이빗 린치,"니콜라스 케이지,로라 던,윌렘 대포"
4403,6277,이레이저 헤드,1996-07-13,868000,12633500,87,1542,1,1,영국,(주)영화사 안다미로,15세이상관람가,공포,데이빗 린치,"잭 낸스,샬롯 스튜어트,잔느 베이츠"
4404,6278,트윈 픽스,1995-03-25,666000,13846682,67,1592,1,1,미국,(주)영화사 안다미로,청소년관람불가,미스터리,데이빗 린치,"카일 맥라클란,쉐릴 리"
4405,6279,로스트 하이웨이,1997-05-10,806000,17182122,81,2117,1,1,미국,(주)영화사 안다미로,청소년관람불가,드라마,데이빗 린치,"빌 풀만,패트리시아 아퀘트"
4406,6280,블루 벨벳,1992-10-17,24076300,42713900,3150,5251,20,271,미국,(주)유로커뮤니케이션,청소년관람불가,드라마,데이빗 린치,"카일 맥라클란,이사벨라 로셀리니,데니스 호퍼"
4407,6281,인랜드 엠파이어,2007-07-26,1955000,36764000,275,5371,1,3,폴란드,(주)유레카픽쳐스,15세이상관람가,미스터리,데이빗 린치,"제레미 아이언스,로라 던"
4408,6282,멀홀랜드 드라이브,2001-11-30,4707000,107408882,763,13621,1,16,미국,(주)영화사 안다미로,청소년관람불가,드라마,데이빗 린치,"로라 해링,나오미 왓츠"
4409,1618,레드벨트,2008-08-21,3500000,3500000,500,500,1,3,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,액션,데이빗 마멧,"치웨텔 에지오포,팀 알렌"
4410,6283,인터섹션,2013-09-26,1132000,1132000,168,168,5,42,프랑스,(주)싸이더스,청소년관람불가,스릴러,데이빗 마코니,"로쉬디 젬,제이미 알렉산더,프랭크 그릴로,마리-조지 크로즈"
4411,6284,좀비캠프,2020-09-25,700000,700000,140,140,5,7,미국,(주)스톰픽쳐스코리아,청소년관람불가,스릴러,데이빗 마탈론,"리암 맥킨타이어,온드리아 스미스,스티븐 스와들링"
4412,6285,스타드 업,2015-11-19,516000,516000,77,77,4,23,영국,THE 픽쳐스,청소년관람불가,드라마,데이빗 맥킨지,"잭 오코넬,루퍼트 프렌드,벤 멘델슨"
4413,1688,어사일럼,2007-10-18,1349000,1349000,246,246,1,54,영국,프리비젼엔터테인먼트,청소년관람불가,멜로로맨스,데이빗 맥킨지,"나타샤 리차드슨,마튼 초카스,휴 보네빌"
4414,6286,락 앤 러브,2012-08-30,7306700,7306700,1189,1189,8,101,영국,판씨네마(주),15세이상관람가,코미디,데이빗 맥킨지,"루크 트레더웨이,나탈리아 테나"
4415,6287,할람 포,2008-04-30,261000,84546500,33,12399,1,2,영국,(주)영화사 진진,청소년관람불가,드라마,데이빗 맥킨지,"제이미 벨,소피아 마일즈"
4416,173,영 아담,2004-12-03,146296000,146296000,22769,22769,33,1509,영국,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,드라마,데이빗 맥킨지,"이완 맥그리거,피터 뮬란,틸다 스윈튼"
4417,6288,퍼펙트 센스,2011-11-24,689000,344679100,90,45955,1,2,영국,"(주)아이엠비씨,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)",15세이상관람가,멜로로맨스,데이빗 맥킨지,"이완 맥그리거,에바 그린"
4418,6289,로스트 인 더스트,2016-11-03,5611500,639384322,730,81966,5,29,미국,메가박스중앙(주)플러스엠,15세이상관람가,범죄,데이빗 맥킨지,"크리스 파인,벤 포스터,제프 브리지스"
4419,2447,S러버,2009-09-17,717509000,717509000,93508,93508,198,9448,미국,(주)싸이더스,청소년관람불가,코미디,데이빗 맥킨지,"애쉬튼 커처,앤 헤이시,마가리타 레비에바"
4420,2843,섹스 파티 그리고 거짓말,2010-06-17,645000,645000,76,76,1,18,스페인,㈜플래니스 엔터테인먼트,청소년관람불가,드라마,"데이빗 멘케스,알폰소 알바세테","마리오 카사스,알레조 사우라스,아나 디 아르마스,욘 곤잘레즈,아나 마리아 폴보로사"
4421,6290,"서른아홉, 열아홉",2014-09-18,50895400,50895400,7127,7127,39,616,프랑스,판씨네마(주),청소년관람불가,멜로로맨스,데이빗 모로,"피에르 니네이,비르지니 에피라,샤를스 베르링"
4422,627,뎀,2006-04-20,479138000,479138000,77145,77145,71,3474,프랑스,(주)누리픽쳐스,15세이상관람가,공포,"데이빗 모로,자비에 팔뤼","올리비아 보나미,마이클 코헨"
4423,1428,디 아이,2008-06-05,542600500,542600500,84362,84362,108,4864,미국,(주)쇼박스,15세이상관람가,공포,"데이빗 모로,자비에 팔뤼","제시카 알바,알렉산드로 니볼라,파커 포시"
4424,21186,돈 맥컬린,,35000,35000,7,7,1,1,영국,0,등급없음,다큐멘터리,데이빗 모리스,돈 매컬린
4425,6291,파이어 위드 파이어,2013-02-21,4355000,4355000,2030,2030,1,14,미국,(주)영화사폴,청소년관람불가,액션,데이빗 바렛,"브루스 윌리스,조쉬 더하멜,로자리오 도슨"
4426,6292,모로코로 가는 길,1948-09-24,242000,2328000,121,1164,1,10,미국,0,등급없음,모험,데이빗 버틀러,"빙 크로스비,밥 호프,도로시 라무어"
4427,6293,공주와 해적,,138000,3189000,69,1601,1,7,미국,0,등급없음,모험,데이빗 버틀러,"밥 호프,버지니아 메이요,월터 브레넌"
4428,6294,아스트로 보이-아톰의 귀환,2010-01-13,0,-1696149796,0,395087,1,2,미국,㈜케이디미디어,전체관람가,애니메이션,데이빗 보워스,"니콜라스 케이지,프레디 하이모어,크리스틴 벨,유승호,조민기,남지현,유세윤"
4429,1550,플러쉬,2006-11-23,10642500,1691873300,2378,308603,9,162,미국,CJ ENM,전체관람가,애니메이션,"데이빗 보워스,데이비드 보,샘 펠",케이트 윈슬렛
4430,6295,V/H/S:죽음을 부르는 비디오,2013-05-02,933000,933000,173,173,1,2,미국,(주)노이에스,청소년관람불가,공포,"데이빗 브룩크너,글렌 맥퀘이드,조 스완버그,라디오 사일런스,티 웨스트,아담 윈가드","캘빈 리더,한나 피어먼,아담 윈가드,조 스완버그"
4431,6296,0.303 구경,,21450,21450,30,30,1,3,몰타,0,등급없음,장르없음,데이빗 서지,0
4432,6297,터보,2013-07-25,236324112,236324112,1925154,1925154,634,28838,미국,(주)씨제이이엔엠,전체관람가,애니메이션,데이빗 소렌,"라이언 레이놀즈,폴 지아마티,마이클 페나,사무엘 L. 잭슨,루이스 구즈만,스눕 독,미쉘 로드리게즈"
4433,6298,헤어졌을때와 만났을때,,2223000,2223000,1109,1109,1,22,미국,0,등급없음,장르없음,데이빗 스위프트,0
4434,1420,써티 데이즈 오브 나이트,2008-01-10,623833500,623833500,92687,92687,122,5111,미국,㈜케이디미디어,청소년관람불가,공포,데이빗 슬레이드,"조쉬 하트넷,멜리사 조지"
4435,6299,이클립스,2010-07-07,1697000,2062515112,300,2069546,4,19,미국,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,판타지,데이빗 슬레이드,"크리스틴 스튜어트,로버트 패틴슨,테일러 로트너"
4436,894,다섯번째 계절,2006-02-09,7436000,7436000,1082,1082,3,59,미국,이십세기폭스코리아(주),12세이상관람가,드라마,"데이빗 시겔,스콧 맥게히","리차드 기어,줄리엣 루이스,줄리엣 비노쉬"
4437,21429,나의 어머니 그레텔,,60000,60000,12,12,1,2,독일,0,등급없음,다큐멘터리,데이빗 시에베킹,0
4438,1335,"심슨가족, 더무비",2007-08-22,1353774000,1353774000,218027,218027,167,8612,미국,이십세기폭스필름코퍼레이션,12세이상관람가,애니메이션,데이빗 실버맨,"댄 카스텔라네타,줄리 캐브너"
4439,6300,1944 대전투,2020-01-21,31000,31000,31,31,5,31,프랑스,0,등급없음,장르없음,데이빗 아부카야,0
4440,6301,더 하이브,2016-01-07,7000,7000,1,1,1,1,미국,(주)제이에이와이이엔터테인먼트,청소년관람불가,공포,데이빗 야로베스키,"가브리엘 바쏘,캐서린 프레스콧"
4441,6302,더 보이,2019-05-23,776591970,776591970,89429,89429,509,8579,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,공포,데이빗 야로베스키,"잭슨 A. 던,엘리자베스 뱅크스,데이빗 덴맨"
4442,6303,파이널 데스티네이션 4,2009-10-01,150000,-2021800796,24,284657,2,11,미국,워너브러더스 코리아(주),청소년관람불가,공포,데이빗 엘리슨,"바비 캠포,닉 자노,헤일리 웹"
4443,6304,레전드 오브 타잔,2016-06-29,-1392963875,-1392963875,858402,858402,593,28021,미국,워너브러더스 코리아(주),12세이상관람가,액션,데이빗 예이츠,"알렉산더 스카스가드,마고 로비,크리스토프 왈츠,사무엘 L. 잭슨,디몬 하운수,존 허트,짐 브로드벤트"
4444,6305,신비한 동물들과 그린델왈드의 범죄,2018-11-14,798000,-657455362,133,2414195,1,1,미국,워너브러더스 코리아(주),12세이상관람가,판타지,데이빗 예이츠,"에디 레드메인,캐서린 워터스턴,앨리슨 수돌,댄 포글러,에즈라 밀러,주드 로,조니 뎁,칼럼 터너,조 크라비츠,수현"
4445,6306,해리 포터와 죽음의 성물1,2010-12-15,90959500,-1255078480,12267,2853500,26,427,미국,워너브러더스 코리아(주),전체관람가,미스터리,데이빗 예이츠,"다니엘 래드클리프,엠마 왓슨,루퍼트 그린트"
4446,2202,해리 포터와 혼혈 왕자,2009-07-15,-2147483648,-2147483648,2957736,2957736,751,48115,미국,워너브러더스 코리아(주),전체관람가,어드벤처,데이빗 예이츠,"다니엘 래드클리프,엠마 왓슨,루퍼트 그린트"
4447,1135,해리 포터와 불사조 기사단,2007-07-11,-2147483648,-2147483648,3691060,3691060,768,52349,미국,워너브러더스 코리아(주),전체관람가,판타지,데이빗 예이츠,"다니엘 래드클리프,루퍼트 그린트"
4448,6307,해리포터와 죽음의 성물2,2011-07-13,160945500,308807132,20940,4421210,25,473,미국,워너브러더스 코리아(주),전체관람가,판타지,데이빗 예이츠,"다니엘 래드클리프,엠마 왓슨,루퍼트 그린트"
4449,6308,신비한 동물사전,2016-11-16,39018200,684828394,4645,4667179,22,167,미국,워너브러더스 코리아(주),12세이상관람가,어드벤처,데이빗 예이츠,"에디 레드메인,콜린 파렐,캐서린 워터스턴,앨리슨 수돌,댄 포글러,사만다 모튼,젠 머레이"
4450,6309,우리는 여기에 있었다,,258000,1267000,26,224,1,1,미국,0,등급없음,다큐멘터리,"데이빗 웨이스만,빌 웨버",0
4451,1666,다운 인 더 밸리,2007-11-01,2024500,2024500,286,286,2,65,미국,프리비젼엔터테인먼트,15세이상관람가,드라마,데이빗 제이콥슨,"에드워드 노튼,에반 레이첼 우드"
4452,6310,잃어버린 지구 속으로,2016-12-29,5000,5000,1,1,1,1,미국,(주)케이알씨지,12세이상관람가,어드벤처,"데이빗 존스,스콧 휠러","그레그 에비건,데디 파이퍼"
4453,946,무서운 영화 3,2005-09-15,3499500,3499500,553,553,2,60,미국,(주)시네마서비스,청소년관람불가,공포,데이빗 주커,"안나 패리스,안소니 앤더슨,레슬리 닐슨"
4454,842,무서운 영화 4,2006-09-14,12424000,12424000,2006,2006,6,154,미국,브에나비스타인터내셔널코리아,15세이상관람가,코미디,데이빗 주커,"안나 패리스,레지나 홀"
4455,6311,에이리언즈 원,1987-10-01,10873500,10950500,1388,1404,23,212,미국,0,등급없음,장르없음,"데이빗 지러,리들리 스콧",0
4456,21514,그린 닌자: 낙엽 쓸기,,11676,11676,14,14,1,2,미국,0,등급없음,애니메이션,데이빗 차이,0
4457,6312,왜 우리는 그들에 인내하는가?,,20293,20293,91,91,1,2,미국,0,등급없음,애니메이션,데이빗 차이,0
4458,1026,나인 라이브스,2005-06-24,980000,980000,164,164,1,18,미국,(주)영화사한결,청소년관람불가,액션,데이빗 카슨,"웨슬리 스나입스,스튜어트 윌슨,재클린 오브라도스"
4459,6313,레몬 트리 패시지 : 죽음의 질주,2016-11-28,100000,100000,10,10,1,1,호주,(주)에스와이미디어,청소년관람불가,공포,데이빗 캠벨,"제시카 토비,피파 블랙"
4460,6314,모데카이,2015-02-18,624513020,624513020,78070,78070,290,4241,미국,(주)나이너스엔터테인먼트,15세이상관람가,액션,데이빗 코엡,"조니 뎁,기네스 팰트로우,이완 맥그리거"
4461,6315,지구공룡대탐험,2019-08-15,148474640,148474640,19419,19419,265,1438,미국,와이드 릴리즈(주),전체관람가,애니메이션,데이빗 크렌츠,"김보나,강은애"
4462,6316,디노타샤: 공룡대탐험,2014-01-29,165071000,165071000,23530,23530,138,1195,미국,(주)영화사 빅,전체관람가,애니메이션,"데이빗 크렌츠,에릭 넬슨","박지윤,곽윤상,베르너 헤어조크"
4463,6317,M 버터 플라이,1994-04-16,655000,655000,141,141,1,3,미국,0,등급없음,장르없음,데이빗 크로넨버그,0
4464,23433,비디오드롬,,1179000,1179000,209,209,1,3,,0,청소년관람불가,장르없음,데이빗 크로넨버그,"제임스 우즈,소냐 스미츠,데보라 해리"
4465,6318,플라이,1988-08-13,5325500,5325500,677,677,7,57,미국,0,청소년관람불가,공포,데이빗 크로넨버그,"제프 골드브럼,지나 데이비스,존 게츠"
4466,883,스파이더,2005-03-11,7901500,7901500,1223,1223,1,86,캐나다,(주)동숭아트센터,청소년관람불가,드라마,데이빗 크로넨버그,"미란다 리차드슨,랄프 파인즈"
4467,6319,맵 투 더 스타,2014-12-25,12014100,51660800,1599,6525,19,161,캐나다,와이드 릴리즈(주),청소년관람불가,미스터리,데이빗 크로넨버그,"줄리안 무어,미아 와시코브스카,사라 가돈,존 쿠삭,로버트 패틴슨"
4468,6320,코스모폴리스,2013-06-27,96450200,96450200,12769,12769,27,779,캐나다,(주)더블앤조이픽쳐스,청소년관람불가,드라마,데이빗 크로넨버그,"로버트 패틴슨,줄리엣 비노쉬,폴 지아마티,제이 바루첼,케빈 두런드,사만다 모튼"
4469,6321,이스턴 프라미스,2008-12-11,4000,160375500,1,22615,1,1,미국,(유)마스엔터테인먼트코리아,청소년관람불가,드라마,데이빗 크로넨버그,"비고 모텐슨,나오미 왓츠"
4470,6322,데인저러스 메소드,2012-05-10,959500,210823009,132,27835,1,7,영국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),청소년관람불가,멜로로맨스,데이빗 크로넨버그,"키이라 나이틀리,비고 모텐슨,마이클 패스벤더,뱅상 카셀"
4471,6323,웨이크 우드,2011-11-17,529000,529000,71,71,1,7,아일랜드,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),청소년관람불가,공포,데이빗 키팅,"에이단 길렌,에바 버티스틀"
4472,6324,더 월,2018-03-29,49000,49000,32,32,6,32,노르웨이,(주)드림팩트엔터테인먼트,15세이상관람가,다큐멘터리,데이빗 킨셀라,"신윤아,코리 맥킨리,토마스 퍼디"
4473,6325,리딕,2013-11-28,927494000,927494000,132059,132059,275,7468,미국,(주)영화사 빅,15세이상관람가,SF,데이빗 토히,"빈 디젤,칼 어번,케이티 색호프"
4474,66,리딕 - 헬리온 최후의 빛,2004-08-13,1856785000,1856785000,288900,288900,96,6148,미국,CJ ENM,12세이상관람가,SF,데이빗 토히,"빈 디젤,칼 어번,탠디 뉴튼"
4475,2346,퍼펙트 겟어웨이,2009-08-20,-2147483648,-2147483648,310779,310779,226,15355,미국,(주)시너지하우스 (시너지),15세이상관람가,스릴러,데이빗 토히,"밀라 요보비치,티모시 올리펀트,키엘 산체스,스티브 잔"
4476,6326,러블리 마드리드,2018-03-22,44000,44000,39,39,4,39,스페인,(주)케이알씨지,청소년관람불가,드라마,데이빗 트루에바,마리아 발베르드
4477,6327,눈을 감으면 삶은 더 편하지,,489000,600000,68,97,1,2,스페인,0,등급없음,드라마,데이빗 트루에바,"아리아드나 길,호르헤 샌즈"
