,index,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
7467,24212,두려움을 떨치고,,192000,192000,32,32,1,2,기타,0,등급없음,다큐멘터리,무라드 벤 셰이크,0
7468,24213,저녁 먹을 시간,,33664,33664,65,65,1,4,일본,0,등급없음,애니메이션,무라모토 사키,0
7469,24214,학살기관,,636000,636000,64,64,1,2,일본,토호 영상 사업부,15세이상관람가,애니메이션,무라세 슈코,"나카무라 유이치,미카미 사토시,이시카와 카이토"
7470,24215,바람난 가족:남편은 출장중,2018-10-22,6000,6000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로로맨스,무라야마 쿄스케,츠카다 시오리
7471,599,단란한 가족: 너무 하고싶어요,2017-09-30,6000,6000,1,1,1,1,일본,(주) 영진크리에이티브,청소년관람불가,장르없음,무라야마 쿄스케,0
7472,910,도쿄 데카당스,2005-12-02,6244500,6244500,896,896,1,39,일본,㈜영화사 백두대간,청소년관람불가,드라마,무라카미 류,"나카이도 미호,카노 텐메이,아마노 사요코"
7473,1751,전차남,2006-09-07,672000,167758000,168,27207,1,1,일본,(주)엠케이픽처스,12세이상관람가,멜로로맨스,무라카미 마사노리,"야마다 타카유키,나카타니 미키"
7474,24216,일주일간 친구,2017-12-28,18679300,18679300,2508,2508,30,250,일본,노바엔터테인먼트,12세이상관람가,멜로로맨스,무라카미 쇼스케,"야마자키 켄토,카와구치 하루나"
7475,24217,나루토 질풍전 극장판: 블러드 프리즌,2012-02-23,431928,48602928,72,7345,1,2,일본,씨너스엔터테인먼트(주),12세이상관람가,애니메이션,무라타 마사히코,타케우치 준코
7476,2539,나루토 질풍전 극장판 4 - 더 로스트 타워,2010-12-02,75017000,75017000,11116,11116,58,985,일본,애니박스 엔터테인먼트,전체관람가,애니메이션,무라타 마사히코,"이노우에 카즈히코,모리카와 토시유키,나카무라 치에,타케우치 준코"
7477,24218,강철의 연금술사 : 미로스의 성스러운 별,2012-01-26,24368000,24368000,3441,3441,37,368,일본,예지림엔터테인먼트,12세이상관람가,애니메이션,무라타 카즈야,"로미 팩,쿠기미야 리에,사카모토 마아야"
7478,21776,수련의 사람,,4523,4523,21,21,1,2,일본,0,전체관람가,애니메이션,무라타 토모야스,0
7479,24219,터키탕:섹시한 알바생,2015-10-23,100000,100000,10,10,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로로맨스,무로가 아츠시,사이토 분타
7480,24220,추적자,2014-03-06,6310000,6310000,10502,10502,5,64,일본,스크린조이,청소년관람불가,범죄,무로가 아츠시,"양동근,오자와 히토시,이기우"
7481,24221,악녀의 시,2016-02-18,123000,123000,14,14,5,5,한국,노바엔터테인먼트,15세이상관람가,범죄,무명,"수피아,박찬민"
7482,2131,바세르밀,,12000,12000,3,3,1,2,이스라엘,0,등급없음,드라마,무손 살모나,베니 아데가
7483,24222,사막의 라이온,1981-12-17,278000,1780000,127,878,1,16,영국,0,12세이상관람가,전쟁,무스타파 아카드,"안소니 퀸,올리버 리드,로드 스테이거"
7484,24223,레이싱: 더 라이벌,2016-09-02,8000,8000,1,1,1,1,미국,(주)나우콘텐츠,12세이상관람가,액션,무스타파 칸,"세드릭 샌더스,나탈리 넵,조니 오르시니"
7485,24224,가족사진,2017-11-03,6000,6000,1,1,1,1,일본,(주) 영진크리에이티브,전체관람가,드라마,무카이 무네토시,"미츠무네 카오루,타카야마 미야코,류 다이스케"
7486,24225,비히클19: 폴워커 마지막 질주,2014-09-02,40000,40000,10,10,1,1,미국,(유)조이앤컨텐츠그룹,15세이상관람가,스릴러,무쿤다 마이클 드윌,폴 워커
7487,24226,비히클 19,2013-10-09,18346000,18346000,5637,5637,11,158,미국,(주)팝파트너스,15세이상관람가,스릴러,무쿤다 마이클 드윌,폴 워커
7488,2397,짱구는 못말려 극장판:태풍을 부르는 노래하는 엉덩이 폭탄,2009-09-24,1016823500,1016823500,146748,146748,104,4897,일본,씨제이 씨지브이(CJ CGV)(주),전체관람가,애니메이션,무토우 유지,"나라하시 미키,후지와라 케이지,야지마 아키코"
7489,24227,마틴 반 세브렌의 무한한 세계,,588000,588000,98,98,1,2,네덜란드,0,등급없음,다큐멘터리,문 블레세,0
7490,24228,삶이 있는 도시 - 서울 속 도시재생 이야기,,202000,202000,23,23,1,1,한국,0,등급없음,다큐멘터리,문경록,0
7491,24229,늦여름,,181400,181400,134,134,1,8,한국,0,등급없음,드라마,문경법,이충구
7492,20671,너무 잘 느끼는 여자,,6000,6000,1,1,1,1,일본,(주)빅콘미디어,청소년관람불가,에로,문도,0
7493,600,문감독 예고편 : 40MIN,2014-01-09,25000,684000,4,137,1,2,한국,브이지 픽쳐스,청소년관람불가,장르없음,문병곤,0
7494,24230,세이프,,256718,256718,154,154,1,3,한국,0,등급없음,스릴러,문병곤,"이민지,강태영,모칸"
7495,0,점입가경,2008-06-27,5000,5000,1,1,1,1,한국,0,등급없음,장르없음,문성일,0
7496,601,그녀,,20500,435500,14,429,1,2,한국,0,등급없음,장르없음,문성혁,0
7497,24231,여배우는 오늘도,2017-09-14,78000,139620300,17,17006,1,2,한국,(주)메타플레이,15세이상관람가,드라마,문소리,"문소리,성병숙,윤상화,전여빈,이승훈,이정은,이정현,김래원,오민애,이승연"
7498,21716,어서와 우리 집에!,,20000,20000,20,20,1,2,한국,0,등급없음,애니메이션,문수현,0
7499,24232,망대,2015-03-12,307000,488000,44,65,3,13,한국,골든타이드픽처스(주),전체관람가,다큐멘터리,문승욱,유관선
7500,24233,세트플레이,2020-12-10,2407000,2407000,286,286,16,102,한국,"주식회사 블루필름웍스,(주)무빙픽쳐스컴퍼니",청소년관람불가,드라마,문승욱,"이재균,장유상,박현숙,고민시,김준구,김정팔,김선경,조은주,김은경,김상우,박명신,박정진,한정후,박중근,김동현,박재현,손가빈,조윤호,신동필,박민규,김채원,이명자,송성한,박지혜,윤상오,김재윤,김시우,김세인"
7501,483,로망스,2006-03-16,-2147483648,-2147483648,371700,371700,173,13304,한국,CJ ENM,청소년관람불가,멜로로맨스,문승욱,"조재현,김지수,김경란,김시권,이성주,조은덕,박정현,이장욱,최정식,홍윤정,김도균,박상영,윤종훈,김권군,김준,이무생,기주봉,안길강,엄효섭,윤제문,김영필,이정민,손희순"
7502,24234,미친사랑,,840000,840000,140,140,1,1,한국,0,15세이상관람가,드라마,문시현,"공형진,이시원,송재림"
7503,24235,홈 스위트 홈,2012-03-15,2352500,2352500,325,325,7,111,한국,이미지팩토리,청소년관람불가,드라마,문시현,"김영훈,유애경,이광수,임성권,정해영,정희섭,조영직,허진호,이미란,오진우,김종수"
7504,24236,신의 선물,2014-04-10,9727600,9727600,1116,1116,5,57,한국,(주)김기덕 필름,청소년관람불가,드라마,문시현,"전수진,이승준,강승헌,서은정,허준석,이나라,김범준,김재원,김태환,김영재"
7505,24237,원죄,2018-04-19,91500,1831100,30,258,1,2,한국,이언픽쳐스,청소년관람불가,드라마,문신구,"김산옥,백승철,이현주,김도연,김동준,김원중,김윤정,김태연,김찬우,박상준,오대섭,이민호,이정근,이현정,최대성,손경원,박성배,최광덕"
7506,24238,진짜 진짜 좋아해,1978-09-02,410000,426000,212,216,1,8,한국,0,12세이상관람가,멜로로맨스,문여송,"임예진,김현,최불암"
7507,24239,진짜 진짜 잊지마,1976-02-14,545000,939000,270,477,1,10,한국,0,12세이상관람가,멜로로맨스,문여송,"이덕화,임예진,김보연"
7508,24240,진짜 진짜 미안해,1976-11-20,1542000,1542000,639,639,1,27,한국,0,12세이상관람가,드라마,문여송,"이덕화,임예진,김보연"
7509,24241,로맨스 그레이,1979-02-09,778000,1312000,389,656,1,13,한국,0,청소년관람불가,드라마,문여송,"최불암,사미자,백일섭"
7510,24242,당신만을 사랑해,1978-08-12,1819000,1819000,902,902,1,36,한국,0,12세이상관람가,드라마,문여송,"혜은이,윤일봉,김현"
7511,24243,사도행자: 특별수사대,,1264000,1264000,158,158,1,1,중국,(주)엔케이컨텐츠,청소년관람불가,액션,문위홍,"고천락,장가휘,오진우,사시만,클라라"
7512,24244,아이 엠 우먼,2021-01-14,9401500,9401500,1005,1005,4,18,호주,(주)팝엔터테인먼트,15세이상관람가,드라마,문은주,"틸다 코브햄-하비,다니엘 맥도널드,에반 피터스"
7513,24245,러브씬,2013-10-03,3775000,3775000,805,805,4,20,한국,골든타이드픽처스(주),청소년관람불가,멜로로맨스,"문인대,이정원,김두헌","최현호,김준원,정우준,장효진"
7514,24246,청춘정담,2013-11-21,3176500,3176500,484,484,6,84,한국,디마엔터테인먼트,15세이상관람가,멜로로맨스,문인수,"송재하,차현정,고경표,한서진,김다빈,김종민,김진우,문인수,박은성,이철민,조영진,김기천"
7515,24247,기화,2015-02-26,5753500,5753500,831,831,5,41,한국,아방가르드 필름,청소년관람불가,드라마,문정윤,"홍희용,백승철,김현준,손민지,이제현,박수빈,장민우,장선희,정광호,정동규,조성진,조연,조진철,심정희,오주환,김성우,이민주,이유진,손경원"
7516,24248,구르는 수레바퀴,2020-09-23,8510000,8510000,1072,1072,4,58,한국,아방가르드 필름,12세이상관람가,가족,문정윤,"김명곤,이영석,김준배,홍희용,정준영,박주용,손경원,박민우,이진혁,조현서,고서희,정은경,김한규,김나윤,이지연,박웅선,한상현,한보리,박순정,정광빈,김기훈,문안드레이,조서연,조유빈,문지혜안,문지혜성,박정원,박정후,서단비,장호준,김영무,이현웅,김명곤,이영석,김준배,홍희용,정준영,박주용,손경원,박민우,이진혁,조현서,고서희,정은경,김한규,김나윤,이지연,박웅선,한상현,한보리,박순정,이상임,정광빈,김기훈,문안드레이,민대식,조서연,조유빈,문지혜안,문지혜성,박정원,박정후,서단비,장호준,정정희,김영옥,김옥순,엄석자,이옥이,신현미,김영무,이현웅"
7517,24249,이산자,,12500,12500,4,4,1,1,한국,0,등급없음,다큐멘터리,문정현,0
7518,2051,슬로브핫의 딸들,,68000,68000,17,17,1,1,한국,0,등급없음,다큐멘터리,문정현,홍성아
7519,24250,용산,,12000,801000,2,147,1,1,한국,0,15세이상관람가,다큐멘터리,문정현,0
7520,24251,가면놀이,,796000,801000,156,157,1,4,한국,시네마 달,등급없음,다큐멘터리,문정현,0
7521,24252,할매꽃,2009-03-19,41000,11996700,7,1994,1,2,한국,"㈜인디스토리,시네마달",12세이상관람가,다큐멘터리,문정현,"나경순,문정현"
7522,24253,경계,2016-06-30,7020500,7020500,1145,1145,9,135,한국,(주)시네마달,12세이상관람가,다큐멘터리,"문정현,블라디미르 토도로비치,다니엘 루디 하리얀토","문정현,블라디미르 토도로비치,다니엘 루디 하리얀토"
7523,24254,붕괴,,834000,1108000,167,213,1,6,한국,0,등급없음,다큐멘터리,"문정현,이원우",0
7524,24255,저수지의 개들 take 2. 낙동강 (with 바드&정민아),,26659,26659,29,29,1,3,한국,0,등급없음,장르없음,"문정현,최진성",0
7525,24256,꾸루꾸루와 친구들: 무지개 나무의 비밀,2015-11-19,315000,51682500,63,7408,1,13,한국,(주)팝엔터테인먼트,전체관람가,애니메이션,문제대,서유리
7526,24257,내 심장을 쏴라,2015-01-28,-1438108164,-1438108164,387409,387409,452,20042,한국,"(주)리틀빅픽쳐스,(주)이수C&E",15세이상관람가,드라마,문제용,"이민기,여진구,유오성,김정태,김기천,신구,송영창,박충선,박두식,한혜린,이준혁,임문영,정유정,권소영,이규섭,김재화,엄효섭,김보라,장리우,진용욱,곽순우,한태린"
7527,24258,다시 태어나도 우리,2017-09-27,97000,296444943,15,38339,1,10,한국,(주)엣나인필름,전체관람가,다큐멘터리,"문창용,전진","파드마 앙뚜,우르갼 릭젠"
7528,24259,기프실,,1329960,1635960,228,274,2,19,한국,0,12세이상관람가,다큐멘터리,문창현,0
7529,24260,아 아이스크림,,34140,34140,142,142,1,2,한국,0,등급없음,애니메이션,문하영,0
7530,24261,임금님의 사건수첩,2017-04-26,-233708165,-233708165,1635003,1635003,1054,53005,한국,(주)씨제이이엔엠,12세이상관람가,코미디,문현성,"이선균,안재홍,김희원,주진모,장영남,경수진,정해인,조영진,박용균,박정민,박진욱,박형수,서병철,심상용,안용우,조제웅,유하나,윤기현,이상원,이승일,이승훈,이영호,이웅희,이재현,이재환,이정민,이주원,최용훈,김종훈,김정영,장문규,김응수,홍기준,강찬희,송훈,임용순,정태야"
7531,24262,코리아,2012-05-03,9000,563955612,1,1872682,8,16,한국,(주)씨제이이엔엠,12세이상관람가,드라마,문현성,"하지원,배두나,한예리,최윤영,박철민,김응수,오정세,이종석,박영서,박정학,허승,홍혜림,박지연,유영기,천우희,주영호,김재화,김원해,이한위,김인우,장리우,이주실,권태원,박지연,권은수,차청화,한사명,이정민,이언수"
7532,24263,지퍼,,14400,14400,24,24,1,2,한국,0,등급없음,애니메이션,문형범,0
7533,24264,오징어와 복면,,18670,192384,12,87,1,4,한국,0,등급없음,다큐멘터리,"문혜성,설경석,최진영",0
7534,24265,늙은 자전거,2015-11-12,1980000,27755300,985,5986,1,145,한국,주식회사 마운틴픽쳐스,전체관람가,드라마,문희융,"최종원,박민상,박상면,조안,춘자,김형범,정아미"
7535,24266,우리들의 사랑스런 8월,,446000,446000,87,87,1,3,프랑스,0,등급없음,다큐멘터리,미겔 고미스,조아킴 카발호
7536,24267,자신에 적합한 얼굴,,430000,862000,90,160,1,3,포르투갈,0,등급없음,장르없음,미겔 고미스,0
7537,24268,타부,,258000,959000,51,162,1,3,포르투갈,0,등급없음,드라마,미겔 고미스,"테레사 마드루가,로라 소베랄,안나 모레이라"
7538,24269,천일야화 3,,308000,1047000,44,171,1,2,포르투갈,0,등급없음,장르없음,미겔 고미스,0
7539,24270,천일야화 2,,341000,1075000,46,176,1,2,포르투갈,0,등급없음,장르없음,미겔 고미스,0
7540,24271,천일야화 1,,299000,1364000,41,234,1,2,포르투갈,0,등급없음,장르없음,미겔 고미스,0
7541,24272,애프터 파티,2014-10-29,21938000,21938000,4006,4006,21,91,스페인,(주)미디어로그,청소년관람불가,공포,미겔 라라야,"루초 페르난데즈,알리시아 산스"
7542,24273,키드넵 : 한밤의 침입자,2012-07-05,42000,42000,6,6,1,2,스페인,주식회사 루믹스미디어,청소년관람불가,공포,미겔 앙헬 비바스,"페르난도 카요,안나 와게너,마누엘라 벨레즈"
7543,24274,더 게스트,2018-09-12,101103647,101103647,11517,11517,228,2457,스페인,(주)스톰픽쳐스코리아,청소년관람불가,공포,미겔 앙헬 비바스,"레이첼 니콜스,로라 해링"
7544,24275,익스트림 파이트 클럽,2018-05-02,6697000,6697000,2782,2782,3,13,미국,(주)영화사 안다미로,15세이상관람가,액션,미구엘 A. 페레르,"에이미 존스턴,코트니 팜,숀 패리스"
7545,2621,스케이트 오어 다이,2010-10-21,6440000,6440000,788,788,1,30,프랑스,판씨네마(주),청소년관람불가,액션,미구엘 꾸르트와,"미키 마윗,이드리스 디옵"
7546,24276,우아한 만찬,2020-01-16,85000,85000,25,25,5,15,미국,주식회사 더쿱,15세이상관람가,코미디,미구엘 아테타,"셀마 헤이엑,존 리스고"
7547,24277,똑딱똑딱 마법의 시계나라,2019-04-17,62209720,62209720,8548,8548,240,1027,멕시코,와이드 릴리즈(주),전체관람가,애니메이션,미구엘 앙헬 우리에가스,"강은애,박성영,김보나,서반석,이창민,고구인"
7548,24278,부에노스 아이레스 탱고 카페,2008-11-06,0,76914000,0,11055,1,1,미국,0,전체관람가,다큐멘터리,미구엘 코한,"아니발 아리아스,에르네스토 바파"
7549,24279,연예계섹스스캔들 - 일본,2014-12-17,270000,270000,54,54,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,미기타 마사카즈,"미즈시마 아즈미,아이자와 모에"
