영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
영 앳 하트,,366000,9439000,183,4488,1,8,미국,,,드라마,고든 더글라스,"도리스 데이,프랭크 시내트라"
쿵푸 워리어,2019-03-26,1000,1000,1,1,1,1,호주,(주)케이알씨지,15세이상관람가,액션,고든 와델,
잔혹한 앵글의 로망스,2012-12-13,59000,59000,9,9,2,4,한국,"골든타이드픽처스(주),Yellow Pictures",청소년관람불가,멜로/로맨스,고락중,"한기윤,이해진"
헤테로토피아,,71250,71250,57,57,1,2,벨기에,,,애니메이션,고란 라도바노비치,
어둠 속에서,,62500,62500,17,17,1,3,세르비아,,,다큐멘터리,고란 스탄코비치,
올드 마운틴,,21450,21450,30,30,1,3,세르비아,,,드라마,고란 스탄코비치,
디스턴스,,1962000,1962000,337,337,1,3,일본,,,드라마,고레에다 히로카즈,"아라타,이세야 유스케,테라지마 스스무"
하나,2007-04-19,634000,44308800,112,6558,1,3,일본,(주)영화사 진진,12세이상관람가,코미디,고레에다 히로카즈,"오카다 준이치,미야자와 리에"
공기인형,2010-04-08,9137340,107221140,1068,13823,15,159,일본,"오드,CJ ENM","청소년관람불가,15세이상관람가",드라마,고레에다 히로카즈,"배두나,아라타,오다기리 조,이타오 이츠지"
환상의 빛,2016-07-07,1313000,156570500,142,19674,1,6,일본,주식회사 씨네룩스,15세이상관람가,드라마,고레에다 히로카즈,"마키코 에수미,나이토 타카시,아사노 타다노부"
원더풀 라이프,2001-12-09,455000,181251600,91,22003,1,6,일본,"(주)영화사 안다미로,(주)라이크콘텐츠,㈜영화사 백두대간",전체관람가,드라마,고레에다 히로카즈,"아베 사다오,아라타,하라 히사코"
걸어도 걸어도,2009-06-18,3777200,258968800,499,34997,2,26,일본,(주)영화사 진진,전체관람가,드라마,고레에다 히로카즈,"나츠카와 유이,요우,하야기 료가,하라다 요시오,아베 히로시"
세 번째 살인,2017-12-14,279000,288444000,42,35415,1,4,일본,(주)티캐스트,15세이상관람가,스릴러,고레에다 히로카즈,"후쿠야마 마사하루,야쿠쇼 코지,히로세 스즈"
아무도 모른다,2005-04-01,369000,260123000,48,39460,1,4,일본,"(주)디스테이션,(주)동숭아트센터",전체관람가,드라마,고레에다 히로카즈,"키타우라 아유,야기라 유야"
진짜로 일어날지도 몰라 기적,2011-12-22,2207000,341621400,347,44058,1,19,일본,"(주)스튜디오 보난자,(주)미로비젼",전체관람가,드라마,고레에다 히로카즈,오다기리 조
파비안느에 관한 진실,2019-12-05,302340700,302340700,45385,45385,109,2128,프랑스,(주)티캐스트,12세이상관람가,드라마,고레에다 히로카즈,"까뜨린느 드뇌브,줄리엣 비노쉬,에단 호크"
태풍이 지나가고,2016-07-27,992000,777168972,153,93621,1,11,일본,(주)티캐스트,12세이상관람가,드라마,고레에다 히로카즈,"아베 히로시,키키 키린,마키 요코,코바야시 사토미"
바닷마을 다이어리,2015-12-17,3493000,846942384,473,103544,1,16,일본,(주)티캐스트,12세이상관람가,드라마,고레에다 히로카즈,"아야세 하루카,나가사와 마사미,카호,히로세 스즈,카세 료"
그렇게 아버지가 된다,2013-12-19,6375000,972517562,1002,127951,23,203,일본,(주)티캐스트콘텐츠허브,전체관람가,드라마,고레에다 히로카즈,"후쿠야마 마사하루,오노 마치코,릴리 프랭키,마키 요코"
어느 가족,2018-07-26,28254500,1439915400,4005,174748,13,167,일본,(주)티캐스트,15세이상관람가,드라마,고레에다 히로카즈,"릴리 프랭키,안도 사쿠라,마츠오카 마유,키키 키린,죠 카이리,사사키 미유,이케마츠 소스케"
극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,2017-12-14,457902700,457902700,59375,59375,207,2054,일본,"(주)이수C&E,(주)에이원엔터테인먼트",전체관람가,애니메이션,고로 사쿠라,
누드 모델,2014-03-20,140000,3420000,20,654,1,1,미국,주식회사 풍경소리,청소년관람불가,드라마,고먼 베차드,"린 만시넬리,오드리아 에이어스"
열두 번째 용의자,2019-10-10,41813280,41813280,5438,5438,111,1185,한국,㈜인디스토리,12세이상관람가,미스터리,고명성,"김상경,허성태,박선영,김동영,장원영,정지순,김지훈,남연우,김희상,나도율,한지안,남성진,동방우,안성민,김대현,김도윤,유인환,유한아,안은샘,문형집,전상인,황선형,최욱진,안영진,고한민"
핏불테리아,2012-10-23,492800,492800,77,77,1,1,한국,스턴트코리아,청소년관람불가,액션,고명안,
스위트 드림,,625,625,1,1,1,2,한국,,,애니메이션,고명진,
밴디지,2011-06-16,3345200,3345200,435,435,1,29,일본,(주)케이앤엔터테인먼트,12세이상관람가,드라마,고바야시 다케시,"아카니시 진,기타노 키이"
두꺼운 벽의 방,,217000,217000,34,34,1,2,일본,,,드라마,고바야시 마사키,키시 케이코
인간의 조건(3·4부),,320000,320000,51,51,1,2,일본,,15세이상관람가,드라마,고바야시 마사키,"나카다이 타츠야,아라타마 미치요"
내 목숨을 걸고,,344000,344000,53,53,1,2,일본,,,장르없음,고바야시 마사키,
인간의 조건(5·6부),,358000,358000,56,56,1,2,일본,,15세이상관람가,드라마,고바야시 마사키,"나카다이 타츠야,아라타마 미치요"
검은 강,,362000,362000,57,57,1,2,일본,,,범죄,고바야시 마사키,"와타나베 후미오,아리마 이네코,나카다이 타츠야"
일본의 청춘,,397000,397000,60,60,1,2,일본,,,장르없음,고바야시 마사키,"후지타 마코토,아라타마 미치요"
인간의 조건(1·2부),,380000,380000,61,61,1,2,일본,,15세이상관람가,드라마,고바야시 마사키,"나카다이 타츠야,아라타마 미치요"
뒤얽힌 관계,,429000,429000,65,65,1,2,일본,,,드라마,고바야시 마사키,"키시 케이코,나카다이 타츠야,야마무라 소"
사무라이 반란,,616000,616000,93,93,1,2,일본,,,장르없음,고바야시 마사키,
괴담,,1069000,1069000,157,157,1,2,일본,,,공포(호러),고바야시 마사키,미쿠니 렌타로
할복,,1708000,1708000,239,239,1,2,일본,,,장르없음,고바야시 마사키,
갑질당하는 육덕가정부,2019-04-05,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,멜로/로맨스,고바야시 이치로,
남편대신 들어온 남자,2019-03-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고바야시 이치로,
도벽 유부녀들의 정사,2019-04-05,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고바야시 이치로,
망사 유부녀와 주인님,2019-04-05,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고바야시 이치로,
미망인에게 남편친구들의 방문,2019-08-05,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고바야시 이치로,
변태 새엄마의 감옥정사,2019-04-05,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,멜로/로맨스,고바야시 이치로,
새엄마의 불륜촬영,2019-04-05,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고바야시 이치로,
섹스밀당 유부녀,2019-04-08,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고바야시 이치로,
어서와 옆집 유부녀,2019-08-02,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고바야시 이치로,
여직원과 나눈 키스의 맛,2019-04-05,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고바야시 이치로,
우연히 훔쳐본 옆집정사,2019-04-05,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고바야시 이치로,
우윳빛깔 옆집유부녀,2019-08-02,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고바야시 이치로,
정신나간 사채이자,2019-04-05,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고바야시 이치로,
채팅남과 리얼섹스,2019-04-05,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,멜로/로맨스,고바야시 이치로,
결혼직전 여친엄마와,2020-08-03,100000,100000,20,20,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고바야시 이치로,
리얼 남편상사의 요구,2020-08-03,100000,100000,20,20,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고바야시 이치로,
봐주길 원한 친구엄마,2020-08-03,100000,100000,20,20,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고바야시 이치로,
정말 있었던 보험계약,2020-08-03,100000,100000,20,20,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고바야시 이치로,
참지못해 터진 유부녀,2020-08-03,100000,100000,20,20,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고바야시 이치로,
친구엄마의 승부속옷,2020-09-04,100000,100000,20,20,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고바야시 이치로,
갱로이어,2012-12-27,30000,30000,10,10,1,1,일본,(주)액티버스엔터테인먼트,청소년관람불가,성인물(에로),고바야시 코지,"키자키 제시카,키시 아이노"
소울 오브 브레드,2013-12-26,72300,8149300,11,1202,1,8,대만,(유)영화사 화수분,12세이상관람가,멜로/로맨스,"고병권,임군양","진한전,진연희,예안동,언승우"
철낭자,1971-04-30,890000,2407000,445,1201,1,15,한국,,15세이상관람가,액션,고보수,"남석훈,호리리"
살수병기,,1000,1000,1,1,1,1,중국,,15세이상관람가,액션,고봉,
도신 외전,2019-08-05,1000,1000,1,1,1,1,중국,(주)빅웨이브시네마,15세이상관람가,액션,고봉,장치항
무간도 외전,2019-07-25,1000,1000,1,1,1,1,중국,(주)빅웨이브시네마,15세이상관람가,액션,고봉,"장치항,노혜광"
활: 사막의 제왕,2015-02-12,14000,14000,2,2,1,1,홍콩,(주)케이알씨지,12세이상관람가,액션,고봉,유소녕
근본주의자,,243000,243000,37,37,1,3,한국,주식회사 씨엠닉스,15세이상관람가,코미디,고봉수,"백승환,이진주,고주환,신민재"
갈까부다,2019-09-01,1728100,1728100,502,502,5,191,한국,주식회사 씨엠닉스,12세이상관람가,다큐멘터리,고봉수,"최은비,고봉수,김정기,고성완,이주예,주남정,최은애,구웅서,최진욱,김명건,박상준,이경훈,김정기11,김선중,박원진,신민재,조준희,백승환,김충길,임혜인,정가은,유수정,최아람"
다영씨,2018-12-06,611000,7619600,150,1157,4,89,한국,㈜인디스토리,12세이상관람가,드라마,고봉수,"신민재,이호정,강하람,김용진,김정기,김충길,박원진,백승환,유현정,윤지혜,이호정,조준희,조준희,고성완"
델타 보이즈,2017-06-08,394000,31102900,123,4465,1,64,한국,㈜인디스토리,15세이상관람가,드라마,고봉수,"백승환,이웅빈,신민재,김충길,윤지혜,김소영,김정기,고성완"
튼튼이의 모험,2018-06-21,35593600,35593600,4820,4820,88,1082,한국,"CGV아트하우스,㈜인디스토리",15세이상관람가,코미디,고봉수,"김충길,백승환,신민재,고성완,권하늘,김윤정,김정기,박원진,윤지혜,이건창,이민주,이슬기,이호정,임혜인,조준희"
히토키리,,156000,156000,31,31,1,3,일본,,,액션,고사 히데오,카츠 신타로
우리보고 죽우란 말이냐,,615000,615000,123,123,1,2,한국,,,다큐멘터리,고상현,
기생령,2011-08-05,750901000,750901000,96992,96992,207,5783,한국,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,공포(호러),고석진,"한은정,효민,이형석,황지현,김현철,하일우,한세미,김대우,윤범준,이샛별,박민수,장선호,노민우,최욱,박혜진"
더 큐어,2017-02-15,1331883200,1331883200,159948,159948,419,8298,미국,이십세기폭스코리아(주),청소년관람불가,미스터리,고어 버빈스키,"데인 드한,제이슨 아이삭스,미아 고스,셀리아 아임리"
론 레인저,2013-07-04,546000,-1543417796,288,388235,1,6,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),15세이상관람가,액션,고어 버빈스키,"조니 뎁,아미 해머,헬레나 본햄 카터"
랭고,2011-03-03,-1251151296,-1251151296,430001,430001,314,15179,미국,(주)씨제이이엔엠,전체관람가,애니메이션,고어 버빈스키,조니 뎁
김두한 3,1975-10-09,692000,692000,346,346,1,6,한국,,12세이상관람가,액션,고영남,"이대근,서미경,독고성"
꽃네,,960000,960000,480,480,1,5,한국,,,드라마,고영남,"김지미,이낙훈,남정임"
태양은늙지않는다,,1819000,1819000,907,907,1,20,한국,,,드라마,고영남,"박노식,고상미,오수미,허장강"
결사대작전,1969-09-03,1006000,1890000,503,945,1,12,한국,,,드라마,고영남,
깊은 밤 갑자기,1981-07-17,1580000,4299000,785,1592,2,29,한국,(주)드림팩트엔터테인먼트,"연소자관람불가,청소년관람불가",공포(호러),고영남,"김영애,한혜리,이기선,윤일봉"
소나기,,3467000,3467000,1726,1726,1,12,한국,,,드라마,고영남,"이영수,조윤숙,김신재"
빙점 '81,1981-04-18,978000,12780000,485,6381,2,28,한국,,국민학생관람불가,가족,고영남,"남궁원,김영애,원미경,이영하,이혜숙,정한용,한진희,박원숙,선우용녀,윤유선"
완벽한 연인,,54809,54809,107,107,1,4,한국,,,애니메이션,고영초,
옥탑방열기,,355000,1837000,51,328,1,2,한국,,12세이상관람가,다큐멘터리,"고유정,노은지",
화성에 가다,,5000,5000,1,1,1,1,한국,,15세이상관람가,드라마,고은기,"변현석,황석정,안세은"
타클라마칸,2018-03-22,6574300,6574300,840,840,17,185,한국,(주)드림팩트엔터테인먼트,청소년관람불가,드라마,고은기,"조성하,김서연,하윤경,고은기,김용호,김진수,박정현,송승철,송은지,송화진,윤유석,이성준,이재우,조선묵,김준배,안민영,박상훈,김현,최원태,최원,이형성"
팔당 사람들,,690000,690000,138,138,1,5,한국,,,다큐멘터리,고은진,
독개구리,,100020,722408,60,615,1,1,한국,,,스릴러,고정욱,"현성,조재윤,정희태"
진범,2019-07-10,1430365000,1430365000,168119,168119,224,8819,한국,(주)리틀빅픽쳐스,15세이상관람가,스릴러,고정욱,"송새벽,유선,장혁진,오민석,박미리,김귀선,신현탁,김민지,김성혜,윤송아,고유,정해균,이준헌,정희태,장혜진,최정원,강소윤,이경오,최현준,이다희,권현수,김상두,김필,한수연,우미화,마민희,박건준,심혜연,양예나,오동현,전현숙,장영,송하린"
오후,,12500,12500,20,20,1,1,한국,,,애니메이션,고지예,
벽,,21100,21100,88,88,1,1,중국,,,애니메이션,고지해,
발정난 새엄마:은밀한 유혹,2020-11-05,6000,6000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로/로맨스,고키겐 요,쇼우다 치사토
백만 번 산 고양이,,65000,885000,47,211,1,2,일본,,,다큐멘터리,고타니 다다스케,와타나베 마키코
굵은 애인과 불륜사이,2016-07-20,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고토 다이스케,사사키 마유코
음란마귀-자매유혹,2016-10-20,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고토 다이스케,
흔들리며 젖는 열차,2016-04-27,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고토 다이스케,모모이 사나에
