영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
범털,2020-05-14,14023560,14023560,1741,1741,48,437,한국,(주)피터팬픽쳐스,15세이상관람가,범죄,강태호,"이설구,강인성,유상재,이현웅,이시후,조명연,박진수,문용일,이풍운,김종태,정우람,이대진,이원욱,최어준,김영일,민현,계지현,이정훈,양지호,곽영재,박준수,강병욱,강소백,권오윤,김민,김병걸,김사훈,김설희,김재엽,김재인,김태인,박종범,박준수,태윤,박호균,심명보,오충환,오현수,채완민,최다빈,최문환,최이준,최정인,이상하,홍순량,이창인,조명행,전승재,정승민,정도영"
아름다운 팔도강산,1972-01-01,6343000,9749000,3170,4873,1,45,한국,,,드라마,강혁,"김희갑,황정순"
명기(무삭제),2015-05-07,8000,8000,1,1,1,1,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강현,"김민영,이상훈"
명기,2014-12-30,52000,690000,6,247,1,6,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강현,"김민영,이상훈,김민채,김민채,손영민"
캘린더걸-무삭제,2016-07-26,7000,7000,2,2,1,1,한국,스마일컨텐츠,청소년관람불가,멜로/로맨스,강현철,"한가영,민혁,이소희,권영호"
캘린더걸,2016-04-07,1598000,1598000,295,295,20,20,한국,(주)유비네트워크,청소년관람불가,멜로/로맨스,강현철,"박하얀,유주오,이소희,이유진"
써니 감독판,2011-07-28,85000,698634500,14,90576,1,2,한국,(주)씨제이이엔엠,청소년관람불가,드라마,강형철,"고수희,김민영,김선경,심은경,진희경,홍진희,민효린,김보미,이연경,강소라,박진주,남보라,유호정"
스윙키즈,2018-12-19,1786104690,-790231596,214314,1473125,587,10010,한국,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,강형철,"도경수,박혜수,자레드 그라임스,오정세,김민호,강성호,고창희,김건우,김동현,김민재,김수민,김유리,김은주,김종원,김지현,김지혜,김태윤,김태형,김하늘,나경진,박상필,박준수,신지훈,안희진,이동현,이상훈,이승훈,이승훈,이재석,이정현,이태영,장지훈,전민정,전재형,최민우,송재룡,주해은,박진주,박형수,이규성,강길우,김규백,김시원,백인권,염석무,오래영,김언수,김희상,윤정로,김종태,최원,전재형,김지수,이승철"
타짜-신의 손,2014-09-03,-1986617441,-1986617441,4015361,4015361,890,80584,한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스",청소년관람불가,드라마,강형철,"최승현,신세경,곽도원,유해진,김윤석,이하늬,김인권,이경영,고수희,오정세,박효주,백승찬,양성우,우민호,윤지환,이승원,이승훈,이영민,이원호,정동근,조연우,한준우,홍승철,황현서,김원영,김장미,문도선,이준혁,김새벽,배유람,안재홍,이동휘,김원해,최종률,고준,조경현,박수영,이성욱,송재룡,천우희,배진웅,윤경호,정다원,하성광,곽자형,곽수정,김민상,양도현,김종태,김송일"
써니,2011-05-04,774000,-1796040148,129,7363139,1,1,한국,(주)씨제이이엔엠,15세이상관람가,드라마,강형철,"유호정,심은경,강소라,고수희,홍진희,강지원,김민영,김선경,진희경,김보미,이연경,박진주,남보라,민효린,윤미라,조민수,박윤정,신윤정,박영서,김예원,천우희,박중훈,최형태,심소희,최혜선,전선희,박혜성,진승환,김보름,김도엽,고은별,이상은,윤수진,최선아,박보영,윤정,임은채,최아름,류혜린,최영호,정은지,이승훈,이다슬,한승현,김새벽,성지루,정원중,정석용,김원해,최명길,이상아,김영옥,김보연,선주아,김시후,김혜옥,고준,박순천,권은수,양주호,박혁민"
과속스캔들,2008-12-03,570000,-2033233448,76,8223342,1,1,한국,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,코미디,강형철,"차태현,박보영,왕석현,임지규,황우슬혜,정원중,김기방,김혜진,노수정,류수경,김준호,문수진,김태형,김웅,이희상,임진순,김민채,김수완,박용준,정준영,정진희,정하린,김진,김준영,이준혁,성지루,김한국,고준,고준,박영서"
키스,2013-03-07,6011000,6011000,722,722,2,26,한국,(주)마노엔터테인먼트,청소년관람불가,드라마,"강호준,김진희,황희성,서용호,문인대,이정원,김두헌","조윤미,정선희,배현경,김도영,윤영민,장효진,이선희,배현경,김준원,송유현,김성현,이새별,바우,김민규,유지수,정우준,유지혜,최현호,안수현,성열석,서민성,김두헌"
양아치 느와르,2018-09-13,3822000,3822000,455,455,6,59,한국,(주)영화사 그램,청소년관람불가,드라마,강효진,"김병철,곽지유,김영용,서승원,조경현,김민영,김영훈,김정호,노일환,박병규,박준석,서승원,유영채,이봄,이재성,이정민,장지훈,한지웅"
폭력의 법칙: 나쁜 피 두 번째 이야기,2016-10-20,4578000,4578000,597,597,10,69,한국,(주)영화사 안다미로,청소년관람불가,드라마,강효진,"김영무,한여울,김영용,이풍운,박지선,서승원,이동진,이성환,이신우,최민영,최영근,한석호,서승원"
나쁜 피,2012-11-01,9310500,9310500,1246,1246,12,196,한국,(주)팝엔터테인먼트,청소년관람불가,범죄,강효진,"윤주,임대일,강효진,고대환,구본승,구본승,전수진,최시원,한중대,이상근,김지선,김지선,윤명현,유영채,임형국,서승원"
미쓰 와이프,2015-08-13,-1202847723,-1202847723,988451,988451,437,28864,한국,메가박스중앙(주)플러스엠,15세이상관람가,코미디,강효진,"엄정화,송승헌,김상호,라미란,서신애,임보경,강현구,백승호,정지안,조훈휘,최윤철,유영채,홍석현,이승호,이연주,고수희,안소연,양도연,황석하,정지훈,조덕제,김병춘,최종률,정유석,이용녀,최일화,곽지유,김영용,서승원,조경현,엄채영,염동헌,윤부진,윤주,양말복"
내안의 그놈,2019-01-09,-877640617,-759104617,1902828,1917999,1041,61683,한국,"(주)메리크리스마스,TCO(주)더콘텐츠온",15세이상관람가,판타지,강효진,"오윤수,차영주,박성웅,진영,라미란,이수민,이준혁,김광규,민지아,윤경호,김현목,권혁범,이호수,김상겸,조성희,박경혜,장진희,박지훈,정윤하,정원창,박신아,윤부진,류현,민지민,박용균,김건,김경록,서동석,서승원,김근형,서진원,서진원,박주현,박준성,김남규,박지아,박지연,김대원,김대한,박진수,박진아,김도현,배경민,백기원,백수현,신유진,신재민,신진호,안효진,유영채,오세은,윤단비,남태우,오지영,윤송아,이정민,강민재,김은화,임효우,임효우,이상진,이상철,고경호,정지연,김현진,임지형,허유리,김재원,정혜원,권혁석,최우석,홍수현,조경섭,전두식,김재명,김홍파,이소라,이소현,김희선,조영지,김승필,황인준,황진호,강동길,조현영,이건구,강승호,이경진,이경호,김준형,이광호,지찬,곽지유,김영,권민서,권혁범,김가애,이동영,김영주,김명아,김명인,김범진,김부선,최경민,김예인,김석주,김태진,김태준,조경현,김우래,이우성,김재만,이범찬,김지예,김진걸,조시현,김현기,김찬오,이보라,김용훈,주우진,문강혁,남진복,유승운,진석진,진수선,이은영,김태성,정윤정,정윤철,안스완,이자은,신유선,최대열,박선근,신형근,박성주,최병국,이창식,이미노,이풍운,이하미,박영웅,안애린,이시율,최우주,이연하,손기성,배수진,배윤민,임승준,백민,임종화,염동철,전애진,염채은,예정민,손주형,추석영,전혜영,설지윤,송영우,하은유,하혜주,손광업,임동민,박소영,한선구,황순원,한지웅,한창현,서다해,함정인,허나경,허윤진,현익창,김용호,정택호,이동민,조준형"
착한 처제,2015-11-19,3723000,3723000,588,588,19,82,한국,쟈비스미디어,청소년관람불가,드라마,강훈,"강성필,장혜영"
할망바다,,389880,496611,239,359,2,9,한국,,전체관람가,애니메이션,"강희진,한아렴",
킬러 엘리트,2011-09-22,1249754000,1249754000,165123,165123,251,10932,미국,에스케이텔레콤(주),청소년관람불가,스릴러,개리 맥켄드리,"로버트 드 니로,클라이브 오웬,제이슨 스타뎀"
미운 오리 새끼,,15000,15000,12,12,1,2,러시아,,,애니메이션,개리 바딘,콘스탄틴 라즈킨
드라큘라: 전설의 시작,2014-10-08,2017769316,2017769316,1321751,1321751,477,46483,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,판타지,개리 쇼어,"루크 에반스,도미닉 쿠퍼"
출동! 소방관 샘: 외계인 대소동,2018-11-08,81998500,81998500,11364,11364,152,845,영국,(주)머스트씨무비릴리징컴퍼니,전체관람가,애니메이션,개리 앤드류스,"조연우,신정훈,박상우,방지원,송영인,오은수,데이비드 테넌트,나이젤 휘트미,스티브 킨맨"
오피셜 시크릿,2019-11-27,105679300,105679300,13163,13163,153,1866,영국,(주)팬엔터테인먼트,15세이상관람가,스릴러,개빈 후드,"키이라 나이틀리,매튜 구드,랄프 파인즈,맷 스미스"
아이 인 더 스카이,2016-07-14,610000,119571200,79,15710,1,10,영국,판씨네마(주),12세이상관람가,전쟁,개빈 후드,"헬렌 미렌,아론 폴,알란 릭맨,제레미 노담,이아인 글렌"
엔더스 게임,2013-12-31,630088704,630088704,654212,654212,460,21260,미국,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,SF,개빈 후드,"해리슨 포드,에이사 버터필드,헤일리 스테인펠드,비올라 데이비스,아비게일 브레스린,벤 킹슬리"
블러드 골드: 트레저 헌터,2018-02-02,47000,47000,19,19,5,19,미국,주식회사 풍경소리,15세이상관람가,범죄,갤란 코넬,"크리스토퍼 레드만,마이클 베니어"
프리 앤 이지,,194200,194200,29,29,1,2,중국,,,드라마,겅준,
모두의 사정-절정의 스와핑,2015-06-10,270000,270000,54,54,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),게닌 치로,무라카미 료코
이웃 여자-잘 주는 사모님,2019-07-18,6000,6000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로/로맨스,게도 하루히코,
엘 불리: 요리는 진행 중,2012-09-13,810000,17554000,81,2309,1,2,독일,찬란,전체관람가,다큐멘터리,게레온 베첼,페란 아드리아
부다페스트 로큰롤,2018-12-20,1923000,8903400,321,1278,4,27,헝가리,알토미디어(주),15세이상관람가,뮤지컬,게르게이 포뇨,"타마시 사보 킴멜,이반 페뇨,툰데 키스"
배고픈 시체,,19000,19000,39,39,1,3,영국,,,애니메이션,게르겔리 우츠치,
라스트 탱고,2015-12-31,48000,59505600,12,7559,1,1,독일,(주)미로스페이스,12세이상관람가,다큐멘터리,게르만 크랄,
미아와 나,,22432,22432,94,94,1,4,독일,,전체관람가,애니메이션,게르하르트 한,
쿼터매인,1987-01-29,147000,147000,49,49,1,2,미국,,중학생이상관람가,어드벤처,게리 넬슨,
애나벨 집으로,2019-06-26,-301820156,-301820156,481766,481766,653,16619,미국,워너브러더스 코리아(주),15세이상관람가,공포(호러),게리 도버먼,"패트릭 윌슨,베라 파미가,맥케나 그레이스,매디슨 아이스먼"
리벤지45,2008-02-28,72000,370000,36,80,1,1,미국,(주)코랄픽쳐스,청소년관람불가,드라마,게리 레논,"밀라 요보비치,앤거스 맥파디언"
프리 스테이트,2018-02-07,21110000,21110000,10541,10541,5,156,미국,(주)드림팩트엔터테인먼트,15세이상관람가,액션,게리 로스,"매튜 매커너히,케리 러셀,구구 바샤-로"
헝거게임: 판엠의 불꽃,2012-04-05,303000,185349438,51,608273,1,3,미국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,액션,게리 로스,"제니퍼 로렌스,조쉬 허처슨,리암 헴스워스,엘리자베스 뱅크스"
오션스8,2018-06-13,-1184744622,-1184744622,1335829,1335829,837,55372,미국,워너브러더스 코리아(주),12세이상관람가,액션,게리 로스,"산드라 블록,케이트 블란쳇,앤 해서웨이,민디 캘링,사라 폴슨,아콰피나,리한나,헬레나 본햄 카터"
프랭키와 쟈니,1992-07-07,118000,118000,59,59,1,1,미국,,연소자관람불가,드라마,게리 마샬,"알 파치노,미셀 파이퍼"
귀여운 여인,1990-09-15,16556000,16658000,1635,1657,23,287,미국,브에나비스타픽쳐스,연소자관람불가,드라마,게리 마샬,"줄리아 로버츠,리차드 기어"
토이무비: 미래대모험,2018-10-03,89782600,89782600,11951,11951,176,817,중국,(주)영화사 빅,전체관람가,애니메이션,게리 왕,"남도형,윤아영,서원석,김성화"
캣츠토피아,2020-04-30,201223160,201223160,24000,24000,367,3053,중국,(주)버킷스튜디오,전체관람가,판타지,게리 왕,"더못 멀로니,유민상,오나미,박지현"
레터스 투 줄리엣,2010-10-06,9602000,-11769796,1918,585272,58,502,미국,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,멜로/로맨스,게리 위닉,"아만다 사이프리드,크리스토퍼 에건,가엘 가르시아 베르날,바네사 레드그레이브"
오두막 살인사건,2016-03-17,5000,5000,1,1,1,1,미국,(주)케이알씨지,청소년관람불가,판타지,게리 존스,조 에스테베즈
부기맨 3,2011-09-01,533000,533000,64,64,1,10,미국,㈜케이디미디어,15세이상관람가,공포(호러),게리 존스,"척 히팅거,에린 카힐"
미녀와 야수,1992-07-04,2987500,1525094000,436,148966,3,19,미국,"워너브러더스 코리아(주),한국소니픽쳐스릴리징브에나비스타영화㈜","연소자관람가,전체관람가",애니메이션,"게리 트러스데일,커크 와이즈","페이지 오하라,로비 벤슨"
패트,,26663,26663,125,125,1,2,프랑스,,,애니메이션,"게리 푸치,요한 오루 베르나르,세바스티앙 드 올리베이라 비스포",
홈프론트-하드액션,2014-06-19,11016000,11016000,1598,1598,43,150,미국,(주)팝엔터테인먼트,청소년관람불가,액션,게리 플레더,"제이슨 스타뎀,제임스 프랭코,위노나 라이더"
홈프론트-가족을 지켜라,2014-06-18,23849000,23849000,3464,3464,55,590,미국,(주)팝엔터테인먼트,15세이상관람가,액션,게리 플레더,"제이슨 스타뎀,제임스 프랭코"
왕과 나: 런던 팔라디움 극장 뮤지컬,2020-04-29,8737000,8737000,510,510,12,137,영국,씨제이포디플렉스 주식회사,전체관람가,공연,게리 할버슨,
욜란타 & 푸른 수염의 성,2015-09-26,13431000,13431000,551,551,3,44,미국,(주) 인스터 글로벌,12세이상관람가,공연,게리 할버슨,안나 네트렙코
오페라-카르멘(메트로폴리탄),2010-04-04,5602000,73406000,446,3888,1,10,미국,㈜메가박스,12세이상관람가,뮤지컬,"게리 할버슨,리처드 이어","엘리나 가랑차,로베르토 알라냐"
오페라-호프만의 이야기,2010-02-06,2391000,26335000,200,1409,1,14,미국,㈜메가박스,12세이상관람가,뮤지컬,"게리 할버슨,바틀렛 쉐어","조셉 칼레아,안나 네트렙코"
디터 람스,2019-08-22,50942770,50942770,6051,6051,11,322,미국,하준사,전체관람가,다큐멘터리,게리 허스트윗,"디터 람스,후카사와 나오토,마크 아담스"
하이 라이프,2013-01-17,750000,750000,150,150,1,1,미국,(주)에이씨피컴퍼니,청소년관람불가,코미디,게리예이츠,"티모시 올리펀트,로지프 서덜랜드"
어바웃 레이,2016-11-24,200000,74162502,40,10092,1,1,미국,오퍼스픽쳐스(유),15세이상관람가,코미디,게비 델랄,"엘르 패닝,나오미 왓츠,수잔 서랜든"
워리어,2011-11-02,179008500,179008500,24802,24802,142,2974,미국,(주)화앤담이엔티,15세이상관람가,드라마,게빈 오코너,"닉 놀테,톰 하디,조엘 에저튼,제니퍼 모리슨"
어카운턴트,2016-10-13,548544928,548544928,69529,69529,375,6965,미국,워너브러더스 코리아(주),15세이상관람가,액션,게빈 오코너,"벤 애플렉,안나 켄드릭,J.K. 시몬스,존 번탈"
버려진 것들의 요리법,,458000,770000,69,108,1,4,오스트리아,,,다큐멘터리,게오르그 미슈,
로망스,,0,47836,0,141,1,2,캐나다,,,애니메이션,게오르그 쒸제벨,
차파예프,,308000,308000,48,48,1,2,러시아,,,드라마,"게오르기 바실리예프,세르게이 바실리예프",
판도라의 상자,,80000,80000,17,17,1,2,독일,,,범죄,게오르크 빌헬름 파브스트,"루이스 브룩스,프리츠 코트너"
포르토,2018-01-31,45039800,45039800,6628,6628,21,409,프랑스,오드,청소년관람불가,드라마,게이브 클링거,"안톤 옐친,루시 루카스"
안녕 베일리,2019-09-05,501461800,501461800,61099,61099,184,3729,미국,CGV아트하우스,전체관람가,가족,게일 맨쿠소,"조시 게드,데니스 퀘이드,캐서린 프레스콧,마그 헬젠버거,베티 길핀,헨리,애비 라이더 포트슨"
소년과 흰기러기,,38027,38027,49,49,1,2,캐나다,,,애니메이션,게일 토마스,
술집마담 섹스서비스,2020-11-25,6000,6000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로/로맨스,겐겐,
유부녀 길들이기,2019-03-27,1000,1000,1,1,1,1,일본,(주)트루에버,청소년관람불가,성인물(에로),겐부,
죽음전의 키스,,696000,1012000,348,501,1,11,미국,,,범죄,겔드 오스왈드,"로버트 와그너,제프리 헌터"
익스트림 No.13 감독판,2013-01-08,600000,600000,40,40,1,4,미국,(유)조이앤컨텐츠그룹,청소년관람불가,스릴러,겔라 바블루아니,"제이슨 스타뎀,알렉산더 스카스가드,미키 루크"
익스트림 No.13,2012-10-03,88072516,88072516,12408,12408,108,2033,미국,(주)팝파트너스,청소년관람불가,스릴러,겔라 바블루아니,"제이슨 스타뎀,알렉산더 스카스가드,미키 루크,50 센트,레이 윈스톤,샘 라일리"
트윈 이펙트,2003-09-18,1885000,1885000,920,920,5,11,홍콩,프라임픽쳐스,12세관람가,액션,"견자단,임초현","성룡,정이건,종흔동"
하숙집 무삭제,2015-09-09,8000,8000,1,1,1,1,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,"권기하,장하람"
유부녀들(무삭제),2016-02-17,9000,9000,1,1,1,1,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,김소현
착한여자 (무삭제),2015-07-14,50000,50000,10,10,1,1,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,"김정연,주연서"
맛2 (무삭제),2016-01-06,100000,100000,10,10,1,1,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,김수정
유부녀들,2015-10-14,3405000,3405000,516,516,20,46,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,"김소현,김하늘,이언수"
맛2,2015-09-02,2852000,2852000,569,569,20,26,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,"이은미,이은미"
전망 좋은 집 2,2015-05-27,3032000,3032000,605,605,20,26,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,"정시현,이수진,이승현,이은미"
하숙집,2015-02-25,3305000,3305000,630,630,20,31,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,권기하
착한 여자,2015-03-25,2959000,2959000,708,708,20,26,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,"김정연,주연서,정연,이승현,이연서,이원"
옹녀뎐,2014-08-21,10197000,10197000,3765,3765,21,34,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,경석호,"신유주,김태훈,강경우,이한빛,송민혁,정현민,차현정,윤원선,이경원,이경주,이승현,이은미,김은정"
맛,2014-01-16,14002000,14002000,5057,5057,19,40,한국,(주)스크린다,청소년관람불가,멜로/로맨스,경석호,"정현우,유다은,서지현,최형일,이은미,김성민,김윤재,김진선"
사람은 무엇으로 사는가,2010-01-26,295000,360000,59,70,1,1,한국,시네마달,12세이상관람가,다큐멘터리,경순,김을선
레드마리아2,,0,1298500,0,272,1,1,한국,,,다큐멘터리,경순,
쇼킹패밀리,2008-05-08,6000,3670500,1,594,1,1,한국,㈜인디스토리,12세이상관람가,다큐멘터리,경순,"경은,세영,유태혁,경순,수림,조연숙,지혜,서주환,서하나,최반,이성규,경순,경은,이태우,이민자"
애국자 게임 2 - 지록위마,,6920500,6920500,904,904,2,37,한국,,,다큐멘터리,경순,
레드마리아,2012-04-26,0,14429100,0,2119,1,1,한국,(주)시네마달,15세이상관람가,다큐멘터리,경순,"그레이스,리타,제나린,종희,클롯,이치무라"
Jam Docu 강정,2011-12-22,5764000,5764000,891,891,4,111,한국,"시네마달,(사)한국독립영화협회",12세이상관람가,다큐멘터리,"경순,권효,최진성,김태일,양동규,정윤석,최하동하,홍형숙","경순,최하동하,고한별,경순"
민들레,,6000,24000,1,4,1,1,한국,독립프로덕션빨간눈사람,전체관람가,다큐멘터리,"경순,최하동하","경순,최하동하"
애국자 게임,,0,76000,0,13,1,2,한국,,15세이상관람가,다큐멘터리,"경순,최하동하","경순,최하동하"
딸의 애인-무삭제판,2018-08-15,1000,1000,1,1,1,1,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
어린 이모 - 무삭제판,2018-08-15,1000,1000,1,1,1,1,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
딸의 일기 - 무삭제판,2020-05-27,1000,1000,1,1,1,1,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
관전녀 - 무삭제판,2020-05-20,1000,1000,1,1,1,1,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
딸의 친구 5 - 무삭제판,2020-10-28,1000,1000,1,1,1,1,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
마누라 공유하기 - 무삭제판,2020-12-02,1000,1000,1,1,1,1,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
막내 처제 - 무삭제판,2020-03-11,1000,1000,1,1,1,1,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
새아가 - 무삭제판,2020-10-07,1000,1000,1,1,1,1,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
어린 누나 3 - 무삭제판,2019-07-30,1000,1000,1,1,1,1,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
어린 엄마 3 - 무삭제판,2019-07-30,1000,1000,1,1,1,1,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
어린 처제 3 - 무삭제판,2019-08-14,1000,1000,1,1,1,1,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
어린 처제 4 - 무삭제판,2020-08-20,1000,1000,1,1,1,1,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,설아
주인집 딸 - 무삭제판,2020-08-13,1000,1000,1,1,1,1,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
어린 엄마 - 무삭제판,2018-03-26,2000,2000,1,1,1,1,한국,(주)에이블엔터테인먼트,청소년관람불가,멜로/로맨스,계장혁,
딸의 친구 3 - 무삭제판,2019-06-11,2000,2000,1,1,1,1,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
어린 이모 3 - 무삭제판,2020-04-15,2000,2000,1,1,1,1,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
어린 처형- 무삭제판,2019-01-22,2000,2000,1,1,1,1,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
딸의 친구 2 - 무삭제판,2018-01-24,3000,3000,1,1,1,1,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
마누라 공유하기,2020-08-13,650000,650000,138,138,20,20,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
딸의 친구 5,2020-04-23,883000,883000,167,167,20,20,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
새아가,2020-04-23,883000,883000,167,167,20,20,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
어린 처제 4,2020-03-19,931000,931000,169,169,20,20,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,설아
어린 처제 3,2019-05-09,932000,932000,169,169,20,20,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
어린 이모 3,2020-01-02,933000,933000,169,169,20,20,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
막내 처제,2019-11-14,934000,934000,169,169,20,20,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
딸의 일기,2020-02-13,938000,938000,169,169,20,20,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
주인집 딸,2020-05-07,942000,942000,170,170,21,21,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
어린 엄마 3,2019-05-30,947000,947000,176,176,20,20,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
딸의 친구 3,2019-03-21,952000,952000,176,176,20,20,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
어린 누나 3,2019-05-02,948000,948000,177,177,20,20,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
어린 처형,2018-10-25,992000,992000,178,178,20,20,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,"남기혁,이강우"
딸의 애인,2018-05-04,995000,995000,180,180,20,20,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
어린 이모,2018-05-09,1000000,1000000,180,180,20,20,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
딸의 친구 2,2017-10-18,1038000,1038000,185,185,20,20,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
관전녀,2019-10-10,1000000,1000000,191,191,20,20,한국,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
어린 엄마,2018-01-10,997000,997000,179,179,20,20,한국,(주)에이블엔터테인먼트,청소년관람불가,멜로/로맨스,"계장혁,계장혁","이지현,김필수"
느리게,,18250,18250,11,11,1,1,한국,,,드라마,고경덕,
데자뷰,2018-05-30,360833100,360833100,48279,48279,536,8117,한국,(주)키다리이엔티,15세이상관람가,미스터리,고경민,"남규리,이천희,이규한,정경호,동현배,김재범,조한선,서정욱,서지원,이주원,이태영,김지호,김지호,김찬수,박종수,박종찬,정용철,정우일,김민혁,최준호,홍지원,김송이,김수영,이종혁,이새윤"
화려한 외출,2013-12-05,13547000,13547000,5067,5067,20,34,한국,(주)영화사폴,청소년관람불가,드라마,고경아,"김선영,오초희,김지훈,허정민,민지혁,남태부,김다빈,김상일,이규현,구본임,김주성,조미라,임소미,김규환,조미라,변준석"
남편만 몰라요 (무삭제),2015-09-30,16000,16000,2,2,1,2,한국,(주)더그레이트컴퍼니,청소년관람불가,멜로/로맨스,고광현,"최선미,황호상"
남편만 몰라요,2015-07-07,2995000,2995000,601,601,20,20,한국,(주)더그레이트컴퍼니,청소년관람불가,멜로/로맨스,고광현,"최선미,황호상,문주연"
타부 : 금지된 사랑,2015-09-03,72000,72000,8,8,1,1,한국,(주)대양미디어,청소년관람불가,멜로/로맨스,고구마,"박은정,한진아"
서풍렬,2011-10-27,274000,274000,87,87,1,7,중국,(주)소나무픽쳐스,청소년관람불가,액션,고군서,
은밀한 도촬,2011-07-21,30000,30000,10,10,1,1,일본,,청소년관람불가,성인물(에로),고니자와 니노로,"호시츠키 마유라,이사와 료코"
"코마네코, 나홀로 집에",,25185,25185,32,32,1,3,일본,,,애니메이션,고다 츠네오,
좋아서 만든 영화,2009-12-17,0,11432100,0,1589,1,1,한국,(주)영화사 진진,전체관람가,다큐멘터리,"고달우,김모모","손현,황수정,박수지,박지영,안복진,김광회,유혜선"
첫 동거를 시작할 때,2015-03-11,270000,270000,54,54,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),고도 토시히로,카타야마 료
요요현상,2021-01-14,880500,880500,126,126,1,4,한국,영화배급협동조합 씨네소파,전체관람가,다큐멘터리,고두현,"곽동건,문현웅,윤종기,이대열,이동훈"
창공에 지다,,36000,36000,18,18,1,4,미국,,,드라마,고든 더글라스,"앨런 래드,준 앨리슨,제임스 위트모어"
대황원,,34000,3990000,17,1995,1,1,미국,,,서부극(웨스턴),고든 더글라스,"앨런 래드,버지니아 마요"
